id,workcla,education,relationship,race,sex,native_country,age,fnlwgt,education_num,hours_per_week,class
908, Federal_gov, 12th, Not_in_family, Other, Male, Puerto_Rico,x>71,21174<x<274186,8<x<12,1<x<25,1
909, Local_gov, HS_grad, Own_child, Amer_Indian_Eskimo, Male, Haiti,35<x<53,274186<x<527198,1<x<4,25<x<50,1
910, Private, Assoc_voc, Own_child, Amer_Indian_Eskimo, Female, Dominican_Republic,x>71,21174<x<274186,x<1,1<x<25,1
911, Federal_gov, Bachelors, Not_in_family, Asian_Pac_Islander, Male, Laos,53<x<71,21174<x<274186,x>12,1<x<25,1
912, State_gov, Prof_school, Own_child, Other, Male, Jamaica,35<x<53,21174<x<274186,x<1,50<x<74,1
913, State_gov, 5th_6th, Unmarried, Black, Female, Italy,x>71,21174<x<274186,8<x<12,1<x<25,1
914, Federal_gov, 1st_4th, Other_relative, Amer_Indian_Eskimo, Female, Guatemala,53<x<71,21174<x<274186,8<x<12,1<x<25,1
915, Private, Preschool, Own_child, White, Male, Laos,35<x<53,274186<x<527198,x>12,50<x<74,1
916, Self_emp_inc, 5th_6th, Other_relative, Other, Male, Dominican_Republic,35<x<53,274186<x<527198,x>12,1<x<25,1
917, State_gov, Doctorate, Wife, Black, Female, Mexico,53<x<71,21174<x<274186,4<x<8,x>74,1
918, Local_gov, Masters, Not_in_family, Asian_Pac_Islander, Female, El_Salvador,17<x<35,21174<x<274186,x>12,25<x<50,1
919, Local_gov, 12th, Other_relative, White, Male, Poland,53<x<71,21174<x<274186,8<x<12,1<x<25,1
920, State_gov, 5th_6th, Own_child, Other, Male, Haiti,17<x<35,21174<x<274186,x>12,1<x<25,1
921, Self_emp_not_inc, Preschool, Not_in_family, Black, Female, Canada,x>71,21174<x<274186,4<x<8,x>74,1
922, State_gov, 10th, Not_in_family, Asian_Pac_Islander, Male, El_Salvador,35<x<53,21174<x<274186,8<x<12,1<x<25,1
923, Local_gov, Masters, Own_child, Amer_Indian_Eskimo, Male, France,53<x<71,21174<x<274186,x>12,25<x<50,1
924, Local_gov, Doctorate, Unmarried, Black, Male, Mexico,53<x<71,21174<x<274186,8<x<12,50<x<74,1
925, Self_emp_not_inc, 11th, Own_child, Black, Female, Iran,53<x<71,21174<x<274186,x>12,25<x<50,1
926, Private, 11th, Husband, Asian_Pac_Islander, Male, Mexico,35<x<53,21174<x<274186,8<x<12,25<x<50,1
927, State_gov, Doctorate, Own_child, Asian_Pac_Islander, Male, Cuba,17<x<35,21174<x<274186,x>12,50<x<74,1
928, Private, 10th, Husband, White, Female, Taiwan,35<x<53,274186<x<527198,8<x<12,x>74,1
929, Local_gov, 9th, Own_child, White, Male, Haiti,17<x<35,21174<x<274186,8<x<12,25<x<50,1
930, Federal_gov, HS_grad, Own_child, Other, Female, France,x>71,21174<x<274186,x>12,1<x<25,1
931, Self_emp_inc, Masters, Wife, Other, Male, South,17<x<35,21174<x<274186,x<1,50<x<74,1
932, State_gov, HS_grad, Other_relative, White, Male, El_Salvador,x>71,21174<x<274186,4<x<8,25<x<50,1
933, Self_emp_inc, 12th, Wife, White, Male, United_States,17<x<35,274186<x<527198,8<x<12,50<x<74,1
934, Federal_gov, Bachelors, Husband, Amer_Indian_Eskimo, Female, Honduras,53<x<71,21174<x<274186,1<x<4,25<x<50,1
935, Private, Assoc_voc, Own_child, Amer_Indian_Eskimo, Male, Poland,35<x<53,21174<x<274186,x>12,1<x<25,1
936, Federal_gov, 11th, Own_child, Black, Male, United_States,35<x<53,21174<x<274186,x>12,25<x<50,1
937, Local_gov, 12th, Husband, White, Male, Cambodia,x>71,21174<x<274186,4<x<8,50<x<74,1
938, Private, 5th_6th, Not_in_family, Amer_Indian_Eskimo, Female, Taiwan,17<x<35,21174<x<274186,8<x<12,1<x<25,1
939, Local_gov, 9th, Wife, Amer_Indian_Eskimo, Female, Jamaica,17<x<35,21174<x<274186,x<1,1<x<25,1
940, Self_emp_not_inc, 11th, Husband, Other, Female, China,35<x<53,21174<x<274186,4<x<8,1<x<25,1
941, State_gov, Assoc_voc, Unmarried, White, Female, Jamaica,17<x<35,21174<x<274186,x>12,1<x<25,1
942, Federal_gov, 9th, Other_relative, Asian_Pac_Islander, Female, Puerto_Rico,53<x<71,21174<x<274186,8<x<12,1<x<25,1
943, Federal_gov, 11th, Husband, Other, Male, Portugal,17<x<35,21174<x<274186,4<x<8,50<x<74,1
944, Local_gov, HS_grad, Own_child, Other, Male, France,35<x<53,21174<x<274186,8<x<12,25<x<50,1
945, Self_emp_not_inc, Assoc_voc, Own_child, Amer_Indian_Eskimo, Male, Cuba,35<x<53,21174<x<274186,x>12,1<x<25,1
946, Self_emp_not_inc, Some_college, Husband, Black, Male, Canada,17<x<35,21174<x<274186,4<x<8,50<x<74,1
947, Local_gov, 9th, Wife, Other, Male, Puerto_Rico,35<x<53,21174<x<274186,4<x<8,1<x<25,1
948, Local_gov, Assoc_voc, Own_child, Asian_Pac_Islander, Male, Dominican_Republic,17<x<35,21174<x<274186,4<x<8,25<x<50,1
949, Self_emp_not_inc, Preschool, Husband, Black, Female, Dominican_Republic,17<x<35,21174<x<274186,4<x<8,1<x<25,1
950, Self_emp_not_inc, 12th, Other_relative, Other, Female, Cuba,35<x<53,21174<x<274186,x<1,50<x<74,1
951, Federal_gov, 5th_6th, Other_relative, Black, Male, England,35<x<53,274186<x<527198,x>12,25<x<50,1
952, Private, 12th, Wife, Black, Female, Laos,35<x<53,274186<x<527198,x>12,1<x<25,1
953, Private, 5th_6th, Wife, Black, Female, Columbia,17<x<35,21174<x<274186,x>12,25<x<50,1
954, Federal_gov, Doctorate, Wife, White, Female, Columbia,35<x<53,21174<x<274186,1<x<4,25<x<50,1
955, State_gov, 10th, Wife, Black, Male, Yugoslavia,17<x<35,21174<x<274186,1<x<4,25<x<50,1
956, State_gov, Masters, Husband, White, Male, Laos,17<x<35,21174<x<274186,8<x<12,1<x<25,1
957, Self_emp_inc, Preschool, Unmarried, Asian_Pac_Islander, Male, South,35<x<53,21174<x<274186,x>12,50<x<74,1
958, Self_emp_not_inc, 9th, Not_in_family, Asian_Pac_Islander, Male, Mexico,35<x<53,274186<x<527198,x>12,x>74,1
959, State_gov, Preschool, Not_in_family, White, Female, United_States,x>71,21174<x<274186,x>12,1<x<25,1
960, State_gov, 5th_6th, Husband, White, Male, Laos,35<x<53,21174<x<274186,8<x<12,1<x<25,1
961, Federal_gov, Bachelors, Own_child, White, Female, Laos,17<x<35,21174<x<274186,4<x<8,50<x<74,1
962, Self_emp_inc, 7th_8th, Not_in_family, Amer_Indian_Eskimo, Male, Cambodia,35<x<53,21174<x<274186,x>12,50<x<74,1
963, Federal_gov, 11th, Own_child, Other, Male, Canada,53<x<71,21174<x<274186,8<x<12,1<x<25,1
964, Private, 7th_8th, Own_child, Black, Female, England,35<x<53,274186<x<527198,1<x<4,25<x<50,1
965, Local_gov, 10th, Wife, White, Female, Honduras,53<x<71,21174<x<274186,8<x<12,1<x<25,1
966, Federal_gov, Prof_school, Other_relative, Asian_Pac_Islander, Male, El_Salvador,17<x<35,21174<x<274186,8<x<12,25<x<50,1
967, Self_emp_not_inc, 9th, Own_child, Other, Male, El_Salvador,17<x<35,21174<x<274186,x<1,25<x<50,1
968, State_gov, Some_college, Husband, Other, Male, Yugoslavia,35<x<53,21174<x<274186,x<1,25<x<50,1
969, Federal_gov, Preschool, Unmarried, Black, Male, Taiwan,35<x<53,21174<x<274186,1<x<4,25<x<50,1
970, State_gov, 12th, Husband, Other, Female, England,35<x<53,274186<x<527198,x>12,1<x<25,1
971, Self_emp_inc, 9th, Own_child, White, Male, Mexico,35<x<53,21174<x<274186,4<x<8,25<x<50,1
972, Federal_gov, Some_college, Not_in_family, Asian_Pac_Islander, Male, Columbia,53<x<71,21174<x<274186,1<x<4,50<x<74,1
973, Federal_gov, 5th_6th, Other_relative, Asian_Pac_Islander, Female, Ecuador,17<x<35,274186<x<527198,x>12,25<x<50,1
974, Self_emp_not_inc, Doctorate, Other_relative, Other, Female, Yugoslavia,17<x<35,21174<x<274186,x>12,1<x<25,1
975, Private, 1st_4th, Unmarried, Amer_Indian_Eskimo, Male, Portugal,35<x<53,274186<x<527198,x>12,25<x<50,1
976, Federal_gov, 7th_8th, Not_in_family, Black, Female, Poland,35<x<53,21174<x<274186,8<x<12,25<x<50,1
977, Self_emp_inc, Prof_school, Other_relative, Other, Female, Japan,x>71,21174<x<274186,1<x<4,50<x<74,1
978, State_gov, Assoc_voc, Wife, Black, Female, Guatemala,17<x<35,21174<x<274186,8<x<12,25<x<50,1
979, Self_emp_not_inc, Bachelors, Husband, Black, Male, Japan,17<x<35,21174<x<274186,x>12,25<x<50,1
980, Self_emp_inc, Some_college, Not_in_family, Amer_Indian_Eskimo, Female, Puerto_Rico,x>71,21174<x<274186,x>12,1<x<25,1
981, Local_gov, Assoc_voc, Other_relative, Other, Female, China,35<x<53,21174<x<274186,1<x<4,50<x<74,1
982, Private, Masters, Own_child, White, Female, Japan,53<x<71,21174<x<274186,4<x<8,1<x<25,1
983, Federal_gov, Assoc_voc, Own_child, Amer_Indian_Eskimo, Male, Japan,53<x<71,21174<x<274186,4<x<8,50<x<74,1
984, Private, 5th_6th, Wife, Black, Male, Taiwan,17<x<35,274186<x<527198,4<x<8,1<x<25,1
985, Self_emp_not_inc, 5th_6th, Own_child, Amer_Indian_Eskimo, Female, Canada,35<x<53,21174<x<274186,4<x<8,25<x<50,1
986, Local_gov, Assoc_acdm, Other_relative, Other, Male, Poland,53<x<71,21174<x<274186,8<x<12,1<x<25,1
987, Private, Doctorate, Not_in_family, Black, Female, Haiti,53<x<71,21174<x<274186,x>12,1<x<25,1
988, Self_emp_inc, Assoc_voc, Not_in_family, Other, Female, Puerto_Rico,53<x<71,21174<x<274186,x>12,50<x<74,1
989, Local_gov, 10th, Unmarried, Asian_Pac_Islander, Female, Mexico,35<x<53,274186<x<527198,8<x<12,1<x<25,1
990, Federal_gov, Masters, Unmarried, Amer_Indian_Eskimo, Male, Germany,53<x<71,21174<x<274186,x>12,25<x<50,1
991, Private, 7th_8th, Other_relative, Asian_Pac_Islander, Female, Philippines,35<x<53,21174<x<274186,x>12,x>74,1
992, Private, 10th, Wife, Asian_Pac_Islander, Female, Portugal,17<x<35,274186<x<527198,x>12,25<x<50,1
993, Private, Bachelors, Not_in_family, Asian_Pac_Islander, Female, Jamaica,53<x<71,274186<x<527198,x<1,1<x<25,1
994, Federal_gov, 11th, Husband, Other, Female, Thailand,35<x<53,274186<x<527198,x>12,25<x<50,1
995, Self_emp_inc, 11th, Husband, Other, Male, Ecuador,17<x<35,21174<x<274186,1<x<4,25<x<50,1
996, State_gov, Masters, Not_in_family, Other, Male, Iran,17<x<35,21174<x<274186,4<x<8,25<x<50,1
997, Local_gov, 10th, Husband, White, Male, Philippines,17<x<35,274186<x<527198,1<x<4,25<x<50,1
998, State_gov, 1st_4th, Not_in_family, Amer_Indian_Eskimo, Female, Dominican_Republic,53<x<71,21174<x<274186,8<x<12,1<x<25,1
999, Self_emp_inc, 7th_8th, Not_in_family, Black, Male, India,53<x<71,21174<x<274186,x>12,1<x<25,1
