,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,class
202,37<x<56,blue-collar,married,primary,no,-6847<x<15165,yes,yes,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
203,18<x<37,services,married,primary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,971<x<1941,x<1,x<0,unknown,yes
204,18<x<37,technician,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
205,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
206,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,971<x<1941,x<1,x<0,unknown,yes
207,18<x<37,management,married,tertiary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
208,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
209,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
210,37<x<56,technician,single,secondary,yes,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
211,18<x<37,blue-collar,married,primary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
212,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
213,37<x<56,management,divorced,tertiary,yes,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
214,18<x<37,technician,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,971<x<1941,1<x<16,x<0,unknown,yes
215,18<x<37,unemployed,married,secondary,no,-6847<x<15165,yes,yes,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
216,37<x<56,self-employed,married,secondary,yes,-6847<x<15165,yes,yes,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
217,37<x<56,entrepreneur,married,secondary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,971<x<1941,1<x<16,x<0,unknown,yes
218,18<x<37,management,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
219,18<x<37,services,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,971<x<1941,1<x<16,x<0,unknown,yes
220,18<x<37,services,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
221,18<x<37,management,married,primary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
222,18<x<37,blue-collar,single,secondary,yes,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
223,37<x<56,blue-collar,divorced,primary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,1941<x<2911,1<x<16,x<0,unknown,yes
224,18<x<37,admin.,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,971<x<1941,1<x<16,x<0,unknown,yes
225,18<x<37,technician,single,tertiary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,971<x<1941,1<x<16,x<0,unknown,yes
226,37<x<56,management,divorced,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
227,18<x<37,admin.,divorced,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
228,18<x<37,services,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
229,37<x<56,blue-collar,married,primary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,971<x<1941,1<x<16,x<0,unknown,yes
230,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
231,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
232,18<x<37,management,single,tertiary,yes,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
233,18<x<37,services,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
234,18<x<37,self-employed,married,tertiary,no,-6847<x<15165,yes,yes,unknown,1<x<8,jun,971<x<1941,1<x<16,x<0,unknown,yes
235,18<x<37,blue-collar,married,primary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
236,18<x<37,admin.,divorced,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
237,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
238,56<x<75,retired,divorced,primary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
239,37<x<56,entrepreneur,married,secondary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,971<x<1941,x<1,x<0,unknown,yes
240,56<x<75,entrepreneur,married,tertiary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,971<x<1941,1<x<16,x<0,unknown,yes
241,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,971<x<1941,x<1,x<0,unknown,yes
242,37<x<56,admin.,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
243,37<x<56,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
244,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
245,37<x<56,services,divorced,secondary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
246,37<x<56,housemaid,married,primary,no,-6847<x<15165,no,yes,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
247,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
248,37<x<56,housemaid,divorced,primary,yes,-6847<x<15165,no,no,unknown,1<x<8,jun,971<x<1941,x<1,x<0,unknown,yes
249,37<x<56,housemaid,married,secondary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,971<x<1941,1<x<16,x<0,unknown,yes
250,18<x<37,self-employed,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
251,37<x<56,technician,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
252,37<x<56,blue-collar,divorced,primary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,971<x<1941,1<x<16,x<0,unknown,yes
253,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
254,18<x<37,technician,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
255,18<x<37,admin.,married,secondary,no,-6847<x<15165,yes,yes,unknown,1<x<8,jun,971<x<1941,1<x<16,x<0,unknown,yes
256,18<x<37,blue-collar,married,unknown,no,-6847<x<15165,no,yes,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
257,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
258,37<x<56,management,single,tertiary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
259,18<x<37,services,divorced,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
260,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
261,18<x<37,blue-collar,single,primary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,1941<x<2911,1<x<16,x<0,unknown,yes
262,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,971<x<1941,x<1,x<0,unknown,yes
263,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
264,37<x<56,blue-collar,married,unknown,no,-6847<x<15165,no,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
265,37<x<56,management,divorced,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,jun,971<x<1941,1<x<16,x<0,unknown,yes
266,37<x<56,services,married,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,x<1,x<0,unknown,yes
267,37<x<56,management,single,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,x<1,x<0,unknown,yes
268,56<x<75,self-employed,divorced,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,x<1,x<0,unknown,yes
269,37<x<56,technician,married,primary,no,-6847<x<15165,yes,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
270,37<x<56,blue-collar,divorced,primary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,x<1,x<0,unknown,yes
271,56<x<75,management,married,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,x>2911,1<x<16,x<0,unknown,yes
272,56<x<75,blue-collar,married,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
273,18<x<37,self-employed,single,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,971<x<1941,1<x<16,x<0,unknown,yes
274,37<x<56,entrepreneur,married,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
275,37<x<56,admin.,single,secondary,no,-6847<x<15165,no,yes,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
276,37<x<56,admin.,married,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,971<x<1941,1<x<16,x<0,unknown,yes
277,37<x<56,management,married,tertiary,no,-6847<x<15165,no,yes,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
278,56<x<75,housemaid,married,primary,no,-6847<x<15165,no,yes,unknown,8<x<16,jun,2<x<971,x<1,x<0,unknown,yes
279,37<x<56,retired,married,unknown,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,x<1,x<0,unknown,yes
280,56<x<75,retired,married,unknown,no,-6847<x<15165,no,no,unknown,8<x<16,jun,971<x<1941,x<1,x<0,unknown,yes
281,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,x<1,x<0,unknown,yes
282,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,x<1,x<0,unknown,yes
283,18<x<37,blue-collar,divorced,unknown,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
284,18<x<37,unemployed,married,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
285,37<x<56,admin.,single,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,971<x<1941,1<x<16,x<0,unknown,yes
286,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
287,56<x<75,admin.,married,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,x<1,x<0,unknown,yes
288,37<x<56,self-employed,married,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
289,37<x<56,housemaid,single,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,971<x<1941,1<x<16,x<0,unknown,yes
290,37<x<56,management,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
291,18<x<37,blue-collar,married,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,971<x<1941,1<x<16,x<0,unknown,yes
292,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,jun,971<x<1941,1<x<16,x<0,unknown,yes
293,37<x<56,management,divorced,tertiary,no,-6847<x<15165,no,yes,unknown,8<x<16,jun,971<x<1941,1<x<16,x<0,unknown,yes
294,18<x<37,blue-collar,single,secondary,yes,-6847<x<15165,yes,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
295,37<x<56,blue-collar,married,primary,no,-6847<x<15165,yes,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
296,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
297,37<x<56,retired,divorced,tertiary,no,-6847<x<15165,yes,yes,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
298,37<x<56,entrepreneur,single,unknown,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,x<1,x<0,unknown,yes
299,18<x<37,services,married,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,971<x<1941,x<1,x<0,unknown,yes
300,18<x<37,blue-collar,divorced,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,jun,971<x<1941,1<x<16,x<0,unknown,yes
301,37<x<56,unemployed,single,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,971<x<1941,x<1,x<0,unknown,yes
302,37<x<56,management,single,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,jun,971<x<1941,1<x<16,x<0,unknown,yes
303,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,yes,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
304,37<x<56,technician,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
305,18<x<37,management,married,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,yes
306,18<x<37,entrepreneur,married,tertiary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,1941<x<2911,1<x<16,x<0,unknown,yes
307,37<x<56,management,married,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,x<1,x<0,unknown,yes
308,37<x<56,technician,divorced,tertiary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,x<1,x<0,unknown,yes
309,37<x<56,student,single,tertiary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,971<x<1941,1<x<16,x<0,unknown,yes
310,37<x<56,management,married,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
311,37<x<56,blue-collar,married,primary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
312,56<x<75,management,married,tertiary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,1941<x<2911,1<x<16,x<0,unknown,yes
313,37<x<56,self-employed,single,tertiary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,971<x<1941,x<1,x<0,unknown,yes
314,37<x<56,services,divorced,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
315,18<x<37,admin.,married,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,971<x<1941,1<x<16,x<0,unknown,yes
316,37<x<56,management,single,tertiary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,971<x<1941,x<1,x<0,unknown,yes
317,37<x<56,blue-collar,single,primary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,971<x<1941,x<1,x<0,unknown,yes
318,37<x<56,entrepreneur,married,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,x<1,x<0,unknown,yes
319,18<x<37,technician,married,secondary,no,-6847<x<15165,yes,yes,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
320,37<x<56,admin.,married,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,971<x<1941,x<1,x<0,unknown,yes
321,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
322,37<x<56,blue-collar,married,primary,no,-6847<x<15165,no,yes,unknown,16<x<23,jun,971<x<1941,1<x<16,x<0,unknown,yes
323,37<x<56,blue-collar,divorced,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,971<x<1941,1<x<16,x<0,unknown,yes
324,37<x<56,retired,divorced,secondary,no,-6847<x<15165,no,yes,unknown,16<x<23,jun,971<x<1941,x<1,x<0,unknown,yes
325,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,971<x<1941,1<x<16,x<0,unknown,yes
326,37<x<56,housemaid,married,primary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
327,37<x<56,services,married,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,x<1,x<0,unknown,yes
328,37<x<56,entrepreneur,married,tertiary,yes,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
329,56<x<75,retired,married,primary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,x<1,x<0,unknown,yes
330,37<x<56,blue-collar,single,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
331,37<x<56,blue-collar,married,primary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
332,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,971<x<1941,x<1,x<0,unknown,yes
333,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
334,37<x<56,unemployed,married,primary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,971<x<1941,1<x<16,x<0,unknown,yes
335,37<x<56,services,married,secondary,no,-6847<x<15165,no,yes,unknown,16<x<23,jun,2<x<971,x<1,x<0,unknown,yes
336,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
337,37<x<56,retired,married,tertiary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,971<x<1941,x<1,x<0,unknown,yes
338,37<x<56,services,married,unknown,no,-6847<x<15165,no,yes,unknown,16<x<23,jun,2<x<971,x<1,x<0,unknown,yes
339,37<x<56,management,married,tertiary,no,-6847<x<15165,no,yes,unknown,16<x<23,jun,2<x<971,x<1,x<0,unknown,yes
340,56<x<75,management,married,tertiary,no,-6847<x<15165,no,yes,unknown,16<x<23,jun,971<x<1941,1<x<16,x<0,unknown,yes
341,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,971<x<1941,x<1,x<0,unknown,yes
342,37<x<56,technician,married,tertiary,no,-6847<x<15165,no,yes,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
343,56<x<75,management,married,tertiary,no,-6847<x<15165,yes,yes,unknown,16<x<23,jun,971<x<1941,x<1,x<0,unknown,yes
344,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,yes,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
345,37<x<56,services,divorced,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,971<x<1941,1<x<16,x<0,unknown,yes
346,37<x<56,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
347,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
348,18<x<37,management,married,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
349,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,yes,unknown,16<x<23,jun,971<x<1941,1<x<16,x<0,unknown,yes
350,37<x<56,services,divorced,unknown,no,-6847<x<15165,no,no,unknown,16<x<23,jun,971<x<1941,1<x<16,x<0,unknown,yes
351,18<x<37,unemployed,married,tertiary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,971<x<1941,1<x<16,x<0,unknown,yes
352,18<x<37,blue-collar,single,secondary,yes,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
353,18<x<37,admin.,single,primary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
354,37<x<56,management,married,tertiary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,yes
355,18<x<37,blue-collar,single,primary,no,-6847<x<15165,yes,no,unknown,x>23,jun,2<x<971,1<x<16,x<0,unknown,yes
356,18<x<37,blue-collar,married,tertiary,no,-6847<x<15165,yes,no,unknown,x>23,jun,2<x<971,1<x<16,x<0,unknown,yes
357,18<x<37,technician,married,tertiary,no,-6847<x<15165,yes,yes,unknown,x>23,jun,2<x<971,1<x<16,x<0,unknown,yes
358,18<x<37,admin.,single,secondary,no,-6847<x<15165,no,yes,unknown,x>23,jun,x>2911,1<x<16,x<0,unknown,yes
359,18<x<37,blue-collar,married,primary,no,-6847<x<15165,no,yes,unknown,x>23,jun,2<x<971,1<x<16,x<0,unknown,yes
360,18<x<37,admin.,divorced,secondary,no,-6847<x<15165,no,yes,unknown,x>23,jun,2<x<971,1<x<16,x<0,unknown,yes
361,37<x<56,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,x<1,jul,2<x<971,1<x<16,x<0,unknown,yes
362,18<x<37,technician,single,tertiary,no,-6847<x<15165,no,no,unknown,x<1,jul,971<x<1941,1<x<16,x<0,unknown,yes
363,18<x<37,technician,single,secondary,no,-6847<x<15165,no,no,unknown,x<1,jul,2<x<971,1<x<16,x<0,unknown,yes
364,18<x<37,services,single,secondary,no,-6847<x<15165,no,yes,unknown,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
365,18<x<37,services,married,secondary,no,-6847<x<15165,no,yes,unknown,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
366,18<x<37,technician,married,primary,no,-6847<x<15165,no,no,unknown,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
367,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jul,971<x<1941,1<x<16,x<0,unknown,yes
368,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
369,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
370,37<x<56,technician,single,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
371,37<x<56,blue-collar,divorced,primary,no,-6847<x<15165,yes,no,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
372,18<x<37,services,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
373,18<x<37,entrepreneur,divorced,tertiary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
374,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
375,18<x<37,self-employed,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
376,37<x<56,unemployed,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
377,18<x<37,self-employed,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
378,18<x<37,technician,single,secondary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
379,37<x<56,admin.,divorced,secondary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
380,37<x<56,blue-collar,single,secondary,yes,-6847<x<15165,yes,yes,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
381,56<x<75,blue-collar,divorced,primary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
382,37<x<56,technician,single,secondary,no,-6847<x<15165,yes,yes,cellular,1<x<8,jul,971<x<1941,1<x<16,x<0,unknown,yes
383,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
384,18<x<37,management,single,tertiary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
385,18<x<37,entrepreneur,married,secondary,no,-6847<x<15165,yes,yes,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
386,37<x<56,entrepreneur,married,tertiary,yes,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
387,18<x<37,self-employed,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
388,18<x<37,technician,single,secondary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
389,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
390,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
391,18<x<37,entrepreneur,divorced,tertiary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,971<x<1941,x<1,x<0,unknown,yes
392,37<x<56,management,divorced,tertiary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
393,18<x<37,services,married,secondary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
394,18<x<37,blue-collar,single,secondary,yes,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
395,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,yes
396,37<x<56,blue-collar,single,secondary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,yes
