,id,AnnouncementsView,Discussion,Grade,Relation,Semester,StudentAbsenceDays,VisITedResources,gender,raisedhands,class
591,591,20<x<40,10<x<22,x>7,Father,F,Under-7,37<x<74,F,50<x<80,1
592,592,20<x<40,x<7,x>7,Mum,F,Under-7,2<x<12,F,0<x<5,0
593,593,12<x<20,22<x<70,2<x<4,Mum,S,Above-7,x<2,F,22<x<49,0
594,594,x>66,9<x<10,x>7,Father,F,Under-7,2<x<12,M,0<x<5,0
595,595,20<x<40,10<x<22,4<x<7,Mum,S,Under-7,15<x<37,M,22<x<49,1
596,596,x>66,80<x<96,2<x<4,Mum,S,Under-7,15<x<37,F,22<x<49,1
597,597,40<x<66,x<7,2<x<4,Father,S,Under-7,37<x<74,F,12<x<21,1
598,598,20<x<40,10<x<22,x>7,Mum,S,Under-7,76<x<89,M,x>80,1
599,599,x>66,70<x<80,x>7,Father,F,Under-7,89<x<90,M,50<x<80,1
600,600,x>66,22<x<70,x>7,Father,F,Above-7,2<x<12,F,9<x<12,0
601,601,x>66,10<x<22,2<x<4,Mum,F,Under-7,37<x<74,F,12<x<21,1
602,602,20<x<40,22<x<70,x>7,Father,S,Under-7,2<x<12,M,22<x<49,1
603,603,40<x<66,22<x<70,x>7,Father,S,Under-7,15<x<37,F,x>80,1
604,604,12<x<20,70<x<80,x>7,Mum,S,Under-7,37<x<74,F,12<x<21,1
605,605,40<x<66,80<x<96,x>7,Father,F,Under-7,76<x<89,F,x>80,1
606,606,2<x<12,22<x<70,x>7,Mum,S,Above-7,2<x<12,F,22<x<49,0
607,607,40<x<66,80<x<96,4<x<7,Father,F,Above-7,37<x<74,F,x>80,1
608,608,40<x<66,x<7,x>7,Mum,S,Above-7,2<x<12,M,12<x<21,0
609,609,20<x<40,10<x<22,x>7,Mum,F,Under-7,2<x<12,F,x>80,1
610,610,x>66,22<x<70,x>7,Mum,F,Above-7,76<x<89,F,50<x<80,1
611,611,x>66,22<x<70,2<x<4,Father,F,Above-7,37<x<74,M,22<x<49,1
612,612,40<x<66,80<x<96,x>7,Mum,F,Above-7,15<x<37,M,x>80,1
613,613,40<x<66,10<x<22,x>7,Father,S,Under-7,37<x<74,F,50<x<80,1
614,614,40<x<66,80<x<96,4<x<7,Mum,S,Under-7,15<x<37,F,x<0,1
615,615,x>66,22<x<70,x<2,Father,S,Under-7,x>90,F,50<x<80,1
616,616,x>66,10<x<22,x>7,Father,F,Above-7,15<x<37,F,22<x<49,1
617,617,x>66,x>98,4<x<7,Father,S,Above-7,2<x<12,M,50<x<80,1
618,618,12<x<20,80<x<96,4<x<7,Mum,F,Above-7,12<x<15,F,x>80,1
619,619,x>66,22<x<70,x>7,Mum,S,Above-7,12<x<15,M,50<x<80,1
620,620,x>66,22<x<70,4<x<7,Father,S,Under-7,2<x<12,M,x>80,1
621,621,40<x<66,80<x<96,x>7,Father,S,Above-7,2<x<12,M,x>80,1
622,622,x>66,22<x<70,x>7,Father,S,Under-7,76<x<89,F,22<x<49,1
623,623,12<x<20,22<x<70,x>7,Father,S,Above-7,37<x<74,F,50<x<80,1
624,624,x>66,10<x<22,4<x<7,Mum,F,Above-7,37<x<74,F,x>80,1
625,625,x>66,10<x<22,x>7,Father,F,Under-7,15<x<37,M,5<x<9,1
626,626,x>66,22<x<70,4<x<7,Mum,S,Under-7,2<x<12,M,22<x<49,1
627,627,40<x<66,80<x<96,x<2,Mum,F,Above-7,37<x<74,M,50<x<80,1
628,628,40<x<66,80<x<96,x>7,Father,S,Above-7,15<x<37,M,x>80,1
629,629,x>66,22<x<70,x>7,Father,F,Under-7,37<x<74,F,22<x<49,1
630,630,x>66,22<x<70,x>7,Mum,F,Above-7,37<x<74,F,22<x<49,1
631,631,40<x<66,x<7,x>7,Mum,S,Above-7,76<x<89,M,22<x<49,1
632,632,20<x<40,x<7,x>7,Father,F,Under-7,37<x<74,F,12<x<21,1
633,633,2<x<12,22<x<70,4<x<7,Father,S,Above-7,x>90,M,50<x<80,1
634,634,40<x<66,22<x<70,x<2,Father,F,Above-7,37<x<74,M,50<x<80,1
635,635,x>66,96<x<98,x>7,Father,F,Under-7,76<x<89,F,22<x<49,1
636,636,20<x<40,22<x<70,x>7,Father,F,Under-7,37<x<74,M,50<x<80,1
637,637,2<x<12,22<x<70,4<x<7,Father,S,Above-7,15<x<37,F,9<x<12,0
638,638,20<x<40,80<x<96,x>7,Mum,S,Under-7,37<x<74,F,x>80,1
639,639,20<x<40,22<x<70,x>7,Father,F,Above-7,37<x<74,M,5<x<9,1
640,640,x>66,22<x<70,x>7,Mum,F,Under-7,x<2,M,9<x<12,0
641,641,12<x<20,22<x<70,4<x<7,Father,F,Under-7,x>90,F,50<x<80,1
642,642,x>66,10<x<22,x<2,Father,F,Above-7,x>90,F,5<x<9,1
643,643,40<x<66,22<x<70,4<x<7,Mum,S,Above-7,76<x<89,F,x>80,1
644,644,20<x<40,22<x<70,4<x<7,Mum,S,Under-7,x>90,M,50<x<80,1
645,645,40<x<66,22<x<70,x>7,Father,F,Under-7,x>90,M,22<x<49,1
646,646,40<x<66,22<x<70,x>7,Father,F,Above-7,37<x<74,F,9<x<12,1
647,647,x>66,22<x<70,x>7,Father,F,Above-7,15<x<37,F,22<x<49,1
648,648,20<x<40,x<7,x>7,Mum,F,Above-7,15<x<37,M,22<x<49,1
649,649,20<x<40,10<x<22,x>7,Mum,F,Above-7,37<x<74,F,0<x<5,0
650,650,2<x<12,80<x<96,x<2,Mum,S,Under-7,x>90,F,49<x<50,1
651,651,20<x<40,70<x<80,x>7,Mum,F,Above-7,x<2,M,22<x<49,1
652,652,x>66,96<x<98,4<x<7,Mum,F,Above-7,15<x<37,F,x>80,1
653,653,2<x<12,x>98,4<x<7,Mum,S,Under-7,37<x<74,M,22<x<49,1
654,654,12<x<20,80<x<96,x>7,Father,S,Under-7,2<x<12,M,x>80,1
655,655,x>66,x<7,x>7,Mum,F,Above-7,76<x<89,F,50<x<80,1
656,656,x>66,22<x<70,x>7,Father,S,Under-7,37<x<74,M,12<x<21,1
657,657,40<x<66,10<x<22,4<x<7,Father,F,Above-7,15<x<37,M,50<x<80,1
658,658,x>66,10<x<22,2<x<4,Mum,F,Under-7,15<x<37,F,9<x<12,1
659,659,20<x<40,80<x<96,x<2,Mum,S,Above-7,x>90,M,22<x<49,1
660,660,40<x<66,80<x<96,x>7,Father,S,Above-7,15<x<37,F,9<x<12,0
661,661,x>66,x<7,4<x<7,Father,S,Above-7,15<x<37,M,50<x<80,1
662,662,2<x<12,7<x<9,x>7,Father,S,Above-7,37<x<74,F,9<x<12,0
663,663,x>66,22<x<70,x>7,Father,S,Above-7,37<x<74,F,12<x<21,1
664,664,40<x<66,9<x<10,4<x<7,Mum,S,Under-7,15<x<37,M,50<x<80,1
665,665,2<x<12,22<x<70,x<2,Father,F,Above-7,37<x<74,F,22<x<49,1
666,666,20<x<40,22<x<70,x>7,Father,S,Above-7,37<x<74,F,x>80,1
667,667,x>66,80<x<96,4<x<7,Father,S,Under-7,15<x<37,M,22<x<49,1
668,668,20<x<40,22<x<70,x>7,Father,F,Above-7,15<x<37,M,50<x<80,1
669,669,x>66,22<x<70,4<x<7,Mum,F,Under-7,x>90,M,22<x<49,1
670,670,0<x<2,10<x<22,4<x<7,Mum,F,Under-7,37<x<74,F,5<x<9,0
671,671,2<x<12,70<x<80,x>7,Mum,F,Under-7,37<x<74,F,x>80,1
672,672,20<x<40,80<x<96,2<x<4,Mum,S,Above-7,37<x<74,F,0<x<5,0
673,673,x>66,22<x<70,2<x<4,Mum,S,Above-7,37<x<74,M,50<x<80,1
674,674,40<x<66,10<x<22,x>7,Father,F,Above-7,x>90,M,12<x<21,1
675,675,40<x<66,22<x<70,2<x<4,Father,F,Under-7,15<x<37,F,50<x<80,1
676,676,x>66,22<x<70,4<x<7,Mum,F,Above-7,2<x<12,F,x>80,1
677,677,x>66,22<x<70,x>7,Father,S,Above-7,x>90,M,9<x<12,1
678,678,40<x<66,10<x<22,x>7,Father,S,Above-7,15<x<37,F,x>80,1
679,679,x>66,22<x<70,4<x<7,Father,F,Under-7,37<x<74,M,x>80,1
680,680,40<x<66,22<x<70,x>7,Father,F,Above-7,15<x<37,F,22<x<49,1
681,681,40<x<66,10<x<22,x>7,Father,F,Under-7,37<x<74,M,x>80,1
682,682,40<x<66,10<x<22,4<x<7,Mum,S,Above-7,2<x<12,M,x>80,1
683,683,x>66,80<x<96,x>7,Mum,S,Under-7,37<x<74,F,x>80,1
684,684,12<x<20,x<7,4<x<7,Mum,F,Under-7,x<2,M,x>80,0
685,685,40<x<66,10<x<22,4<x<7,Father,F,Above-7,37<x<74,F,x>80,1
686,686,x>66,22<x<70,x>7,Mum,F,Above-7,x>90,M,x>80,1
687,687,x>66,22<x<70,2<x<4,Mum,F,Above-7,15<x<37,M,x>80,1
688,688,40<x<66,22<x<70,2<x<4,Father,F,Above-7,76<x<89,F,5<x<9,1
689,689,x>66,22<x<70,x>7,Father,S,Above-7,x>90,M,12<x<21,1
690,690,40<x<66,70<x<80,x>7,Father,S,Under-7,x>90,M,12<x<21,1
691,691,20<x<40,22<x<70,x>7,Mum,S,Above-7,76<x<89,M,50<x<80,1
692,692,40<x<66,96<x<98,x>7,Mum,S,Under-7,37<x<74,F,x>80,1
693,693,20<x<40,22<x<70,4<x<7,Father,S,Under-7,37<x<74,F,x>80,1
694,694,x>66,22<x<70,4<x<7,Father,F,Under-7,15<x<37,F,50<x<80,1
695,695,40<x<66,70<x<80,2<x<4,Father,F,Under-7,37<x<74,M,22<x<49,1
696,696,20<x<40,80<x<96,x>7,Father,F,Under-7,37<x<74,M,22<x<49,1
697,697,20<x<40,22<x<70,x>7,Father,F,Under-7,37<x<74,F,22<x<49,1
698,698,x>66,10<x<22,x>7,Father,F,Above-7,37<x<74,M,50<x<80,1
699,699,x>66,x>98,x>7,Mum,S,Above-7,76<x<89,M,50<x<80,1
700,700,20<x<40,70<x<80,x<2,Mum,F,Under-7,x>90,F,22<x<49,1
701,701,x>66,80<x<96,x>7,Mum,F,Above-7,37<x<74,F,50<x<80,1
702,702,20<x<40,70<x<80,x>7,Mum,S,Above-7,x<2,F,50<x<80,1
703,703,2<x<12,22<x<70,2<x<4,Mum,S,Under-7,76<x<89,F,12<x<21,1
704,704,40<x<66,70<x<80,4<x<7,Father,S,Above-7,37<x<74,F,5<x<9,1
705,705,12<x<20,22<x<70,x>7,Father,F,Under-7,37<x<74,F,22<x<49,1
706,706,2<x<12,80<x<96,x>7,Mum,F,Above-7,37<x<74,M,0<x<5,0
707,707,20<x<40,22<x<70,x>7,Father,F,Under-7,x<2,M,50<x<80,1
708,708,2<x<12,70<x<80,x>7,Mum,F,Above-7,37<x<74,F,50<x<80,1
709,709,x>66,22<x<70,x<2,Mum,F,Above-7,74<x<76,M,22<x<49,1
710,710,x>66,22<x<70,x>7,Mum,S,Above-7,15<x<37,F,50<x<80,1
711,711,40<x<66,22<x<70,x<2,Father,F,Under-7,2<x<12,F,50<x<80,1
712,712,40<x<66,22<x<70,x>7,Father,S,Above-7,2<x<12,M,50<x<80,1
713,713,40<x<66,22<x<70,x>7,Mum,F,Under-7,37<x<74,F,x>80,1
714,714,40<x<66,22<x<70,4<x<7,Father,F,Under-7,x>90,F,50<x<80,1
715,715,20<x<40,10<x<22,4<x<7,Father,S,Under-7,12<x<15,F,9<x<12,1
716,716,40<x<66,10<x<22,4<x<7,Father,S,Under-7,74<x<76,F,50<x<80,1
717,717,20<x<40,80<x<96,4<x<7,Mum,S,Under-7,15<x<37,M,x>80,1
718,718,40<x<66,80<x<96,4<x<7,Mum,S,Above-7,15<x<37,M,22<x<49,1
719,719,12<x<20,22<x<70,x>7,Mum,S,Under-7,37<x<74,M,50<x<80,1
720,720,2<x<12,22<x<70,x>7,Father,S,Under-7,2<x<12,F,5<x<9,0
721,721,40<x<66,22<x<70,4<x<7,Father,S,Above-7,x>90,F,x>80,1
722,722,40<x<66,22<x<70,4<x<7,Father,S,Above-7,37<x<74,F,22<x<49,1
723,723,x>66,22<x<70,x>7,Father,S,Above-7,89<x<90,F,50<x<80,1
724,724,20<x<40,22<x<70,4<x<7,Mum,S,Above-7,76<x<89,F,5<x<9,1
725,725,x>66,70<x<80,x>7,Mum,F,Above-7,15<x<37,M,12<x<21,1
726,726,x>66,22<x<70,4<x<7,Mum,F,Above-7,15<x<37,F,22<x<49,1
727,727,40<x<66,10<x<22,2<x<4,Father,F,Under-7,15<x<37,M,x>80,1
728,728,12<x<20,80<x<96,x<2,Mum,S,Above-7,37<x<74,M,x>80,1
729,729,40<x<66,70<x<80,2<x<4,Mum,S,Under-7,2<x<12,M,0<x<5,0
730,730,x>66,x<7,2<x<4,Mum,S,Under-7,74<x<76,F,12<x<21,1
731,731,x>66,22<x<70,x>7,Father,F,Above-7,37<x<74,M,50<x<80,1
732,732,0<x<2,70<x<80,x>7,Father,F,Under-7,76<x<89,M,x>80,1
733,733,20<x<40,80<x<96,x>7,Father,S,Under-7,15<x<37,F,50<x<80,1
734,734,12<x<20,22<x<70,x>7,Father,F,Under-7,15<x<37,M,50<x<80,1
735,735,40<x<66,22<x<70,x>7,Father,F,Under-7,76<x<89,M,x>80,1
736,736,40<x<66,22<x<70,4<x<7,Mum,S,Above-7,2<x<12,F,12<x<21,0
737,737,40<x<66,80<x<96,x>7,Mum,S,Under-7,x<2,F,50<x<80,1
738,738,2<x<12,x<7,x>7,Father,S,Under-7,37<x<74,M,50<x<80,1
739,739,x>66,7<x<9,x>7,Mum,F,Under-7,37<x<74,M,x>80,1
740,740,40<x<66,x<7,x<2,Father,F,Under-7,2<x<12,M,50<x<80,1
741,741,2<x<12,70<x<80,4<x<7,Father,S,Under-7,37<x<74,M,12<x<21,1
742,742,20<x<40,22<x<70,4<x<7,Mum,S,Above-7,76<x<89,M,0<x<5,1
743,743,2<x<12,96<x<98,x>7,Mum,F,Under-7,2<x<12,F,22<x<49,1
744,744,12<x<20,80<x<96,x>7,Mum,F,Under-7,x<2,F,49<x<50,1
745,745,40<x<66,10<x<22,4<x<7,Mum,S,Above-7,2<x<12,F,49<x<50,1
746,746,x>66,7<x<9,x>7,Mum,S,Above-7,37<x<74,M,x>80,1
747,747,x>66,10<x<22,2<x<4,Father,S,Above-7,15<x<37,M,22<x<49,1
748,748,x>66,7<x<9,4<x<7,Father,S,Above-7,x<2,F,50<x<80,1
749,749,x>66,22<x<70,4<x<7,Father,S,Under-7,76<x<89,M,5<x<9,1
750,750,0<x<2,22<x<70,x>7,Father,S,Above-7,12<x<15,F,22<x<49,0
751,751,40<x<66,22<x<70,x>7,Father,F,Under-7,76<x<89,M,0<x<5,1
752,752,2<x<12,22<x<70,x>7,Father,F,Under-7,89<x<90,M,x>80,1
753,753,40<x<66,10<x<22,4<x<7,Mum,F,Above-7,x>90,F,5<x<9,1
754,754,40<x<66,10<x<22,x>7,Mum,F,Above-7,37<x<74,F,x>80,1
755,755,x>66,10<x<22,2<x<4,Father,S,Under-7,76<x<89,F,22<x<49,1
756,756,0<x<2,22<x<70,x>7,Mum,F,Under-7,x>90,F,50<x<80,1
757,757,x>66,22<x<70,x>7,Mum,F,Under-7,37<x<74,M,x>80,1
758,758,x>66,22<x<70,x>7,Mum,F,Above-7,15<x<37,M,21<x<22,1
759,759,x>66,70<x<80,x>7,Mum,F,Under-7,37<x<74,M,50<x<80,1
760,760,40<x<66,22<x<70,x>7,Father,S,Under-7,x>90,M,22<x<49,1
761,761,40<x<66,22<x<70,4<x<7,Father,S,Above-7,37<x<74,M,22<x<49,1
762,762,40<x<66,22<x<70,x>7,Father,F,Above-7,76<x<89,F,x>80,1
763,763,x>66,22<x<70,x>7,Mum,S,Under-7,2<x<12,M,50<x<80,1
764,764,20<x<40,22<x<70,x>7,Mum,F,Above-7,2<x<12,M,22<x<49,1
765,765,x>66,22<x<70,x>7,Mum,F,Above-7,76<x<89,M,0<x<5,1
766,766,20<x<40,x>98,x>7,Mum,F,Under-7,37<x<74,M,50<x<80,1
767,767,x>66,22<x<70,x>7,Father,S,Under-7,2<x<12,F,50<x<80,1
768,768,40<x<66,10<x<22,x>7,Father,S,Under-7,76<x<89,M,x>80,1
769,769,40<x<66,10<x<22,x>7,Mum,F,Under-7,15<x<37,M,22<x<49,1
770,770,x>66,22<x<70,2<x<4,Father,S,Under-7,x>90,F,50<x<80,1
771,771,20<x<40,10<x<22,4<x<7,Father,S,Under-7,89<x<90,M,22<x<49,1
772,772,40<x<66,80<x<96,x>7,Mum,F,Under-7,89<x<90,F,22<x<49,1
773,773,20<x<40,22<x<70,x>7,Father,S,Under-7,2<x<12,F,12<x<21,1
774,774,40<x<66,80<x<96,x>7,Father,S,Under-7,15<x<37,M,50<x<80,1
775,775,12<x<20,x<7,x>7,Mum,S,Under-7,15<x<37,M,0<x<5,0
776,776,40<x<66,22<x<70,x>7,Father,F,Under-7,76<x<89,M,50<x<80,1
777,777,12<x<20,22<x<70,x>7,Father,S,Under-7,x>90,M,12<x<21,1
778,778,x>66,22<x<70,x>7,Mum,S,Above-7,37<x<74,M,50<x<80,1
779,779,2<x<12,x<7,x>7,Mum,S,Under-7,76<x<89,F,x>80,1
780,780,20<x<40,70<x<80,x>7,Father,F,Above-7,37<x<74,M,x>80,1
781,781,20<x<40,70<x<80,4<x<7,Mum,F,Above-7,15<x<37,F,22<x<49,1
782,782,20<x<40,10<x<22,4<x<7,Mum,S,Under-7,x>90,M,22<x<49,1
783,783,x>66,22<x<70,x>7,Father,F,Above-7,37<x<74,M,22<x<49,1
784,784,20<x<40,22<x<70,x>7,Father,F,Under-7,37<x<74,F,50<x<80,1
785,785,20<x<40,70<x<80,4<x<7,Mum,F,Under-7,76<x<89,M,x>80,1
786,786,40<x<66,70<x<80,x>7,Father,F,Above-7,76<x<89,M,22<x<49,1
787,787,x>66,10<x<22,x<2,Father,S,Under-7,37<x<74,M,12<x<21,1
788,788,x>66,9<x<10,x<2,Mum,F,Under-7,x<2,F,50<x<80,1
789,789,12<x<20,80<x<96,x>7,Father,S,Under-7,76<x<89,M,50<x<80,1
790,790,2<x<12,80<x<96,4<x<7,Mum,F,Above-7,15<x<37,F,x>80,1
791,791,x>66,x<7,4<x<7,Mum,S,Above-7,37<x<74,M,50<x<80,1
792,792,2<x<12,22<x<70,x<2,Father,F,Under-7,37<x<74,F,22<x<49,1
793,793,x>66,x<7,4<x<7,Mum,F,Above-7,15<x<37,F,22<x<49,1
794,794,40<x<66,22<x<70,4<x<7,Father,S,Under-7,x>90,F,12<x<21,1
795,795,40<x<66,22<x<70,4<x<7,Mum,S,Under-7,x<2,F,50<x<80,1
796,796,x>66,70<x<80,x>7,Father,F,Above-7,76<x<89,M,50<x<80,1
797,797,20<x<40,10<x<22,x>7,Mum,F,Above-7,2<x<12,F,50<x<80,1
798,798,40<x<66,x<7,x>7,Father,S,Under-7,15<x<37,M,x>80,1
799,799,x>66,22<x<70,x>7,Mum,S,Under-7,76<x<89,F,50<x<80,1
800,800,2<x<12,x<7,x<2,Father,S,Under-7,37<x<74,M,22<x<49,0
801,801,x>66,22<x<70,x>7,Father,F,Above-7,37<x<74,F,22<x<49,1
802,802,12<x<20,22<x<70,x>7,Father,F,Above-7,2<x<12,F,50<x<80,1
803,803,x>66,22<x<70,x>7,Father,S,Under-7,15<x<37,M,22<x<49,1
804,804,20<x<40,22<x<70,4<x<7,Mum,F,Under-7,37<x<74,F,22<x<49,1
805,805,40<x<66,22<x<70,4<x<7,Mum,F,Above-7,76<x<89,F,22<x<49,1
806,806,x<0,80<x<96,x>7,Mum,F,Above-7,37<x<74,F,21<x<22,1
807,807,x>66,x<7,4<x<7,Mum,S,Under-7,37<x<74,F,12<x<21,1
808,808,x>66,x<7,4<x<7,Mum,F,Above-7,37<x<74,M,49<x<50,1
809,809,40<x<66,7<x<9,x>7,Father,S,Above-7,2<x<12,M,50<x<80,1
810,810,20<x<40,22<x<70,4<x<7,Mum,S,Above-7,15<x<37,M,x>80,1
811,811,x>66,22<x<70,4<x<7,Father,F,Under-7,15<x<37,F,0<x<5,1
812,812,40<x<66,10<x<22,4<x<7,Mum,S,Under-7,37<x<74,F,50<x<80,1
813,813,0<x<2,22<x<70,x>7,Father,F,Above-7,15<x<37,M,22<x<49,1
814,814,20<x<40,x<7,2<x<4,Mum,S,Under-7,37<x<74,F,5<x<9,0
815,815,12<x<20,80<x<96,4<x<7,Mum,S,Under-7,76<x<89,M,x>80,1
816,816,20<x<40,70<x<80,x>7,Father,S,Under-7,15<x<37,F,50<x<80,1
817,817,2<x<12,22<x<70,x>7,Father,F,Above-7,2<x<12,M,x>80,1
818,818,0<x<2,70<x<80,x>7,Father,F,Under-7,15<x<37,F,50<x<80,1
819,819,2<x<12,22<x<70,4<x<7,Mum,S,Above-7,15<x<37,F,50<x<80,1
820,820,x>66,10<x<22,x>7,Father,S,Under-7,76<x<89,F,49<x<50,1
821,821,20<x<40,x<7,2<x<4,Father,F,Above-7,89<x<90,F,22<x<49,1
822,822,x>66,70<x<80,x<2,Mum,F,Under-7,2<x<12,F,22<x<49,1
823,823,x>66,22<x<70,x>7,Father,F,Above-7,x>90,F,50<x<80,1
824,824,2<x<12,80<x<96,x>7,Father,F,Under-7,37<x<74,F,12<x<21,1
825,825,2<x<12,22<x<70,x>7,Mum,S,Under-7,15<x<37,M,22<x<49,1
826,826,x<0,80<x<96,4<x<7,Father,S,Above-7,37<x<74,M,0<x<5,0
827,827,20<x<40,10<x<22,x<2,Father,F,Under-7,37<x<74,F,50<x<80,1
828,828,x>66,x<7,x>7,Mum,F,Above-7,12<x<15,M,12<x<21,1
829,829,40<x<66,x<7,4<x<7,Mum,S,Above-7,76<x<89,F,9<x<12,1
830,830,x>66,22<x<70,x>7,Father,F,Above-7,37<x<74,F,x>80,1
831,831,2<x<12,22<x<70,x<2,Father,F,Under-7,76<x<89,F,50<x<80,1
832,832,40<x<66,80<x<96,x>7,Father,S,Under-7,x>90,M,50<x<80,1
833,833,12<x<20,10<x<22,4<x<7,Mum,S,Above-7,15<x<37,F,12<x<21,1
834,834,x>66,22<x<70,x>7,Father,F,Under-7,37<x<74,M,22<x<49,1
835,835,40<x<66,80<x<96,x>7,Father,F,Under-7,37<x<74,M,12<x<21,1
836,836,20<x<40,80<x<96,x>7,Father,F,Under-7,x>90,F,22<x<49,1
837,837,x>66,70<x<80,x>7,Father,S,Under-7,37<x<74,M,x>80,1
838,838,40<x<66,80<x<96,x>7,Father,F,Above-7,15<x<37,M,50<x<80,1
839,839,2<x<12,10<x<22,x>7,Father,S,Under-7,37<x<74,F,5<x<9,0
840,840,40<x<66,9<x<10,x>7,Mum,F,Above-7,37<x<74,F,x>80,1
841,841,40<x<66,22<x<70,x>7,Father,F,Under-7,15<x<37,F,x>80,1
842,842,2<x<12,80<x<96,4<x<7,Father,S,Above-7,x>90,F,50<x<80,1
843,843,x>66,22<x<70,x>7,Father,S,Above-7,37<x<74,M,50<x<80,1
844,844,12<x<20,22<x<70,x>7,Father,F,Above-7,37<x<74,F,50<x<80,1
845,845,20<x<40,80<x<96,4<x<7,Mum,F,Under-7,37<x<74,M,9<x<12,1
846,846,x>66,70<x<80,4<x<7,Mum,S,Above-7,x>90,F,12<x<21,1
847,847,40<x<66,22<x<70,x>7,Mum,S,Under-7,37<x<74,M,x>80,1
848,848,0<x<2,22<x<70,x>7,Father,S,Under-7,x<2,F,0<x<5,0
849,849,40<x<66,x<7,x>7,Mum,F,Under-7,37<x<74,F,x>80,1
850,850,40<x<66,70<x<80,x>7,Mum,F,Above-7,37<x<74,M,5<x<9,1
851,851,20<x<40,10<x<22,x>7,Mum,F,Under-7,37<x<74,M,22<x<49,1
852,852,40<x<66,10<x<22,x>7,Mum,S,Under-7,2<x<12,M,22<x<49,1
853,853,2<x<12,80<x<96,x>7,Mum,S,Under-7,15<x<37,F,22<x<49,1
854,854,x>66,22<x<70,x>7,Father,S,Above-7,2<x<12,F,50<x<80,1
855,855,20<x<40,22<x<70,4<x<7,Mum,S,Under-7,76<x<89,F,50<x<80,1
856,856,2<x<12,80<x<96,x<2,Mum,S,Under-7,76<x<89,F,22<x<49,1
857,857,2<x<12,22<x<70,x>7,Mum,F,Above-7,15<x<37,M,22<x<49,1
858,858,2<x<12,22<x<70,x>7,Father,F,Under-7,37<x<74,F,x<0,0
859,859,x>66,22<x<70,4<x<7,Father,S,Above-7,37<x<74,M,22<x<49,1
860,860,x>66,80<x<96,x>7,Father,F,Under-7,76<x<89,M,12<x<21,1
861,861,40<x<66,10<x<22,x>7,Mum,F,Above-7,37<x<74,M,x>80,1
862,862,x>66,22<x<70,2<x<4,Mum,F,Under-7,37<x<74,F,50<x<80,1
863,863,x>66,22<x<70,4<x<7,Father,F,Under-7,37<x<74,M,22<x<49,1
864,864,40<x<66,7<x<9,x>7,Father,S,Above-7,x>90,F,12<x<21,1
865,865,2<x<12,22<x<70,x<2,Father,F,Under-7,2<x<12,M,50<x<80,1
866,866,20<x<40,22<x<70,x>7,Father,F,Above-7,2<x<12,F,50<x<80,1
867,867,x>66,10<x<22,4<x<7,Mum,F,Above-7,37<x<74,M,50<x<80,1
868,868,40<x<66,x<7,4<x<7,Father,F,Above-7,37<x<74,F,12<x<21,1
869,869,40<x<66,96<x<98,4<x<7,Father,F,Above-7,37<x<74,F,x>80,1
870,870,x>66,80<x<96,4<x<7,Mum,F,Under-7,2<x<12,M,50<x<80,1
871,871,40<x<66,22<x<70,x>7,Mum,F,Above-7,15<x<37,F,50<x<80,1
872,872,20<x<40,22<x<70,4<x<7,Mum,F,Under-7,15<x<37,M,50<x<80,1
873,873,20<x<40,80<x<96,x>7,Father,S,Above-7,37<x<74,M,12<x<21,1
874,874,x>66,10<x<22,x<2,Father,S,Above-7,2<x<12,F,x>80,1
875,875,20<x<40,22<x<70,4<x<7,Mum,S,Above-7,2<x<12,F,22<x<49,0
876,876,40<x<66,22<x<70,x>7,Mum,S,Above-7,76<x<89,F,0<x<5,1
877,877,x>66,22<x<70,x>7,Father,S,Above-7,2<x<12,M,x>80,1
878,878,x>66,80<x<96,4<x<7,Mum,S,Above-7,15<x<37,F,12<x<21,1
879,879,2<x<12,x<7,x>7,Mum,F,Under-7,2<x<12,M,9<x<12,0
880,880,20<x<40,x<7,2<x<4,Father,S,Above-7,76<x<89,F,x>80,1
881,881,40<x<66,96<x<98,x<2,Mum,S,Under-7,15<x<37,F,12<x<21,1
882,882,2<x<12,70<x<80,x>7,Mum,F,Above-7,15<x<37,M,22<x<49,1
883,883,20<x<40,7<x<9,4<x<7,Father,F,Above-7,76<x<89,F,x>80,1
884,884,x>66,22<x<70,2<x<4,Father,S,Above-7,15<x<37,F,x>80,1
885,885,2<x<12,80<x<96,x>7,Father,S,Under-7,15<x<37,M,x>80,1
886,886,12<x<20,22<x<70,4<x<7,Father,S,Under-7,37<x<74,F,22<x<49,1
887,887,x>66,80<x<96,x>7,Father,F,Under-7,37<x<74,F,9<x<12,1
888,888,20<x<40,10<x<22,4<x<7,Mum,F,Under-7,37<x<74,F,x>80,1
889,889,40<x<66,10<x<22,x>7,Mum,F,Under-7,37<x<74,F,x>80,1
890,890,12<x<20,22<x<70,4<x<7,Mum,S,Under-7,37<x<74,F,50<x<80,1
891,891,20<x<40,22<x<70,4<x<7,Mum,S,Above-7,37<x<74,F,x>80,1
892,892,x>66,10<x<22,x>7,Mum,S,Above-7,15<x<37,M,5<x<9,1
893,893,40<x<66,7<x<9,2<x<4,Mum,F,Under-7,2<x<12,F,22<x<49,1
894,894,40<x<66,10<x<22,4<x<7,Father,F,Above-7,12<x<15,M,0<x<5,1
895,895,20<x<40,80<x<96,4<x<7,Mum,F,Under-7,37<x<74,F,x>80,1
