id,gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,raisedhands,VisITedResources,AnnouncementsView,Discussion,class
239,F,lebanon,Jordan,lowerlevel,G-06,A,Math,S,Mum,Yes,Bad,Under-7,59,50,88,40,1
240,M,Syria,Syria,MiddleSchool,G-10,A,Arabic,S,Father,No,Good,Above-7,97,64,41,21,1
241,M,KW,KuwaIT,MiddleSchool,G-06,C,Biology,F,Mum,Yes,Bad,Above-7,55,94,52,76,0
242,F,Lybia,USA,HighSchool,G-05,B,Spanish,F,Mum,No,Good,Above-7,99,50,85,98,0
243,F,Egypt,Jordan,MiddleSchool,G-09,A,Math,F,Mum,Yes,Good,Under-7,65,65,29,15,1
244,M,Egypt,Lybia,lowerlevel,G-06,B,French,F,Mum,No,Bad,Above-7,80,60,26,58,1
245,F,venzuela,Iraq,lowerlevel,G-06,B,Arabic,F,Mum,Yes,Good,Under-7,24,0,41,71,1
246,M,Tunis,Palestine,lowerlevel,G-11,A,Spanish,S,Father,Yes,Good,Under-7,3,34,2,48,1
247,F,Morocco,Morocco,MiddleSchool,G-06,C,Quran,S,Father,No,Good,Above-7,52,60,74,74,1
248,F,Iran,Iran,lowerlevel,G-04,A,Quran,F,Mum,Yes,Good,Above-7,1,22,20,8,1
249,F,Jordan,Morocco,MiddleSchool,G-02,A,IT,S,Mum,Yes,Good,Above-7,98,13,13,53,1
250,M,Lybia,venzuela,HighSchool,G-12,A,Quran,F,Mum,Yes,Good,Under-7,87,74,87,53,0
251,M,Egypt,Morocco,MiddleSchool,G-06,B,French,F,Mum,Yes,Bad,Above-7,100,4,95,9,1
252,F,Palestine,Jordan,lowerlevel,G-12,B,Quran,F,Mum,No,Good,Above-7,25,31,23,84,1
253,F,Egypt,Jordan,HighSchool,G-07,A,Science,F,Father,Yes,Bad,Under-7,28,31,9,4,1
254,M,KW,Palestine,lowerlevel,G-09,A,Geology,S,Mum,Yes,Bad,Above-7,36,54,60,17,1
255,F,Palestine,lebanon,lowerlevel,G-05,A,History,S,Mum,No,Bad,Under-7,77,27,72,20,0
256,M,Egypt,venzuela,HighSchool,G-10,A,Chemistry,S,Mum,Yes,Good,Under-7,85,48,28,94,0
257,F,Egypt,lebanon,lowerlevel,G-10,B,History,F,Mum,Yes,Bad,Above-7,77,21,42,49,1
258,M,USA,Iran,lowerlevel,G-11,A,English,F,Mum,No,Good,Above-7,97,50,42,32,1
259,F,venzuela,Tunis,lowerlevel,G-05,A,French,S,Mum,No,Good,Under-7,55,99,72,15,0
260,M,Morocco,Lybia,lowerlevel,G-04,A,IT,S,Mum,Yes,Good,Under-7,29,51,20,26,1
261,F,Morocco,KuwaIT,MiddleSchool,G-08,C,Spanish,S,Father,Yes,Bad,Under-7,12,87,37,39,1
262,M,Palestine,lebanon,MiddleSchool,G-11,C,Spanish,F,Father,No,Good,Above-7,5,87,46,20,1
263,F,Syria,Iran,HighSchool,G-05,B,Spanish,F,Father,No,Good,Under-7,89,0,48,83,1
264,M,Tunis,KuwaIT,lowerlevel,G-05,C,Science,S,Father,No,Good,Above-7,22,93,74,89,1
265,F,Palestine,USA,MiddleSchool,G-05,A,Spanish,S,Father,No,Bad,Under-7,28,22,26,49,1
266,F,Syria,SaudiArabia,HighSchool,G-05,B,Spanish,S,Mum,Yes,Bad,Under-7,76,59,50,74,0
267,F,venzuela,Tunis,MiddleSchool,G-04,B,Quran,S,Father,No,Bad,Above-7,22,98,64,82,1
268,F,Syria,Egypt,MiddleSchool,G-05,A,Geology,S,Father,No,Good,Above-7,57,11,63,55,1
269,F,venzuela,Iran,lowerlevel,G-08,B,English,F,Mum,Yes,Good,Above-7,45,18,11,86,1
270,F,Morocco,Iraq,lowerlevel,G-10,A,Biology,S,Father,No,Good,Under-7,88,29,95,9,1
271,M,Tunis,SaudiArabia,lowerlevel,G-04,C,English,F,Mum,Yes,Bad,Under-7,84,91,60,89,0
272,M,Egypt,Syria,lowerlevel,G-09,B,English,S,Father,Yes,Good,Above-7,55,36,14,8,1
273,F,SaudiArabia,Lybia,HighSchool,G-08,B,Math,F,Father,No,Bad,Under-7,60,76,31,1,1
274,F,lebanon,Jordan,lowerlevel,G-12,C,English,S,Mum,Yes,Bad,Under-7,33,7,0,24,1
275,M,Syria,USA,lowerlevel,G-02,C,Spanish,F,Father,No,Good,Above-7,98,78,86,14,0
276,M,Palestine,SaudiArabia,HighSchool,G-10,B,English,F,Father,No,Bad,Above-7,7,55,20,14,1
277,M,Morocco,Lybia,HighSchool,G-08,A,Math,S,Father,No,Good,Above-7,36,63,44,91,1
278,M,KW,USA,MiddleSchool,G-06,C,Math,S,Mum,Yes,Good,Under-7,92,91,48,2,0
279,F,venzuela,Jordan,MiddleSchool,G-11,A,English,S,Mum,Yes,Good,Under-7,78,35,59,50,0
280,F,Morocco,venzuela,MiddleSchool,G-11,B,Arabic,S,Mum,Yes,Good,Under-7,40,10,33,10,1
281,M,USA,lebanon,lowerlevel,G-09,A,Science,F,Mum,Yes,Good,Under-7,27,36,59,82,1
282,M,Lybia,Tunis,HighSchool,G-05,B,Quran,S,Mum,Yes,Good,Under-7,59,51,77,35,0
283,M,Iraq,lebanon,MiddleSchool,G-04,B,French,F,Mum,Yes,Bad,Under-7,78,74,89,95,0
284,F,USA,Iran,MiddleSchool,G-11,B,IT,S,Mum,Yes,Bad,Under-7,53,93,42,29,1
285,F,USA,Morocco,MiddleSchool,G-07,C,Spanish,S,Mum,Yes,Bad,Above-7,89,34,53,17,1
286,M,KW,USA,lowerlevel,G-05,C,Arabic,F,Mum,Yes,Good,Above-7,29,86,32,31,1
287,M,Tunis,USA,lowerlevel,G-02,A,Biology,S,Mum,No,Bad,Under-7,53,58,35,14,0
288,F,Syria,Morocco,MiddleSchool,G-10,C,IT,S,Father,No,Bad,Under-7,52,91,45,35,1
289,M,lebanon,Palestine,lowerlevel,G-08,C,IT,S,Mum,Yes,Bad,Above-7,9,31,53,20,1
290,F,Iraq,Syria,lowerlevel,G-05,B,Biology,F,Mum,Yes,Bad,Above-7,57,60,29,88,1
291,M,lebanon,venzuela,MiddleSchool,G-10,C,History,S,Father,Yes,Good,Above-7,9,35,40,30,1
292,M,Egypt,Iran,lowerlevel,G-12,B,Spanish,F,Mum,Yes,Bad,Above-7,11,21,60,30,1
293,F,Iraq,Morocco,lowerlevel,G-05,B,Quran,S,Father,Yes,Good,Above-7,96,28,50,14,1
294,M,lebanon,Iran,lowerlevel,G-07,A,Chemistry,F,Mum,No,Good,Under-7,7,16,65,33,1
295,M,USA,Iraq,HighSchool,G-02,A,Chemistry,F,Father,No,Bad,Under-7,89,17,44,60,1
296,M,Morocco,KuwaIT,lowerlevel,G-11,C,History,S,Father,Yes,Bad,Above-7,23,72,77,23,1
297,M,KW,Jordan,HighSchool,G-10,A,Chemistry,S,Father,Yes,Good,Above-7,18,86,29,10,1
298,M,Lybia,Jordan,HighSchool,G-12,A,English,F,Mum,Yes,Bad,Above-7,2,95,41,95,1
299,M,Lybia,Iran,lowerlevel,G-11,C,Chemistry,S,Father,No,Good,Above-7,29,82,76,1,1
300,M,Palestine,USA,HighSchool,G-09,A,Science,S,Father,Yes,Good,Above-7,0,70,21,99,1
301,F,KW,Lybia,lowerlevel,G-11,A,Arabic,S,Father,No,Bad,Under-7,18,99,51,89,1
302,M,Morocco,Tunis,lowerlevel,G-08,B,Math,S,Father,Yes,Good,Above-7,2,21,60,89,1
303,M,lebanon,Lybia,lowerlevel,G-10,B,Science,S,Mum,Yes,Bad,Above-7,69,68,20,85,1
304,F,SaudiArabia,KuwaIT,HighSchool,G-08,A,Geology,S,Mum,Yes,Bad,Under-7,28,39,13,58,1
305,M,USA,USA,lowerlevel,G-10,B,English,S,Father,No,Good,Above-7,20,89,66,74,1
306,F,Iraq,SaudiArabia,HighSchool,G-08,A,Chemistry,F,Father,Yes,Good,Above-7,6,55,33,44,1
307,M,Tunis,Morocco,MiddleSchool,G-10,C,Geology,F,Mum,No,Good,Above-7,7,94,77,44,1
308,M,Syria,Morocco,HighSchool,G-06,C,Chemistry,S,Mum,No,Bad,Above-7,25,5,20,90,1
309,M,Iraq,KuwaIT,HighSchool,G-11,C,Chemistry,S,Mum,Yes,Bad,Under-7,36,7,64,21,1
310,M,SaudiArabia,Iran,MiddleSchool,G-12,B,Biology,S,Father,No,Good,Above-7,85,87,57,99,1
311,F,SaudiArabia,SaudiArabia,MiddleSchool,G-02,B,IT,F,Mum,No,Bad,Under-7,18,93,45,53,0
312,M,Morocco,Palestine,lowerlevel,G-12,B,Quran,F,Father,No,Good,Under-7,32,85,93,20,1
313,M,Jordan,Iran,HighSchool,G-09,B,Science,S,Father,Yes,Bad,Above-7,77,1,20,66,1
314,F,SaudiArabia,Tunis,HighSchool,G-07,A,Spanish,S,Mum,Yes,Bad,Under-7,65,14,44,24,1
315,F,Iraq,Jordan,HighSchool,G-09,B,English,F,Father,No,Bad,Above-7,28,43,79,50,1
316,M,SaudiArabia,USA,MiddleSchool,G-08,C,Spanish,S,Father,Yes,Good,Under-7,24,99,93,70,1
317,M,Iraq,Iraq,HighSchool,G-05,A,Arabic,F,Mum,No,Good,Above-7,65,58,73,83,0
318,M,Morocco,SaudiArabia,HighSchool,G-11,A,Geology,S,Mum,Yes,Bad,Under-7,9,48,15,16,1
319,F,Tunis,Morocco,HighSchool,G-11,B,English,F,Mum,No,Good,Under-7,99,28,16,70,1
320,M,KW,Palestine,HighSchool,G-09,B,Science,S,Mum,Yes,Bad,Under-7,76,92,79,79,0
321,M,Lybia,USA,HighSchool,G-08,C,Quran,S,Father,Yes,Good,Under-7,65,16,16,90,1
322,M,USA,SaudiArabia,lowerlevel,G-02,B,Spanish,S,Father,Yes,Good,Under-7,3,57,43,25,1
323,F,Syria,Morocco,MiddleSchool,G-12,A,IT,S,Father,Yes,Bad,Under-7,16,93,86,19,1
324,F,KW,Iraq,MiddleSchool,G-07,C,Chemistry,S,Mum,No,Bad,Under-7,18,33,39,57,1
325,F,Tunis,lebanon,MiddleSchool,G-11,A,French,S,Mum,Yes,Bad,Above-7,13,75,2,30,1
326,F,Iraq,Iraq,MiddleSchool,G-05,C,Biology,S,Mum,Yes,Bad,Above-7,89,80,25,21,0
327,M,Palestine,Palestine,HighSchool,G-08,C,Arabic,F,Mum,Yes,Good,Above-7,61,60,67,89,1
328,F,Jordan,USA,HighSchool,G-11,C,History,F,Mum,No,Good,Above-7,36,48,60,93,1
329,M,Palestine,Jordan,lowerlevel,G-08,C,Chemistry,S,Mum,Yes,Good,Above-7,32,24,62,45,1
330,M,lebanon,Iran,lowerlevel,G-02,B,Science,F,Mum,No,Good,Under-7,73,25,31,28,1
331,F,SaudiArabia,Tunis,MiddleSchool,G-02,B,Spanish,S,Mum,Yes,Good,Under-7,86,2,2,14,1
332,M,Iraq,Iraq,lowerlevel,G-07,B,Math,F,Father,No,Bad,Under-7,7,71,0,26,1
333,M,USA,Iran,MiddleSchool,G-05,A,Quran,S,Father,Yes,Bad,Under-7,62,76,2,81,1
334,F,KW,lebanon,lowerlevel,G-06,A,Math,F,Father,Yes,Good,Under-7,95,3,7,62,1
335,F,USA,lebanon,lowerlevel,G-11,B,Chemistry,F,Mum,No,Good,Under-7,20,92,17,16,1
336,F,lebanon,Palestine,MiddleSchool,G-07,B,Quran,S,Father,No,Good,Above-7,85,72,53,79,1
337,M,lebanon,Lybia,lowerlevel,G-07,A,Science,F,Father,Yes,Good,Under-7,50,63,78,27,1
338,M,Egypt,Lybia,lowerlevel,G-05,C,Quran,S,Father,Yes,Bad,Under-7,41,50,79,14,1
339,F,USA,Iran,HighSchool,G-06,A,English,F,Father,No,Bad,Under-7,53,62,15,69,1
340,M,KW,venzuela,lowerlevel,G-06,B,French,F,Father,No,Good,Under-7,42,26,10,69,1
341,F,Palestine,Tunis,MiddleSchool,G-06,A,History,F,Mum,No,Good,Under-7,57,17,98,40,0
342,M,Jordan,Morocco,HighSchool,G-10,B,Biology,S,Mum,Yes,Bad,Above-7,22,2,36,64,1
343,M,Palestine,SaudiArabia,HighSchool,G-11,C,Spanish,F,Mum,No,Bad,Above-7,40,14,4,79,1
344,M,venzuela,SaudiArabia,lowerlevel,G-07,A,Math,S,Father,No,Good,Above-7,88,1,35,62,1
345,F,Tunis,KuwaIT,MiddleSchool,G-10,C,History,S,Mum,Yes,Good,Under-7,0,79,83,12,1
346,F,Tunis,KuwaIT,MiddleSchool,G-08,B,Chemistry,F,Mum,No,Good,Under-7,75,21,28,10,1
347,M,Jordan,lebanon,HighSchool,G-05,A,English,S,Mum,Yes,Good,Above-7,97,88,82,39,0
348,F,Syria,Iraq,lowerlevel,G-10,B,Biology,S,Mum,Yes,Bad,Above-7,22,65,8,26,1
349,F,Palestine,Palestine,HighSchool,G-08,A,Science,F,Father,Yes,Good,Above-7,49,35,59,60,1
350,F,Palestine,lebanon,lowerlevel,G-07,A,French,F,Mum,No,Bad,Above-7,79,25,32,53,0
351,F,SaudiArabia,Jordan,HighSchool,G-07,A,Geology,F,Mum,Yes,Good,Under-7,28,31,55,44,1
352,M,KW,Jordan,MiddleSchool,G-05,A,IT,S,Father,Yes,Good,Above-7,36,10,53,10,1
353,M,SaudiArabia,Morocco,HighSchool,G-11,C,Spanish,S,Mum,Yes,Bad,Above-7,40,15,26,83,1
354,F,SaudiArabia,Egypt,MiddleSchool,G-12,A,IT,F,Father,Yes,Bad,Under-7,29,91,76,93,1
355,F,venzuela,venzuela,lowerlevel,G-11,A,Quran,F,Father,No,Bad,Above-7,96,48,89,61,0
356,M,Lybia,Jordan,HighSchool,G-11,A,Science,F,Mum,No,Good,Above-7,100,98,62,8,1
357,F,USA,Morocco,HighSchool,G-11,A,French,F,Father,No,Good,Above-7,77,57,9,60,1
358,M,Syria,SaudiArabia,MiddleSchool,G-04,C,French,S,Father,No,Bad,Under-7,89,69,16,53,0
359,F,SaudiArabia,Egypt,HighSchool,G-04,B,Geology,S,Father,Yes,Good,Above-7,69,1,88,30,1
360,F,Jordan,Iraq,lowerlevel,G-05,C,Science,F,Mum,No,Good,Above-7,71,97,28,40,1
361,F,Iraq,Tunis,lowerlevel,G-05,C,History,S,Father,Yes,Bad,Above-7,4,3,16,99,1
362,F,KW,Tunis,HighSchool,G-07,A,Science,F,Mum,No,Good,Under-7,97,86,2,88,0
363,M,SaudiArabia,Jordan,HighSchool,G-08,A,History,S,Father,No,Bad,Above-7,14,51,21,49,1
364,F,USA,Lybia,MiddleSchool,G-09,C,Quran,S,Mum,Yes,Bad,Above-7,67,93,24,99,0
365,M,Syria,Morocco,HighSchool,G-05,A,History,S,Mum,Yes,Bad,Above-7,52,16,69,93,1
366,M,USA,USA,MiddleSchool,G-07,B,History,S,Mum,No,Good,Above-7,18,1,63,59,1
367,M,Palestine,Jordan,HighSchool,G-04,A,English,F,Mum,No,Bad,Under-7,55,21,49,45,1
368,M,Morocco,Iraq,lowerlevel,G-05,B,English,F,Father,No,Bad,Above-7,10,50,28,98,1
369,M,Tunis,Lybia,HighSchool,G-08,B,Arabic,F,Mum,No,Bad,Under-7,87,18,78,49,1
370,M,lebanon,Morocco,HighSchool,G-09,A,IT,S,Father,Yes,Good,Above-7,69,8,75,32,1
371,F,KW,KuwaIT,lowerlevel,G-04,A,Biology,F,Mum,Yes,Bad,Above-7,82,76,7,2,1
372,F,USA,SaudiArabia,lowerlevel,G-08,B,Quran,F,Mum,No,Bad,Under-7,70,22,11,59,1
373,F,SaudiArabia,Iran,lowerlevel,G-11,C,Biology,F,Father,No,Good,Above-7,78,57,66,24,1
374,F,KW,venzuela,MiddleSchool,G-11,C,Science,S,Mum,Yes,Good,Above-7,25,50,35,45,1
375,F,Lybia,Egypt,HighSchool,G-12,C,Math,F,Mum,No,Bad,Above-7,0,43,54,61,1
376,M,Syria,Egypt,HighSchool,G-05,A,French,F,Father,Yes,Good,Above-7,40,55,83,44,1
377,M,Tunis,Syria,MiddleSchool,G-10,C,English,S,Mum,Yes,Bad,Above-7,69,13,31,80,1
378,M,Iran,USA,lowerlevel,G-08,A,Biology,F,Mum,No,Bad,Above-7,99,88,24,36,1
379,M,Syria,Syria,HighSchool,G-04,B,IT,F,Mum,Yes,Bad,Under-7,70,69,0,4,1
380,F,Tunis,Palestine,HighSchool,G-12,A,History,F,Mum,No,Bad,Above-7,76,0,87,50,1
381,F,KW,Tunis,lowerlevel,G-02,B,Quran,S,Father,No,Good,Under-7,8,75,58,10,1
382,F,venzuela,Syria,MiddleSchool,G-11,C,Biology,F,Mum,Yes,Good,Above-7,59,31,34,30,0
383,M,lebanon,Tunis,MiddleSchool,G-09,C,Science,F,Mum,Yes,Good,Under-7,20,62,50,85,1
384,M,venzuela,Egypt,lowerlevel,G-02,C,IT,F,Father,Yes,Good,Above-7,17,90,28,77,1
385,M,USA,venzuela,MiddleSchool,G-08,A,Geology,F,Father,Yes,Bad,Under-7,13,30,34,17,1
386,M,Syria,Jordan,HighSchool,G-09,A,French,F,Father,Yes,Bad,Under-7,98,13,53,27,1
387,F,lebanon,Syria,HighSchool,G-07,A,English,S,Father,No,Good,Above-7,1,25,67,2,1
388,F,Palestine,lebanon,MiddleSchool,G-09,B,Math,F,Father,Yes,Good,Under-7,60,96,14,69,1
389,F,Egypt,SaudiArabia,HighSchool,G-02,A,Quran,F,Father,Yes,Good,Above-7,12,40,35,31,1
390,M,Iran,Morocco,MiddleSchool,G-10,C,Biology,F,Mum,Yes,Bad,Above-7,29,29,59,20,1
391,M,Egypt,venzuela,MiddleSchool,G-10,A,Math,F,Father,No,Good,Under-7,52,85,33,5,1
392,F,Lybia,USA,lowerlevel,G-09,A,History,F,Father,No,Good,Above-7,36,81,22,65,1
393,M,lebanon,Iran,MiddleSchool,G-09,C,French,S,Mum,No,Bad,Above-7,17,31,29,95,1
394,F,Syria,Morocco,MiddleSchool,G-11,B,Spanish,F,Father,Yes,Good,Under-7,72,70,23,38,1
395,M,Morocco,Egypt,lowerlevel,G-12,C,Math,S,Father,Yes,Good,Above-7,22,7,3,26,1
396,M,Morocco,Iraq,lowerlevel,G-12,C,Science,S,Mum,Yes,Good,Under-7,3,97,13,17,1
397,F,SaudiArabia,Jordan,lowerlevel,G-08,B,Biology,F,Mum,Yes,Good,Above-7,8,61,36,5,1
398,F,venzuela,SaudiArabia,MiddleSchool,G-05,C,Spanish,F,Mum,No,Good,Above-7,69,54,43,22,1
399,M,Iraq,Iraq,lowerlevel,G-07,A,History,F,Father,No,Good,Above-7,36,14,51,50,1
400,F,Lybia,USA,HighSchool,G-08,B,IT,F,Father,Yes,Bad,Under-7,9,28,46,10,1
401,M,Iran,KuwaIT,HighSchool,G-09,B,Arabic,S,Father,No,Bad,Above-7,51,82,77,39,1
402,F,venzuela,SaudiArabia,lowerlevel,G-02,A,IT,F,Mum,Yes,Bad,Under-7,60,31,45,45,0
403,M,lebanon,Tunis,lowerlevel,G-07,A,IT,S,Father,Yes,Good,Above-7,73,3,66,39,1
404,F,lebanon,Egypt,lowerlevel,G-11,B,English,F,Father,No,Bad,Above-7,32,30,32,3,1
405,M,Jordan,SaudiArabia,MiddleSchool,G-09,A,Spanish,F,Father,No,Bad,Above-7,96,22,32,17,1
406,F,Morocco,Iran,HighSchool,G-12,C,English,F,Father,No,Bad,Above-7,96,26,20,82,1
407,M,Syria,venzuela,MiddleSchool,G-12,C,Quran,S,Mum,Yes,Bad,Above-7,14,66,5,16,1
408,F,Jordan,SaudiArabia,lowerlevel,G-09,C,French,S,Father,Yes,Good,Above-7,17,35,41,39,1
409,F,Iraq,lebanon,MiddleSchool,G-08,B,Science,S,Father,Yes,Bad,Under-7,97,24,10,74,0
410,M,KW,KuwaIT,MiddleSchool,G-02,C,Chemistry,S,Mum,Yes,Bad,Under-7,33,86,65,16,1
411,F,Iraq,Morocco,HighSchool,G-08,C,Quran,F,Father,No,Good,Under-7,28,43,69,85,1
412,M,Iraq,Lybia,MiddleSchool,G-12,C,French,F,Father,No,Bad,Under-7,88,38,77,39,1
413,F,Lybia,SaudiArabia,lowerlevel,G-06,A,History,S,Father,No,Good,Above-7,27,52,35,38,1
414,M,Palestine,Egypt,HighSchool,G-07,C,Biology,S,Father,Yes,Good,Under-7,17,60,14,62,1
415,M,Lybia,Tunis,MiddleSchool,G-12,C,Quran,S,Mum,Yes,Bad,Under-7,95,59,9,25,0
416,M,Morocco,Syria,MiddleSchool,G-12,C,IT,F,Mum,Yes,Bad,Above-7,99,54,83,61,0
417,F,Iran,USA,MiddleSchool,G-07,B,Chemistry,S,Mum,Yes,Bad,Above-7,24,79,25,29,1
418,F,Palestine,Morocco,lowerlevel,G-12,C,Geology,S,Father,Yes,Bad,Above-7,9,42,19,24,1
419,M,Syria,venzuela,MiddleSchool,G-04,A,Science,F,Father,No,Good,Above-7,49,77,16,57,1
420,F,Iran,Palestine,MiddleSchool,G-07,C,Math,S,Mum,No,Good,Under-7,96,9,32,29,1
421,F,Iraq,lebanon,MiddleSchool,G-05,C,Arabic,S,Father,No,Good,Under-7,45,28,34,1,1
422,F,Egypt,Palestine,lowerlevel,G-10,A,IT,F,Mum,Yes,Good,Under-7,30,34,8,76,1
423,M,USA,Egypt,HighSchool,G-04,A,Arabic,S,Mum,Yes,Bad,Above-7,29,27,40,36,1
424,F,Palestine,Tunis,HighSchool,G-07,C,Math,S,Father,No,Good,Under-7,29,89,87,26,1
425,F,Syria,Morocco,MiddleSchool,G-08,B,French,S,Father,Yes,Good,Under-7,19,9,91,59,1
426,F,Jordan,venzuela,lowerlevel,G-09,B,Chemistry,S,Mum,No,Bad,Under-7,88,85,12,57,0
427,F,Syria,SaudiArabia,lowerlevel,G-11,C,Biology,S,Mum,Yes,Bad,Under-7,5,33,34,46,1
428,F,Jordan,USA,MiddleSchool,G-10,B,History,S,Father,No,Bad,Above-7,1,34,6,26,1
429,M,SaudiArabia,venzuela,HighSchool,G-07,B,IT,S,Mum,No,Bad,Above-7,75,21,57,7,1
430,F,Lybia,Egypt,HighSchool,G-08,B,English,S,Father,Yes,Good,Under-7,25,15,16,92,1
431,F,lebanon,Palestine,lowerlevel,G-09,B,Geology,F,Mum,No,Bad,Above-7,52,44,12,65,1
432,M,Egypt,venzuela,lowerlevel,G-10,B,Quran,S,Father,No,Bad,Above-7,0,41,22,63,1
433,F,Tunis,Lybia,MiddleSchool,G-02,A,Chemistry,F,Father,Yes,Bad,Under-7,27,7,35,45,1
434,F,Syria,KuwaIT,HighSchool,G-02,C,Spanish,F,Mum,Yes,Good,Above-7,24,48,71,60,1
435,F,KW,venzuela,MiddleSchool,G-02,A,Biology,F,Mum,No,Bad,Above-7,40,64,26,66,1
436,F,Lybia,SaudiArabia,lowerlevel,G-11,A,Biology,F,Father,Yes,Bad,Under-7,60,61,32,55,0
437,F,lebanon,Palestine,HighSchool,G-12,A,Quran,F,Mum,No,Bad,Above-7,85,22,3,91,0
438,F,Egypt,Lybia,HighSchool,G-11,B,Science,S,Father,Yes,Bad,Under-7,66,71,26,37,1
439,M,Lybia,Iran,lowerlevel,G-08,A,Science,S,Mum,No,Bad,Above-7,23,89,60,61,1
440,F,Iraq,Iraq,HighSchool,G-11,C,IT,F,Mum,Yes,Good,Under-7,71,33,14,76,1
441,F,Iran,Tunis,lowerlevel,G-08,A,Math,F,Father,Yes,Good,Under-7,32,39,0,62,1
442,F,Palestine,Iran,HighSchool,G-04,C,Geology,F,Father,No,Bad,Under-7,5,71,83,41,1
443,M,KW,venzuela,HighSchool,G-08,B,History,F,Mum,Yes,Good,Above-7,19,6,71,2,1
444,F,Syria,SaudiArabia,lowerlevel,G-11,A,History,S,Mum,No,Good,Under-7,10,19,41,24,1
445,F,Palestine,Palestine,MiddleSchool,G-02,A,Science,F,Father,Yes,Bad,Above-7,86,74,63,8,0
446,F,Palestine,Tunis,lowerlevel,G-06,B,Science,F,Father,No,Bad,Under-7,72,14,51,4,1
447,M,Tunis,Jordan,lowerlevel,G-07,C,French,F,Mum,Yes,Good,Above-7,75,80,50,40,1
448,F,Morocco,lebanon,lowerlevel,G-10,B,IT,F,Mum,Yes,Bad,Above-7,32,85,87,69,0
449,F,USA,Lybia,HighSchool,G-11,A,Arabic,S,Father,No,Bad,Above-7,77,25,67,9,1
450,M,Palestine,lebanon,MiddleSchool,G-09,A,Geology,F,Father,Yes,Good,Above-7,78,84,98,93,0
451,M,Iran,Syria,MiddleSchool,G-02,A,Science,S,Mum,Yes,Good,Above-7,6,83,69,25,0
452,F,Morocco,Iran,HighSchool,G-09,A,Geology,F,Mum,Yes,Good,Above-7,18,86,36,12,1
453,M,Palestine,Syria,MiddleSchool,G-06,A,History,F,Father,No,Good,Under-7,45,94,21,93,1
454,F,Lybia,Egypt,HighSchool,G-04,B,Chemistry,S,Mum,No,Bad,Under-7,39,10,53,58,1
455,M,Egypt,Iran,HighSchool,G-10,C,French,F,Mum,No,Good,Under-7,85,20,7,45,1
456,M,Jordan,Jordan,lowerlevel,G-07,B,Spanish,S,Mum,Yes,Good,Under-7,69,44,55,92,0
457,F,Iran,lebanon,MiddleSchool,G-07,C,French,F,Father,No,Bad,Under-7,25,64,0,1,1
458,F,Palestine,lebanon,lowerlevel,G-09,C,Spanish,S,Father,Yes,Bad,Above-7,66,64,34,44,1
459,M,Egypt,Palestine,lowerlevel,G-06,C,Science,F,Mum,No,Bad,Above-7,78,21,54,72,1
460,M,USA,Iran,HighSchool,G-02,A,French,F,Father,No,Bad,Above-7,65,41,3,82,1
461,F,lebanon,Tunis,MiddleSchool,G-12,B,Spanish,S,Father,Yes,Good,Above-7,1,88,65,66,1
462,F,venzuela,Palestine,lowerlevel,G-08,A,Geology,S,Father,Yes,Good,Above-7,60,89,26,14,1
463,F,Palestine,Tunis,lowerlevel,G-09,A,Science,S,Father,No,Bad,Under-7,40,28,85,40,1
464,M,KW,Morocco,lowerlevel,G-11,B,Spanish,F,Mum,No,Bad,Above-7,17,65,73,45,1
465,M,Egypt,USA,lowerlevel,G-12,B,Arabic,F,Father,Yes,Bad,Under-7,71,36,49,15,1
466,M,Palestine,Palestine,lowerlevel,G-05,B,French,F,Mum,Yes,Good,Above-7,8,76,80,9,1
467,M,Morocco,Syria,HighSchool,G-07,A,Science,F,Father,Yes,Good,Above-7,88,4,16,96,1
468,F,Iraq,Palestine,HighSchool,G-06,B,Biology,F,Father,No,Bad,Above-7,27,94,19,83,1
469,M,USA,SaudiArabia,lowerlevel,G-05,A,French,F,Father,Yes,Good,Under-7,21,59,46,44,1
470,F,Iran,USA,HighSchool,G-11,B,Chemistry,S,Mum,Yes,Bad,Under-7,21,83,33,58,0
471,F,SaudiArabia,lebanon,MiddleSchool,G-06,A,Spanish,F,Father,No,Bad,Under-7,30,70,43,21,1
472,M,Morocco,venzuela,lowerlevel,G-08,B,Quran,F,Father,Yes,Good,Under-7,65,21,26,39,1
473,F,SaudiArabia,Iraq,MiddleSchool,G-05,B,Arabic,S,Mum,No,Good,Above-7,84,42,30,58,1
474,M,Jordan,Morocco,lowerlevel,G-07,C,Biology,S,Mum,Yes,Bad,Above-7,28,30,32,11,1
475,M,Iraq,Tunis,MiddleSchool,G-09,B,French,F,Mum,Yes,Bad,Above-7,72,7,30,39,1
476,M,Iraq,Palestine,lowerlevel,G-09,A,Arabic,F,Father,No,Bad,Under-7,80,59,18,19,1
477,F,Tunis,KuwaIT,lowerlevel,G-09,C,English,S,Mum,Yes,Bad,Under-7,15,65,24,35,1
478,F,USA,USA,MiddleSchool,G-06,C,Chemistry,S,Mum,Yes,Good,Above-7,97,13,26,14,0
479,M,Tunis,Tunis,lowerlevel,G-05,A,Math,F,Father,Yes,Good,Under-7,98,80,86,5,0
