id,credit_history,purpose,savings_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,gender,status,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
165,delayed previously,furniture/equipment,100<=X<500,'co applicant',car,stores,for free,high qualif/self emp/mgmt,yes,no,'male,div/sep,28,1193,2,1,43,4,1,<0,unemployed,1
166,no credits/all paid,'new car','>=1000',guarantor,life insurance,stores,for free,'high qualif/self emp/mgmt',none,yes,male,div/sep',21,1530,4,3,37,4,2,0<=X<200,1<=X<4,0
167,'all paid','domestic appliance',100<=X<500,co applicant,life insurance,bank,for free,high qualif/self emp/mgmt,none,yes,'female,div/dep/mar,39,2145,2,1,74,1,1,'no checking','4<=X<7',1
168,delayed previously,'used car',>=1000,none,real estate,bank,rent,skilled,yes,yes,'female,div/dep/mar,39,3384,4,3,37,1,2,'<0','>=7',1
169,'all paid',radio/tv,'no known savings',none,'no known property',bank,own,'unskilled resident',yes,yes,male,single,54,3399,2,2,19,1,1,'0<=X<200','1<=X<4',0
170,'critical/other existing credit',domestic appliance,no known savings,none,'no known property',none,own,unemp/unskilled non res,yes,yes,male,div/dep/mar',28,666,1,3,61,1,1,no checking,>=7,1
171,all paid,education,500<=X<1000,'co applicant',life insurance,bank,'for free',high qualif/self emp/mgmt,yes,yes,female,single,60,1343,4,3,74,2,1,>=200,'>=7',1
172,'all paid',other,'<100',none,'life insurance',none,own,'unskilled resident',none,no,female,div/sep,26,1804,4,3,45,2,1,'no checking',1<=X<4,1
173,'existing paid','used car',no known savings,co applicant,car,stores,'for free',unemp/unskilled non res,none,no,male,div/dep/mar',42,4611,1,4,33,1,2,>=200,unemployed,1
174,'critical/other existing credit',furniture/equipment,>=1000,'co applicant','no known property',bank,rent,'unskilled resident',none,no,'male,mar/wid,28,585,4,4,27,3,2,0<=X<200,'4<=X<7',1
175,'critical/other existing credit',business,no known savings,'co applicant','no known property',none,for free,unemp/unskilled non res,yes,yes,'male,div/sep,8,4221,1,1,31,1,1,>=200,'>=7',1
176,'critical/other existing credit',business,no known savings,co applicant,'no known property',stores,rent,unemp/unskilled non res,none,yes,female,single,60,338,3,2,51,3,2,'no checking',unemployed,1
177,delayed previously,repairs,'100<=X<500',none,'no known property',none,'for free',unskilled resident,yes,yes,female,mar/wid,45,2825,2,4,51,3,1,>=200,'1<=X<4',1
178,'critical/other existing credit',furniture/equipment,'<100',guarantor,life insurance,bank,own,'unskilled resident',none,no,female,div/dep/mar',13,2476,1,3,27,1,1,'0<=X<200',4<=X<7,1
179,critical/other existing credit,'new car','no known savings',guarantor,'life insurance',stores,for free,unskilled resident,yes,yes,male,mar/wid',18,5103,4,1,50,3,2,'<0','4<=X<7',1
180,all paid,'new car',500<=X<1000,none,'no known property',none,rent,skilled,yes,no,female,mar/wid,60,1525,2,2,45,1,2,no checking,<1,1
181,all paid,business,no known savings,none,car,none,rent,unemp/unskilled non res,yes,yes,male,div/sep,5,1224,4,2,38,2,1,'<0','<1',0
182,'critical/other existing credit',radio/tv,'no known savings',guarantor,life insurance,bank,'for free','unemp/unskilled non res',yes,no,female,div/sep,10,3190,3,2,53,4,1,'<0',>=7,1
183,'critical/other existing credit','used car',<100,'co applicant','real estate',bank,rent,'unemp/unskilled non res',none,no,male,single,9,2032,4,4,49,4,2,'0<=X<200',<1,1
184,critical/other existing credit,'used car','>=1000',co applicant,'life insurance',none,own,'high qualif/self emp/mgmt',none,no,'female,div/dep/mar,13,3878,2,1,21,3,1,>=200,>=7,1
185,'critical/other existing credit',repairs,>=1000,none,real estate,stores,own,high qualif/self emp/mgmt,none,no,'female,div/dep/mar,40,1055,4,3,50,4,1,0<=X<200,'>=7',0
186,no credits/all paid,business,>=1000,none,'life insurance',bank,for free,'unemp/unskilled non res',none,no,female,div/sep,9,3195,1,2,28,1,2,'<0','4<=X<7',1
187,'existing paid',domestic appliance,<100,'co applicant','no known property',none,own,'unemp/unskilled non res',yes,no,male,div/sep,22,975,3,1,23,1,1,'no checking',>=7,1
188,'existing paid','domestic appliance',>=1000,co applicant,'life insurance',stores,rent,high qualif/self emp/mgmt,yes,no,'female,div/sep,40,1908,2,3,29,3,1,'>=200','>=7',1
189,existing paid,business,500<=X<1000,'co applicant',car,stores,own,unskilled resident,yes,no,'male,mar/wid',20,2415,3,3,41,2,1,>=200,1<=X<4,1
190,'critical/other existing credit',domestic appliance,no known savings,co applicant,'no known property',stores,for free,high qualif/self emp/mgmt,none,yes,male,mar/wid,28,1521,2,1,57,1,2,'0<=X<200',4<=X<7,1
191,'existing paid','domestic appliance',100<=X<500,none,'no known property',stores,for free,unemp/unskilled non res,yes,yes,male,single,11,5804,4,2,34,1,2,'0<=X<200',unemployed,1
192,critical/other existing credit,repairs,'<100',co applicant,'life insurance',none,'for free','unemp/unskilled non res',none,yes,female,mar/wid,27,4657,4,2,46,4,2,'no checking','1<=X<4',1
193,'existing paid',used car,100<=X<500,'co applicant',no known property,none,rent,high qualif/self emp/mgmt,none,no,male,div/dep/mar',13,2327,4,4,32,4,1,'0<=X<200','<1',1
194,existing paid,business,100<=X<500,co applicant,no known property,stores,rent,unemp/unskilled non res,none,yes,male,mar/wid,18,2118,2,3,70,4,1,'0<=X<200','>=7',1
195,'delayed previously',repairs,>=1000,none,real estate,bank,rent,unskilled resident,yes,yes,male,div/dep/mar,24,3622,3,3,58,3,1,'no checking','4<=X<7',1
196,critical/other existing credit,education,<100,guarantor,no known property,stores,for free,'high qualif/self emp/mgmt',none,yes,male,mar/wid,21,6304,2,4,34,2,2,<0,'4<=X<7',1
197,'delayed previously',domestic appliance,500<=X<1000,guarantor,'real estate',none,for free,'unskilled resident',none,yes,female,mar/wid,47,1412,2,3,56,2,2,<0,4<=X<7,0
198,no credits/all paid,'used car',no known savings,guarantor,'no known property',none,'for free',unskilled resident,none,yes,male,div/sep',72,1364,1,3,51,2,2,0<=X<200,<1,1
199,no credits/all paid,furniture/equipment,'no known savings',none,'real estate',none,rent,skilled,none,no,'male,div/dep/mar',16,4686,2,4,52,4,2,'>=200',1<=X<4,1
200,no credits/all paid,used car,'100<=X<500','co applicant','life insurance',bank,'for free','unskilled resident',none,no,'female,div/dep/mar,5,2141,4,2,33,2,2,>=200,'>=7',1
201,'all paid',domestic appliance,100<=X<500,'co applicant','real estate',none,'for free',unskilled resident,yes,no,male,div/sep',30,4308,4,4,38,4,2,'0<=X<200','<1',1
202,'delayed previously',furniture/equipment,'<100','co applicant',no known property,none,'for free','unemp/unskilled non res',yes,no,female,single,45,1136,3,1,56,2,2,>=200,'>=7',1
203,'critical/other existing credit',furniture/equipment,'>=1000',guarantor,'real estate',stores,for free,high qualif/self emp/mgmt,none,yes,'male,single',8,4297,2,1,22,3,2,no checking,'<1',1
204,'critical/other existing credit',domestic appliance,100<=X<500,'co applicant',car,bank,for free,unskilled resident,yes,yes,'male,div/dep/mar',4,6403,3,3,68,1,1,'0<=X<200',unemployed,1
205,all paid,new car,>=1000,guarantor,'life insurance',bank,for free,unemp/unskilled non res,yes,no,female,single,13,12204,2,2,60,2,2,0<=X<200,>=7,0
206,'all paid',repairs,>=1000,guarantor,car,stores,own,skilled,yes,no,female,single,40,7980,4,4,26,1,1,>=200,'>=7',1
207,'no credits/all paid','domestic appliance',>=1000,none,real estate,none,'for free',high qualif/self emp/mgmt,none,no,female,single',39,1393,4,2,51,4,2,<0,'<1',1
208,critical/other existing credit,retraining,500<=X<1000,co applicant,'no known property',none,'for free','unemp/unskilled non res',yes,no,'female,mar/wid,30,937,2,4,46,3,1,<0,'>=7',1
209,critical/other existing credit,domestic appliance,'500<=X<1000','co applicant','life insurance',stores,for free,unskilled resident,none,no,female,single,20,2030,3,1,43,3,2,<0,'<1',1
210,'critical/other existing credit',furniture/equipment,<100,guarantor,no known property,none,for free,high qualif/self emp/mgmt,yes,no,female,single,7,1098,3,3,63,2,2,no checking,unemployed,1
211,'critical/other existing credit',business,no known savings,co applicant,life insurance,none,for free,skilled,none,yes,'female,mar/wid',15,5045,2,2,65,2,1,'<0','<1',0
212,'no credits/all paid',education,'100<=X<500',co applicant,'life insurance',bank,rent,'unemp/unskilled non res',yes,yes,'male,div/sep',48,2835,3,1,22,4,2,>=200,>=7,0
213,'no credits/all paid',furniture/equipment,500<=X<1000,'co applicant','real estate',none,rent,high qualif/self emp/mgmt,yes,no,'female,mar/wid',11,5103,4,4,35,2,1,no checking,'1<=X<4',1
214,no credits/all paid,new car,<100,guarantor,'real estate',bank,own,skilled,none,yes,'male,div/sep,12,1927,2,1,33,3,1,'no checking','1<=X<4',1
215,delayed previously,furniture/equipment,<100,co applicant,life insurance,none,for free,unemp/unskilled non res,none,no,'female,div/sep',40,7166,3,4,50,1,1,'no checking',<1,1
216,existing paid,'new car',100<=X<500,co applicant,'life insurance',bank,rent,'high qualif/self emp/mgmt',none,yes,'male,mar/wid,9,1736,1,2,25,1,2,0<=X<200,1<=X<4,1
217,'all paid',domestic appliance,>=1000,guarantor,'life insurance',stores,'for free',unskilled resident,yes,no,'male,single',39,1240,4,4,32,2,1,no checking,'1<=X<4',1
218,'delayed previously','new car',100<=X<500,none,car,stores,'for free',unskilled resident,yes,yes,male,single,21,1884,4,3,58,2,2,'>=200',>=7,1
219,existing paid,domestic appliance,'>=1000',guarantor,'real estate',bank,own,unemp/unskilled non res,yes,no,male,single',33,14027,1,1,32,2,1,'0<=X<200',unemployed,1
220,'critical/other existing credit',domestic appliance,>=1000,'co applicant','no known property',bank,'for free',high qualif/self emp/mgmt,yes,no,'female,div/sep,15,1289,2,2,39,1,1,<0,<1,1
221,'all paid','domestic appliance',>=1000,co applicant,car,bank,rent,unskilled resident,none,yes,'male,div/dep/mar',39,6224,1,2,26,2,1,no checking,'<1',1
222,'all paid','domestic appliance',500<=X<1000,none,real estate,none,rent,'unemp/unskilled non res',none,yes,'female,mar/wid,27,1595,1,4,63,2,2,no checking,unemployed,1
223,existing paid,repairs,'100<=X<500',co applicant,'life insurance',none,for free,unemp/unskilled non res,yes,yes,female,mar/wid,28,3959,1,1,44,1,1,no checking,>=7,1
224,'delayed previously','used car',<100,none,'real estate',none,rent,'unemp/unskilled non res',none,yes,'male,div/sep,36,1361,2,4,44,2,1,no checking,1<=X<4,1
225,'delayed previously',repairs,no known savings,'co applicant',life insurance,none,'for free',unemp/unskilled non res,yes,no,'male,div/dep/mar',9,907,4,3,42,2,2,<0,<1,1
226,'no credits/all paid',education,'100<=X<500',guarantor,real estate,stores,own,skilled,yes,no,male,div/dep/mar,13,7865,3,1,29,3,1,'>=200',4<=X<7,1
227,'delayed previously','new car',<100,guarantor,'real estate',stores,own,high qualif/self emp/mgmt,yes,no,male,mar/wid',11,2896,4,3,55,4,1,'<0','>=7',1
228,'existing paid',furniture/equipment,'no known savings',guarantor,real estate,stores,own,high qualif/self emp/mgmt,none,no,'female,mar/wid,22,1925,2,4,41,3,1,<0,>=7,1
229,existing paid,repairs,'500<=X<1000',guarantor,real estate,bank,own,'unemp/unskilled non res',none,no,male,single,8,15672,1,1,38,2,2,0<=X<200,'1<=X<4',1
230,'all paid',business,'500<=X<1000','co applicant',car,bank,rent,unemp/unskilled non res,yes,no,male,div/sep',48,1201,4,1,52,2,2,'<0',<1,1
231,'existing paid',used car,'500<=X<1000',none,car,bank,'for free','unskilled resident',none,no,'female,mar/wid',60,14782,1,1,39,4,2,'>=200',unemployed,0
232,no credits/all paid,radio/tv,'no known savings',none,car,bank,own,high qualif/self emp/mgmt,yes,yes,'female,single',40,7472,3,2,46,2,2,'0<=X<200',1<=X<4,0
233,'delayed previously',retraining,100<=X<500,co applicant,no known property,stores,'for free','high qualif/self emp/mgmt',none,yes,'female,mar/wid,16,8588,4,3,61,1,1,'>=200',unemployed,1
234,'no credits/all paid',used car,'no known savings',co applicant,car,stores,for free,unemp/unskilled non res,none,yes,male,div/sep',14,9055,3,4,26,3,1,>=200,'4<=X<7',1
235,existing paid,radio/tv,no known savings,co applicant,car,none,'for free',high qualif/self emp/mgmt,none,yes,'female,div/dep/mar,54,2445,3,4,38,1,1,'>=200','<1',1
236,all paid,other,'>=1000',co applicant,'real estate',none,rent,skilled,yes,no,'male,div/dep/mar',48,2150,1,2,30,3,2,0<=X<200,'>=7',1
237,delayed previously,'new car','500<=X<1000','co applicant',no known property,stores,'for free','unskilled resident',none,yes,'male,div/dep/mar,9,3872,3,3,34,4,2,<0,'>=7',1
238,delayed previously,business,'<100',none,life insurance,stores,for free,unskilled resident,yes,yes,female,div/dep/mar,21,1493,1,1,62,2,2,'<0','<1',1
239,existing paid,new car,500<=X<1000,co applicant,life insurance,none,rent,'unemp/unskilled non res',none,yes,male,single',20,7174,3,3,48,2,2,no checking,'4<=X<7',1
240,'delayed previously','new car',100<=X<500,'co applicant',no known property,bank,for free,skilled,none,yes,female,div/sep,27,4454,1,1,67,4,1,'>=200','<1',1
241,'critical/other existing credit',education,'no known savings',none,'real estate',bank,for free,'unskilled resident',yes,yes,female,div/dep/mar,9,760,4,2,42,4,2,'0<=X<200',1<=X<4,1
242,'all paid',other,no known savings,'co applicant',no known property,none,for free,unskilled resident,none,no,female,mar/wid,36,618,3,3,47,1,2,>=200,>=7,1
243,existing paid,'domestic appliance','100<=X<500',co applicant,'no known property',none,own,'unskilled resident',none,yes,female,div/sep,47,3123,1,3,39,4,2,>=200,'1<=X<4',1
244,existing paid,domestic appliance,no known savings,co applicant,'life insurance',bank,for free,'unskilled resident',yes,no,'female,div/dep/mar',16,1647,4,4,66,2,1,'>=200',>=7,1
245,critical/other existing credit,retraining,'>=1000',co applicant,'no known property',none,own,unemp/unskilled non res,none,no,female,mar/wid',18,1864,4,1,63,4,2,>=200,1<=X<4,1
246,all paid,domestic appliance,'500<=X<1000',guarantor,no known property,bank,for free,'unskilled resident',yes,no,female,div/sep',21,2133,3,3,20,3,2,'>=200',1<=X<4,1
247,'no credits/all paid',new car,'500<=X<1000','co applicant',car,bank,rent,unemp/unskilled non res,none,yes,male,div/dep/mar,24,9566,3,4,75,1,1,'no checking',4<=X<7,1
248,critical/other existing credit,domestic appliance,no known savings,guarantor,no known property,none,own,unskilled resident,yes,no,male,mar/wid',16,1238,3,2,32,3,2,0<=X<200,'<1',1
249,delayed previously,'used car','>=1000','co applicant',life insurance,none,for free,unskilled resident,yes,no,male,single',16,7582,4,4,45,3,1,'0<=X<200',<1,1
250,existing paid,'new car',no known savings,guarantor,'real estate',none,'for free',skilled,yes,yes,male,mar/wid,16,3234,3,3,54,2,1,'>=200',1<=X<4,1
251,'critical/other existing credit',education,500<=X<1000,'co applicant',life insurance,stores,rent,skilled,none,no,male,single,5,3552,4,3,68,3,2,0<=X<200,'>=7',1
252,critical/other existing credit,retraining,no known savings,none,car,bank,own,'high qualif/self emp/mgmt',none,yes,male,div/dep/mar',60,1376,1,1,36,4,2,>=200,'>=7',1
253,no credits/all paid,used car,'100<=X<500',none,'life insurance',none,rent,high qualif/self emp/mgmt,yes,no,'female,mar/wid,22,4611,2,1,32,4,2,0<=X<200,unemployed,1
254,delayed previously,domestic appliance,'no known savings','co applicant',no known property,stores,for free,'unskilled resident',none,yes,'male,mar/wid,39,745,1,1,61,4,1,0<=X<200,'<1',1
255,'no credits/all paid',domestic appliance,<100,'co applicant',car,bank,'for free',high qualif/self emp/mgmt,yes,no,'female,div/dep/mar',27,783,4,1,62,4,2,'>=200',4<=X<7,1
256,'delayed previously',education,'no known savings',none,no known property,bank,'for free','unemp/unskilled non res',yes,no,'male,div/dep/mar,5,6143,2,1,40,3,1,no checking,'<1',1
257,no credits/all paid,repairs,<100,guarantor,no known property,stores,own,high qualif/self emp/mgmt,yes,no,'female,div/dep/mar',60,1603,4,3,20,2,1,no checking,'1<=X<4',1
258,existing paid,furniture/equipment,>=1000,guarantor,life insurance,stores,for free,high qualif/self emp/mgmt,none,yes,female,div/sep',7,10961,2,4,45,3,2,no checking,4<=X<7,1
259,'existing paid',other,100<=X<500,'co applicant','real estate',none,rent,'unskilled resident',yes,yes,male,div/dep/mar',27,6842,1,1,32,1,1,0<=X<200,'>=7',0
260,'delayed previously',radio/tv,'<100',guarantor,'no known property',bank,for free,unemp/unskilled non res,none,yes,'female,div/sep',72,1521,3,3,43,4,2,'0<=X<200','>=7',0
261,'all paid',used car,'500<=X<1000','co applicant','life insurance',bank,'for free',skilled,none,yes,'female,mar/wid,5,458,4,2,58,2,2,'no checking',unemployed,1
262,'existing paid','new car',500<=X<1000,'co applicant',life insurance,stores,rent,unskilled resident,none,no,male,single,60,4623,3,4,38,1,2,'<0','>=7',0
263,all paid,'domestic appliance',no known savings,'co applicant',real estate,none,for free,unskilled resident,yes,yes,male,single',9,2145,3,4,75,2,1,no checking,1<=X<4,1
264,'no credits/all paid',radio/tv,'<100',co applicant,life insurance,none,for free,'unskilled resident',yes,no,'female,mar/wid',24,2319,1,3,67,4,1,'0<=X<200','1<=X<4',1
265,'delayed previously',business,100<=X<500,none,life insurance,none,own,'unskilled resident',yes,no,'female,div/dep/mar',4,1449,4,1,74,4,2,'>=200',unemployed,1
266,'critical/other existing credit',education,'100<=X<500',co applicant,'no known property',none,own,unskilled resident,none,yes,'female,mar/wid,18,15653,4,1,47,1,1,>=200,'1<=X<4',0
267,critical/other existing credit,retraining,'500<=X<1000',none,life insurance,bank,for free,'unskilled resident',none,no,'male,div/dep/mar,45,5951,3,1,50,4,2,0<=X<200,'>=7',1
