id,credit_history,purpose,savings_status,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
167,'no credits/all paid',retraining,>=1000,female div/dep/mar,none,no known property,none,'for free',high qualif/self emp/mgmt,yes,no,13,1597,1,1,51,4,2,0<=X<200,'4<=X<7',1
168,'all paid','domestic appliance','>=1000','male div/sep',guarantor,'real estate',stores,rent,'unskilled resident',none,no,16,3599,3,1,68,4,2,no checking,4<=X<7,1
169,'no credits/all paid',new car,'>=1000',male single,none,'life insurance',stores,for free,unskilled resident,yes,yes,12,6681,4,4,21,2,1,<0,>=7,1
170,'critical/other existing credit','used car',100<=X<500,'male mar/wid',guarantor,life insurance,stores,for free,high qualif/self emp/mgmt,none,yes,18,1778,2,4,47,1,1,<0,<1,1
171,delayed previously,radio/tv,no known savings,'male mar/wid',guarantor,'no known property',stores,rent,'high qualif/self emp/mgmt',none,no,40,6458,3,4,21,2,1,'>=200',<1,1
172,all paid,domestic appliance,>=1000,'male single',none,no known property,bank,'for free','unemp/unskilled non res',yes,yes,10,1355,4,4,55,1,1,'<0',<1,0
173,'all paid',new car,500<=X<1000,male mar/wid,'co applicant','life insurance',bank,rent,'unskilled resident',none,yes,10,2390,2,3,46,4,1,'no checking','>=7',1
174,critical/other existing credit,'domestic appliance',500<=X<1000,'male div/sep',none,real estate,none,rent,skilled,yes,yes,21,2462,4,2,23,2,2,no checking,>=7,1
175,'no credits/all paid','domestic appliance','no known savings',male div/sep,co applicant,real estate,stores,'for free',unskilled resident,none,no,21,8471,4,2,50,4,2,'<0',1<=X<4,1
176,'delayed previously','used car',>=1000,'male div/sep',guarantor,life insurance,none,rent,skilled,none,no,28,1474,3,1,50,4,1,'no checking',<1,1
177,'delayed previously',new car,'>=1000','female div/dep/mar','co applicant',car,stores,for free,high qualif/self emp/mgmt,yes,yes,9,3485,2,1,24,1,1,'<0','4<=X<7',1
178,no credits/all paid,retraining,<100,male div/sep,none,'no known property',none,rent,unskilled resident,none,no,24,1413,2,1,56,2,1,'<0',1<=X<4,1
179,no credits/all paid,other,'<100','female div/dep/mar',none,life insurance,stores,for free,'unskilled resident',none,yes,9,6579,1,3,75,1,2,no checking,'>=7',1
180,'existing paid',other,<100,male mar/wid,none,no known property,stores,'for free',unemp/unskilled non res,yes,no,9,14896,2,3,50,4,1,0<=X<200,>=7,1
181,'existing paid',new car,'no known savings',female div/dep/mar,none,'real estate',stores,'for free',unskilled resident,yes,no,21,1449,1,4,53,2,1,'no checking',>=7,1
182,critical/other existing credit,'domestic appliance',100<=X<500,female div/dep/mar,none,'life insurance',bank,for free,unskilled resident,yes,no,8,1238,1,1,38,2,2,>=200,'4<=X<7',1
183,delayed previously,domestic appliance,no known savings,female div/dep/mar,'co applicant',real estate,bank,for free,'unskilled resident',yes,yes,6,362,2,2,40,3,2,0<=X<200,>=7,1
184,all paid,used car,'>=1000',female div/dep/mar,guarantor,'life insurance',bank,own,'unemp/unskilled non res',yes,no,45,3441,2,2,26,3,2,'>=200','>=7',1
185,all paid,other,'<100',male single,'co applicant',no known property,bank,rent,unskilled resident,yes,yes,39,6850,3,3,27,2,1,<0,1<=X<4,1
186,'critical/other existing credit',furniture/equipment,'no known savings',male single,'co applicant',real estate,none,rent,'high qualif/self emp/mgmt',yes,no,8,11938,1,4,64,2,2,'0<=X<200','4<=X<7',1
187,critical/other existing credit,'used car',<100,'female div/dep/mar',guarantor,'no known property',none,'for free','high qualif/self emp/mgmt',yes,no,4,3446,2,2,24,4,2,>=200,unemployed,1
188,no credits/all paid,domestic appliance,100<=X<500,male div/sep,co applicant,life insurance,stores,own,'unemp/unskilled non res',none,yes,13,392,4,2,67,4,2,'<0','1<=X<4',1
189,'critical/other existing credit',business,'500<=X<1000','male mar/wid',guarantor,life insurance,stores,for free,skilled,none,yes,30,1199,1,1,70,1,2,<0,1<=X<4,0
190,delayed previously,used car,'500<=X<1000',male mar/wid,'co applicant','no known property',bank,for free,unemp/unskilled non res,yes,no,16,9034,3,3,41,2,2,'0<=X<200',>=7,1
191,all paid,furniture/equipment,'500<=X<1000',male div/sep,co applicant,'life insurance',none,own,unskilled resident,yes,yes,72,1860,1,1,19,1,1,<0,>=7,0
192,'no credits/all paid','new car','<100','male single',none,car,bank,rent,'high qualif/self emp/mgmt',yes,yes,28,7432,1,2,31,1,1,>=200,1<=X<4,1
193,all paid,new car,'500<=X<1000',male div/sep,co applicant,car,none,own,high qualif/self emp/mgmt,none,no,48,2748,3,2,47,4,2,'0<=X<200',<1,0
194,no credits/all paid,business,>=1000,'male single',guarantor,life insurance,bank,rent,'high qualif/self emp/mgmt',none,no,47,3566,3,3,53,3,2,no checking,1<=X<4,1
195,'existing paid',new car,'500<=X<1000','male div/sep',co applicant,no known property,none,rent,unskilled resident,yes,no,11,1168,1,3,61,1,2,'<0',>=7,1
196,critical/other existing credit,'new car','500<=X<1000',male single,none,life insurance,stores,'for free',unemp/unskilled non res,yes,no,4,2375,1,4,49,3,2,'0<=X<200','4<=X<7',1
197,'all paid',retraining,'500<=X<1000',male single,guarantor,'life insurance',bank,own,'high qualif/self emp/mgmt',yes,yes,39,2325,1,4,31,3,1,0<=X<200,<1,1
198,'critical/other existing credit',used car,'<100',male single,none,real estate,stores,own,'unemp/unskilled non res',none,no,33,3509,4,2,67,4,2,'0<=X<200',<1,1
199,'existing paid','domestic appliance','>=1000','male div/sep',guarantor,'real estate',bank,'for free',skilled,yes,no,72,2002,4,3,41,3,1,'>=200','<1',1
200,existing paid,'new car','<100',male single,'co applicant','life insurance',bank,rent,'high qualif/self emp/mgmt',yes,yes,10,2611,2,1,37,4,2,>=200,>=7,1
201,no credits/all paid,business,'500<=X<1000','male mar/wid','co applicant',car,none,own,high qualif/self emp/mgmt,none,yes,8,1620,3,3,30,1,2,<0,4<=X<7,1
202,delayed previously,radio/tv,'<100',male mar/wid,co applicant,real estate,stores,rent,high qualif/self emp/mgmt,none,no,18,2039,4,4,44,3,2,'>=200',unemployed,1
203,'delayed previously',education,'500<=X<1000','female div/dep/mar',co applicant,'no known property',none,for free,'high qualif/self emp/mgmt',none,yes,28,1274,4,4,28,2,1,<0,4<=X<7,1
204,'existing paid',business,100<=X<500,female div/dep/mar,guarantor,real estate,none,for free,'unemp/unskilled non res',none,yes,48,6560,1,4,74,2,1,<0,'4<=X<7',0
205,'delayed previously',retraining,'100<=X<500','male single',co applicant,'life insurance',bank,for free,unskilled resident,none,yes,33,2186,2,4,38,2,2,'0<=X<200','<1',1
206,existing paid,retraining,'>=1000','male mar/wid','co applicant',no known property,stores,'for free','unemp/unskilled non res',none,yes,30,1860,1,3,63,4,2,'>=200','1<=X<4',1
207,no credits/all paid,domestic appliance,'<100','male single',co applicant,'no known property',stores,'for free','high qualif/self emp/mgmt',yes,no,40,884,3,3,60,2,2,'no checking',1<=X<4,1
208,critical/other existing credit,other,<100,female div/dep/mar,none,'no known property',bank,for free,skilled,none,no,20,6288,3,3,54,2,2,no checking,'>=7',1
209,no credits/all paid,new car,'100<=X<500','male mar/wid',co applicant,real estate,none,for free,unemp/unskilled non res,yes,no,36,3235,3,1,61,1,1,'<0',4<=X<7,1
210,'no credits/all paid',new car,'100<=X<500','male div/sep','co applicant',life insurance,bank,for free,'unskilled resident',none,yes,4,5711,4,3,45,1,1,'0<=X<200',1<=X<4,1
211,'delayed previously',business,'500<=X<1000','female div/dep/mar',guarantor,'life insurance',none,for free,unemp/unskilled non res,yes,no,30,3160,4,3,23,1,2,>=200,'>=7',1
212,all paid,radio/tv,'>=1000','male div/sep',guarantor,car,none,for free,'unemp/unskilled non res',none,yes,48,918,2,2,29,4,2,>=200,'<1',1
213,critical/other existing credit,education,'no known savings','male div/sep',guarantor,car,stores,'for free',high qualif/self emp/mgmt,yes,yes,40,339,3,4,52,1,1,'>=200','<1',1
214,delayed previously,radio/tv,>=1000,'male div/sep','co applicant',car,stores,own,'unemp/unskilled non res',yes,no,48,1323,3,4,53,3,2,'0<=X<200','4<=X<7',1
215,no credits/all paid,furniture/equipment,>=1000,female div/dep/mar,co applicant,no known property,bank,own,'unemp/unskilled non res',none,no,4,5152,1,4,30,4,2,<0,'1<=X<4',1
216,delayed previously,retraining,<100,'male mar/wid',co applicant,real estate,none,for free,high qualif/self emp/mgmt,none,no,7,7119,2,3,63,1,1,'>=200','>=7',1
217,delayed previously,radio/tv,no known savings,male single,guarantor,'real estate',stores,own,'unemp/unskilled non res',none,no,20,15653,3,2,22,3,2,no checking,<1,1
218,delayed previously,retraining,100<=X<500,male single,guarantor,life insurance,bank,'for free',unskilled resident,none,no,11,14421,4,4,40,2,1,<0,'1<=X<4',1
219,delayed previously,used car,no known savings,'male div/sep',co applicant,no known property,bank,for free,high qualif/self emp/mgmt,yes,no,13,4463,2,2,56,3,2,'>=200',1<=X<4,1
220,delayed previously,education,'>=1000','male single',none,'real estate',bank,'for free',high qualif/self emp/mgmt,yes,no,7,1193,4,4,75,3,1,>=200,'>=7',1
221,'delayed previously',domestic appliance,'no known savings',male mar/wid,'co applicant','no known property',none,'for free','unskilled resident',yes,yes,12,1364,4,3,22,3,2,0<=X<200,<1,1
222,all paid,'new car','<100','male div/sep',guarantor,real estate,stores,'for free',unskilled resident,none,no,22,3485,2,3,45,3,1,'<0',unemployed,1
223,existing paid,business,<100,female div/dep/mar,guarantor,'no known property',bank,for free,high qualif/self emp/mgmt,none,yes,21,276,4,4,20,2,2,'<0','4<=X<7',0
224,all paid,other,'500<=X<1000','male div/sep','co applicant',real estate,none,for free,high qualif/self emp/mgmt,none,no,22,2697,1,1,55,3,2,0<=X<200,unemployed,1
225,'no credits/all paid',radio/tv,100<=X<500,'female div/dep/mar','co applicant',real estate,stores,own,high qualif/self emp/mgmt,none,yes,40,3049,4,2,56,3,1,'0<=X<200','>=7',1
226,'no credits/all paid','used car',500<=X<1000,male single,none,life insurance,stores,for free,'unskilled resident',yes,no,40,1424,4,4,42,3,1,0<=X<200,>=7,1
227,no credits/all paid,new car,<100,'female div/dep/mar',co applicant,'life insurance',bank,rent,unemp/unskilled non res,yes,no,45,2375,1,1,42,4,1,'<0','1<=X<4',1
228,'no credits/all paid',other,'<100','male mar/wid','co applicant',real estate,none,own,'unemp/unskilled non res',yes,no,16,2522,4,2,23,1,1,'0<=X<200','1<=X<4',1
229,all paid,business,<100,male mar/wid,guarantor,'real estate',none,'for free',high qualif/self emp/mgmt,none,yes,39,18424,3,1,51,4,1,no checking,'<1',1
230,existing paid,'domestic appliance',no known savings,'female div/dep/mar','co applicant',no known property,none,'for free',unemp/unskilled non res,yes,no,14,3535,2,3,33,2,2,0<=X<200,'1<=X<4',1
231,critical/other existing credit,furniture/equipment,'<100','male div/sep',guarantor,life insurance,none,own,high qualif/self emp/mgmt,none,yes,9,3114,1,3,40,2,2,'<0','4<=X<7',1
232,all paid,business,100<=X<500,'male mar/wid',co applicant,real estate,none,'for free',unskilled resident,yes,yes,6,9857,2,4,32,1,2,'0<=X<200',1<=X<4,1
233,'all paid',used car,500<=X<1000,'female div/dep/mar',none,no known property,stores,'for free',unemp/unskilled non res,yes,no,27,7308,2,3,40,2,1,0<=X<200,'4<=X<7',1
234,no credits/all paid,'new car',>=1000,male div/sep,guarantor,'life insurance',bank,'for free','unemp/unskilled non res',yes,no,24,2613,1,4,53,3,1,<0,>=7,1
235,delayed previously,'domestic appliance',100<=X<500,male mar/wid,'co applicant','life insurance',bank,own,'unemp/unskilled non res',none,no,12,1965,2,3,68,2,2,<0,<1,1
236,'critical/other existing credit',other,'<100','male div/sep',guarantor,'no known property',stores,own,'high qualif/self emp/mgmt',none,no,7,3552,1,2,41,4,1,'0<=X<200',4<=X<7,1
237,no credits/all paid,new car,'<100',male div/sep,guarantor,'real estate',stores,rent,'unskilled resident',yes,no,16,7166,3,1,25,1,1,<0,'>=7',1
238,all paid,radio/tv,'<100',female div/dep/mar,guarantor,'no known property',stores,for free,high qualif/self emp/mgmt,none,no,15,763,3,4,27,3,2,'no checking','1<=X<4',1
239,'critical/other existing credit','domestic appliance','500<=X<1000','male mar/wid',none,life insurance,none,rent,unemp/unskilled non res,none,no,18,9271,4,2,64,3,1,'>=200',>=7,1
240,'no credits/all paid',domestic appliance,'>=1000','male div/sep','co applicant','real estate',none,rent,unskilled resident,yes,no,15,7721,3,4,75,2,2,<0,'<1',0
241,all paid,'used car',>=1000,'female div/dep/mar','co applicant',car,stores,rent,unemp/unskilled non res,none,no,4,3872,4,3,30,3,2,0<=X<200,'4<=X<7',0
242,all paid,education,'no known savings',male single,'co applicant','life insurance',bank,rent,unemp/unskilled non res,yes,yes,28,7596,3,4,59,4,2,'0<=X<200','<1',1
243,delayed previously,domestic appliance,<100,'male div/sep',guarantor,car,none,for free,'unskilled resident',yes,no,39,3966,2,2,20,2,2,<0,unemployed,0
244,'all paid',domestic appliance,'<100','male mar/wid','co applicant',life insurance,none,for free,'unemp/unskilled non res',none,no,16,2503,1,3,64,1,1,'<0',unemployed,1
245,existing paid,other,>=1000,male single,co applicant,'life insurance',stores,for free,'unskilled resident',yes,yes,45,685,1,3,60,1,1,'<0',4<=X<7,1
246,delayed previously,domestic appliance,100<=X<500,male div/sep,co applicant,life insurance,stores,own,'unskilled resident',yes,yes,6,10366,2,2,25,4,1,'>=200','1<=X<4',1
247,all paid,other,'>=1000',male single,'co applicant','real estate',none,for free,'unskilled resident',none,no,36,2039,1,1,67,3,1,<0,>=7,1
248,delayed previously,domestic appliance,'500<=X<1000',male div/sep,none,'real estate',bank,'for free','unskilled resident',yes,no,10,1345,2,2,65,4,2,'0<=X<200',1<=X<4,1
249,delayed previously,domestic appliance,'500<=X<1000','male div/sep',guarantor,'life insurance',bank,own,skilled,yes,no,40,1055,1,4,25,2,1,'0<=X<200',>=7,1
250,'existing paid','domestic appliance',100<=X<500,male div/sep,guarantor,no known property,none,for free,'unemp/unskilled non res',yes,yes,7,1371,2,3,39,3,2,'<0',>=7,1
251,'all paid',business,'500<=X<1000','male div/sep',none,'real estate',none,own,unskilled resident,yes,no,16,5998,2,3,29,4,1,'<0','1<=X<4',1
252,delayed previously,education,'100<=X<500',male single,guarantor,car,stores,'for free',skilled,yes,no,36,6143,3,4,57,2,1,'>=200','4<=X<7',1
253,existing paid,other,'100<=X<500','male div/sep',guarantor,car,none,own,high qualif/self emp/mgmt,yes,yes,10,3972,1,3,62,1,2,'>=200','<1',1
254,'delayed previously','new car','<100','male mar/wid',none,life insurance,bank,for free,'high qualif/self emp/mgmt',yes,no,5,639,4,2,30,1,1,<0,>=7,1
255,'existing paid','new car',<100,female div/dep/mar,guarantor,life insurance,bank,for free,unemp/unskilled non res,yes,yes,11,4796,2,3,59,1,1,'>=200',>=7,1
256,existing paid,retraining,'no known savings',male single,'co applicant','real estate',bank,'for free',skilled,yes,yes,18,8318,3,4,75,4,2,0<=X<200,1<=X<4,1
257,existing paid,business,'100<=X<500','male single',none,car,stores,rent,unskilled resident,yes,no,48,2779,3,3,50,2,2,'0<=X<200','4<=X<7',0
258,'delayed previously',business,'>=1000',male div/sep,co applicant,'life insurance',bank,own,'high qualif/self emp/mgmt',yes,yes,45,2892,3,4,65,4,1,>=200,unemployed,1
259,'all paid',domestic appliance,'100<=X<500','male mar/wid',guarantor,'real estate',bank,for free,unskilled resident,none,no,16,4165,4,2,52,4,1,'<0','1<=X<4',1
260,'critical/other existing credit',radio/tv,>=1000,'male div/sep',co applicant,'no known property',bank,rent,skilled,none,yes,24,2012,3,3,39,1,2,'no checking',unemployed,1
261,delayed previously,new car,'500<=X<1000',male div/sep,co applicant,real estate,none,rent,'unemp/unskilled non res',none,yes,26,1592,3,3,28,1,1,>=200,<1,1
262,'existing paid','new car',>=1000,'male mar/wid',none,real estate,stores,own,unemp/unskilled non res,yes,no,45,5742,1,2,31,1,2,0<=X<200,'1<=X<4',1
263,all paid,'used car','no known savings','female div/dep/mar',guarantor,car,bank,own,high qualif/self emp/mgmt,yes,yes,45,4788,2,2,74,1,2,'0<=X<200','1<=X<4',0
264,'delayed previously','new car',100<=X<500,female div/dep/mar,none,car,bank,'for free',unskilled resident,none,yes,54,1344,4,1,20,3,2,'<0','<1',1
265,no credits/all paid,radio/tv,<100,'female div/dep/mar',guarantor,'real estate',none,rent,'unemp/unskilled non res',none,yes,20,1538,1,2,75,1,2,'>=200','1<=X<4',1
266,no credits/all paid,furniture/equipment,>=1000,male div/sep,none,'life insurance',none,own,'unemp/unskilled non res',none,no,39,3965,3,4,43,1,2,no checking,'<1',1
267,'no credits/all paid',retraining,>=1000,male div/sep,co applicant,no known property,stores,own,'unemp/unskilled non res',yes,no,6,947,1,1,60,2,1,'no checking','4<=X<7',1
268,'existing paid',radio/tv,<100,male mar/wid,'co applicant','no known property',bank,rent,unemp/unskilled non res,yes,no,45,1037,3,4,19,2,1,'0<=X<200','1<=X<4',0
269,'all paid',radio/tv,<100,female div/dep/mar,none,real estate,stores,for free,unemp/unskilled non res,none,yes,4,2924,4,3,28,1,2,no checking,'4<=X<7',1
270,'critical/other existing credit',furniture/equipment,<100,female div/dep/mar,co applicant,'no known property',bank,own,unskilled resident,none,no,12,1258,1,4,67,4,2,0<=X<200,'1<=X<4',1
271,critical/other existing credit,education,<100,female div/dep/mar,co applicant,life insurance,bank,'for free','high qualif/self emp/mgmt',none,yes,21,428,3,4,19,2,1,'<0',4<=X<7,1
272,critical/other existing credit,'used car',500<=X<1000,male single,guarantor,life insurance,bank,own,unskilled resident,yes,yes,30,6850,4,3,31,1,2,'<0','>=7',0
