id,credit_history,purpose,savings_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,gender,status,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
130,no credits/all paid,used car,'no known savings',co applicant,'real estate',stores,own,'unskilled resident',yes,yes,female,single',4<x<21,276<x<4813,1<x<2,x>3,33<x<47,2<x<3,x<1,'no checking',unemployed,1
131,'delayed previously',other,>=1000,guarantor,'no known property',bank,rent,unskilled resident,none,no,female,div/sep,38<x<55,276<x<4813,x<1,x<1,47<x<61,x<1,x<1,no checking,unemployed,1
132,'existing paid',used car,100<=X<500,guarantor,car,bank,'for free',skilled,yes,yes,female,div/dep/mar',38<x<55,4813<x<9350,1<x<2,2<x<3,47<x<61,x<1,x<1,no checking,4<=X<7,1
133,'delayed previously',used car,no known savings,co applicant,real estate,stores,'for free',unemp/unskilled non res,none,yes,male,single',4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,1<x<2,x>1,<0,'<1',1
134,'existing paid',other,>=1000,co applicant,no known property,bank,'for free',high qualif/self emp/mgmt,none,no,'male,div/dep/mar,21<x<38,276<x<4813,x<1,2<x<3,33<x<47,x>3,x<1,'no checking',1<=X<4,1
135,delayed previously,repairs,'500<=X<1000',co applicant,real estate,bank,own,'high qualif/self emp/mgmt',none,no,female,mar/wid',x<4,276<x<4813,1<x<2,x<1,33<x<47,1<x<2,x<1,>=200,'4<=X<7',1
136,all paid,'domestic appliance',no known savings,guarantor,'life insurance',bank,for free,'unemp/unskilled non res',none,no,'female,single',4<x<21,276<x<4813,2<x<3,1<x<2,47<x<61,2<x<3,x>1,'0<=X<200',unemployed,1
137,'all paid',retraining,>=1000,guarantor,'no known property',bank,'for free','unskilled resident',none,yes,'female,mar/wid,4<x<21,276<x<4813,x<1,1<x<2,19<x<33,x>3,x>1,'0<=X<200',4<=X<7,1
138,no credits/all paid,education,'no known savings',none,no known property,none,own,'high qualif/self emp/mgmt',yes,yes,female,div/sep',21<x<38,276<x<4813,x<1,2<x<3,33<x<47,1<x<2,x<1,no checking,'1<=X<4',1
139,'existing paid','used car',<100,none,no known property,bank,own,'unskilled resident',yes,yes,female,div/dep/mar,38<x<55,276<x<4813,x>3,x>3,47<x<61,x>3,x>1,'>=200','<1',0
140,'critical/other existing credit',education,'no known savings',co applicant,'real estate',bank,for free,'unemp/unskilled non res',none,no,female,div/sep',4<x<21,276<x<4813,2<x<3,x<1,19<x<33,2<x<3,x>1,'>=200',unemployed,1
141,critical/other existing credit,other,500<=X<1000,none,no known property,bank,for free,high qualif/self emp/mgmt,yes,no,male,div/sep,38<x<55,276<x<4813,1<x<2,x>3,33<x<47,2<x<3,x<1,>=200,4<=X<7,1
142,'delayed previously',education,no known savings,none,'no known property',none,for free,high qualif/self emp/mgmt,none,no,male,mar/wid',x>55,4813<x<9350,2<x<3,x<1,x>61,2<x<3,x>1,<0,4<=X<7,1
143,'no credits/all paid',retraining,<100,'co applicant',life insurance,bank,own,high qualif/self emp/mgmt,yes,no,'female,div/sep,21<x<38,276<x<4813,1<x<2,2<x<3,x>61,x>3,x>1,<0,'4<=X<7',1
144,critical/other existing credit,furniture/equipment,'100<=X<500',co applicant,no known property,stores,for free,unemp/unskilled non res,yes,yes,'female,single',4<x<21,4813<x<9350,2<x<3,2<x<3,x>61,1<x<2,x<1,0<=X<200,unemployed,1
145,'critical/other existing credit',repairs,'100<=X<500','co applicant','real estate',stores,own,skilled,none,yes,male,div/sep,4<x<21,x>13887,1<x<2,1<x<2,19<x<33,x<1,x<1,>=200,4<=X<7,0
146,critical/other existing credit,domestic appliance,500<=X<1000,guarantor,'life insurance',bank,'for free',unemp/unskilled non res,yes,yes,male,div/dep/mar,38<x<55,276<x<4813,2<x<3,1<x<2,19<x<33,2<x<3,x>1,'no checking',1<=X<4,0
147,'delayed previously',used car,'500<=X<1000',co applicant,life insurance,stores,rent,unemp/unskilled non res,yes,yes,female,single,4<x<21,276<x<4813,2<x<3,1<x<2,33<x<47,x>3,x>1,no checking,4<=X<7,1
148,existing paid,furniture/equipment,'>=1000',guarantor,real estate,stores,rent,skilled,yes,yes,male,div/dep/mar',21<x<38,276<x<4813,2<x<3,2<x<3,x>61,1<x<2,x>1,'no checking','4<=X<7',1
149,no credits/all paid,'used car',100<=X<500,none,'real estate',bank,rent,unemp/unskilled non res,none,yes,male,single',4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,x<1,x>1,<0,<1,0
150,existing paid,other,'<100',guarantor,no known property,bank,for free,'high qualif/self emp/mgmt',yes,no,female,mar/wid',38<x<55,276<x<4813,2<x<3,x<1,33<x<47,1<x<2,x>1,no checking,unemployed,1
151,no credits/all paid,education,>=1000,none,'no known property',bank,'for free','high qualif/self emp/mgmt',none,no,female,div/sep,4<x<21,276<x<4813,2<x<3,1<x<2,19<x<33,1<x<2,x>1,'>=200','>=7',1
152,no credits/all paid,retraining,'<100','co applicant','life insurance',stores,for free,high qualif/self emp/mgmt,none,yes,'female,mar/wid',38<x<55,276<x<4813,x<1,x<1,33<x<47,x>3,x>1,>=200,'<1',0
153,'all paid',new car,>=1000,none,'life insurance',stores,own,'unemp/unskilled non res',yes,yes,male,div/sep',21<x<38,276<x<4813,1<x<2,x<1,x>61,x<1,x>1,0<=X<200,'<1',1
154,'all paid',used car,<100,guarantor,car,none,rent,'unemp/unskilled non res',none,no,'male,div/dep/mar,21<x<38,4813<x<9350,1<x<2,1<x<2,33<x<47,x<1,x<1,no checking,'1<=X<4',1
155,'no credits/all paid','domestic appliance',>=1000,guarantor,real estate,stores,'for free','high qualif/self emp/mgmt',yes,no,'female,div/dep/mar,4<x<21,9350<x<13887,2<x<3,2<x<3,47<x<61,x<1,x<1,'no checking',unemployed,1
156,'all paid',domestic appliance,500<=X<1000,co applicant,life insurance,none,'for free',skilled,none,yes,'male,div/sep',21<x<38,276<x<4813,x>3,x<1,x>61,x<1,x>1,'>=200',>=7,1
157,'critical/other existing credit',retraining,>=1000,none,'no known property',none,own,unemp/unskilled non res,none,no,female,single,21<x<38,276<x<4813,1<x<2,x<1,19<x<33,2<x<3,x<1,>=200,'<1',1
158,no credits/all paid,'new car','500<=X<1000',none,car,stores,own,unemp/unskilled non res,none,yes,'male,single,21<x<38,276<x<4813,1<x<2,2<x<3,47<x<61,x<1,x<1,<0,'1<=X<4',0
159,'no credits/all paid',furniture/equipment,500<=X<1000,'co applicant','real estate',bank,own,high qualif/self emp/mgmt,yes,yes,'male,div/dep/mar',4<x<21,276<x<4813,1<x<2,1<x<2,19<x<33,1<x<2,x<1,0<=X<200,<1,1
160,all paid,other,100<=X<500,co applicant,'no known property',bank,rent,'unemp/unskilled non res',none,yes,'male,div/dep/mar',4<x<21,276<x<4813,x>3,1<x<2,47<x<61,x<1,x<1,'no checking','4<=X<7',1
161,'all paid',furniture/equipment,'>=1000',guarantor,'life insurance',none,rent,'unskilled resident',none,no,male,mar/wid,38<x<55,4813<x<9350,x<1,1<x<2,47<x<61,x<1,x<1,'no checking','>=7',1
162,existing paid,'used car',500<=X<1000,guarantor,life insurance,bank,own,unemp/unskilled non res,none,no,female,div/dep/mar,38<x<55,9350<x<13887,2<x<3,x<1,47<x<61,1<x<2,x<1,'>=200',4<=X<7,0
163,'existing paid','domestic appliance','>=1000',none,'no known property',bank,'for free','unemp/unskilled non res',yes,yes,'female,div/dep/mar,4<x<21,276<x<4813,x>3,2<x<3,47<x<61,x>3,x>1,<0,'>=7',1
164,existing paid,new car,>=1000,'co applicant',real estate,bank,'for free',high qualif/self emp/mgmt,none,yes,'male,single',4<x<21,276<x<4813,x>3,1<x<2,47<x<61,x<1,x<1,'<0',unemployed,1
165,delayed previously,furniture/equipment,100<=X<500,'co applicant',car,stores,for free,high qualif/self emp/mgmt,yes,no,'male,div/sep,21<x<38,276<x<4813,1<x<2,x<1,33<x<47,x>3,x<1,<0,unemployed,1
166,no credits/all paid,'new car','>=1000',guarantor,life insurance,stores,for free,'high qualif/self emp/mgmt',none,yes,male,div/sep',4<x<21,276<x<4813,x>3,2<x<3,33<x<47,x>3,x>1,0<=X<200,1<=X<4,0
167,'all paid','domestic appliance',100<=X<500,co applicant,life insurance,bank,for free,high qualif/self emp/mgmt,none,yes,'female,div/dep/mar,38<x<55,276<x<4813,1<x<2,x<1,x>61,x<1,x<1,'no checking','4<=X<7',1
168,delayed previously,'used car',>=1000,none,real estate,bank,rent,skilled,yes,yes,'female,div/dep/mar,38<x<55,276<x<4813,x>3,2<x<3,33<x<47,x<1,x>1,'<0','>=7',1
169,'all paid',radio/tv,'no known savings',none,'no known property',bank,own,'unskilled resident',yes,yes,male,single,38<x<55,276<x<4813,1<x<2,1<x<2,x<19,x<1,x<1,'0<=X<200','1<=X<4',1
170,'critical/other existing credit',domestic appliance,no known savings,none,'no known property',none,own,unemp/unskilled non res,yes,yes,male,div/dep/mar',21<x<38,276<x<4813,x<1,2<x<3,47<x<61,x<1,x<1,no checking,>=7,1
171,all paid,education,500<=X<1000,'co applicant',life insurance,bank,'for free',high qualif/self emp/mgmt,yes,yes,female,single,x>55,276<x<4813,x>3,2<x<3,x>61,1<x<2,x<1,>=200,'>=7',0
172,'all paid',other,'<100',none,'life insurance',none,own,'unskilled resident',none,no,female,div/sep,21<x<38,276<x<4813,x>3,2<x<3,33<x<47,1<x<2,x<1,'no checking',1<=X<4,1
173,'existing paid','used car',no known savings,co applicant,car,stores,'for free',unemp/unskilled non res,none,no,male,div/dep/mar',38<x<55,276<x<4813,x<1,x>3,19<x<33,x<1,x>1,>=200,unemployed,0
174,'critical/other existing credit',furniture/equipment,>=1000,'co applicant','no known property',bank,rent,'unskilled resident',none,no,'male,mar/wid,21<x<38,276<x<4813,x>3,x>3,19<x<33,2<x<3,x>1,0<=X<200,'4<=X<7',1
175,'critical/other existing credit',business,no known savings,'co applicant','no known property',none,for free,unemp/unskilled non res,yes,yes,'male,div/sep,4<x<21,276<x<4813,x<1,x<1,19<x<33,x<1,x<1,>=200,'>=7',1
176,'critical/other existing credit',business,no known savings,co applicant,'no known property',stores,rent,unemp/unskilled non res,none,yes,female,single,x>55,276<x<4813,2<x<3,1<x<2,47<x<61,2<x<3,x>1,'no checking',unemployed,1
177,delayed previously,repairs,'100<=X<500',none,'no known property',none,'for free',unskilled resident,yes,yes,female,mar/wid,38<x<55,276<x<4813,1<x<2,x>3,47<x<61,2<x<3,x<1,>=200,'1<=X<4',0
178,'critical/other existing credit',furniture/equipment,'<100',guarantor,life insurance,bank,own,'unskilled resident',none,no,female,div/dep/mar',4<x<21,276<x<4813,x<1,2<x<3,19<x<33,x<1,x<1,'0<=X<200',4<=X<7,1
179,critical/other existing credit,'new car','no known savings',guarantor,'life insurance',stores,for free,unskilled resident,yes,yes,male,mar/wid',4<x<21,4813<x<9350,x>3,x<1,47<x<61,2<x<3,x>1,'<0','4<=X<7',0
180,all paid,'new car',500<=X<1000,none,'no known property',none,rent,skilled,yes,no,female,mar/wid,x>55,276<x<4813,1<x<2,1<x<2,33<x<47,x<1,x>1,no checking,<1,1
181,all paid,business,no known savings,none,car,none,rent,unemp/unskilled non res,yes,yes,male,div/sep,4<x<21,276<x<4813,x>3,1<x<2,33<x<47,1<x<2,x<1,'<0','<1',1
182,'critical/other existing credit',radio/tv,'no known savings',guarantor,life insurance,bank,'for free','unemp/unskilled non res',yes,no,female,div/sep,4<x<21,276<x<4813,2<x<3,1<x<2,47<x<61,x>3,x<1,'<0',>=7,1
183,'critical/other existing credit','used car',<100,'co applicant','real estate',bank,rent,'unemp/unskilled non res',none,no,male,single,4<x<21,276<x<4813,x>3,x>3,47<x<61,x>3,x>1,'0<=X<200',<1,1
184,critical/other existing credit,'used car','>=1000',co applicant,'life insurance',none,own,'high qualif/self emp/mgmt',none,no,'female,div/dep/mar,4<x<21,276<x<4813,1<x<2,x<1,19<x<33,2<x<3,x<1,>=200,>=7,0
185,'critical/other existing credit',repairs,>=1000,none,real estate,stores,own,high qualif/self emp/mgmt,none,no,'female,div/dep/mar,38<x<55,276<x<4813,x>3,2<x<3,47<x<61,x>3,x<1,0<=X<200,'>=7',1
186,no credits/all paid,business,>=1000,none,'life insurance',bank,for free,'unemp/unskilled non res',none,no,female,div/sep,4<x<21,276<x<4813,x<1,1<x<2,19<x<33,x<1,x>1,'<0','4<=X<7',1
187,'existing paid',domestic appliance,<100,'co applicant','no known property',none,own,'unemp/unskilled non res',yes,no,male,div/sep,21<x<38,276<x<4813,2<x<3,x<1,19<x<33,x<1,x<1,'no checking',>=7,1
188,'existing paid','domestic appliance',>=1000,co applicant,'life insurance',stores,rent,high qualif/self emp/mgmt,yes,no,'female,div/sep,38<x<55,276<x<4813,1<x<2,2<x<3,19<x<33,2<x<3,x<1,'>=200','>=7',1
189,existing paid,business,500<=X<1000,'co applicant',car,stores,own,unskilled resident,yes,no,'male,mar/wid',4<x<21,276<x<4813,2<x<3,2<x<3,33<x<47,1<x<2,x<1,>=200,1<=X<4,1
190,'critical/other existing credit',domestic appliance,no known savings,co applicant,'no known property',stores,for free,high qualif/self emp/mgmt,none,yes,male,mar/wid,21<x<38,276<x<4813,1<x<2,x<1,47<x<61,x<1,x>1,'0<=X<200',4<=X<7,1
191,'existing paid','domestic appliance',100<=X<500,none,'no known property',stores,for free,unemp/unskilled non res,yes,yes,male,single,4<x<21,4813<x<9350,x>3,1<x<2,33<x<47,x<1,x>1,'0<=X<200',unemployed,0
192,critical/other existing credit,repairs,'<100',co applicant,'life insurance',none,'for free','unemp/unskilled non res',none,yes,female,mar/wid,21<x<38,276<x<4813,x>3,1<x<2,33<x<47,x>3,x>1,'no checking','1<=X<4',0
193,'existing paid',used car,100<=X<500,'co applicant',no known property,none,rent,high qualif/self emp/mgmt,none,no,male,div/dep/mar',4<x<21,276<x<4813,x>3,x>3,19<x<33,x>3,x<1,'0<=X<200','<1',0
194,existing paid,business,100<=X<500,co applicant,no known property,stores,rent,unemp/unskilled non res,none,yes,male,mar/wid,4<x<21,276<x<4813,1<x<2,2<x<3,x>61,x>3,x<1,'0<=X<200','>=7',0
195,'delayed previously',repairs,>=1000,none,real estate,bank,rent,unskilled resident,yes,yes,male,div/dep/mar,21<x<38,276<x<4813,2<x<3,2<x<3,47<x<61,2<x<3,x<1,'no checking','4<=X<7',1
196,critical/other existing credit,education,<100,guarantor,no known property,stores,for free,'high qualif/self emp/mgmt',none,yes,male,mar/wid,4<x<21,4813<x<9350,1<x<2,x>3,33<x<47,1<x<2,x>1,<0,'4<=X<7',1
197,'delayed previously',domestic appliance,500<=X<1000,guarantor,'real estate',none,for free,'unskilled resident',none,yes,female,mar/wid,38<x<55,276<x<4813,1<x<2,2<x<3,47<x<61,1<x<2,x>1,<0,4<=X<7,1
198,no credits/all paid,'used car',no known savings,guarantor,'no known property',none,'for free',unskilled resident,none,yes,male,div/sep',x>55,276<x<4813,x<1,2<x<3,47<x<61,1<x<2,x>1,0<=X<200,<1,0
199,no credits/all paid,furniture/equipment,'no known savings',none,'real estate',none,rent,skilled,none,no,'male,div/dep/mar',4<x<21,276<x<4813,1<x<2,x>3,47<x<61,x>3,x>1,'>=200',1<=X<4,1
200,no credits/all paid,used car,'100<=X<500','co applicant','life insurance',bank,'for free','unskilled resident',none,no,'female,div/dep/mar,4<x<21,276<x<4813,x>3,1<x<2,19<x<33,1<x<2,x>1,>=200,'>=7',0
201,'all paid',domestic appliance,100<=X<500,'co applicant','real estate',none,'for free',unskilled resident,yes,no,male,div/sep',21<x<38,276<x<4813,x>3,x>3,33<x<47,x>3,x>1,'0<=X<200','<1',0
202,'delayed previously',furniture/equipment,'<100','co applicant',no known property,none,'for free','unemp/unskilled non res',yes,no,female,single,38<x<55,276<x<4813,2<x<3,x<1,47<x<61,1<x<2,x>1,>=200,'>=7',1
203,'critical/other existing credit',furniture/equipment,'>=1000',guarantor,'real estate',stores,for free,high qualif/self emp/mgmt,none,yes,'male,single',4<x<21,276<x<4813,1<x<2,x<1,19<x<33,2<x<3,x>1,no checking,'<1',1
204,'critical/other existing credit',domestic appliance,100<=X<500,'co applicant',car,bank,for free,unskilled resident,yes,yes,'male,div/dep/mar',x<4,4813<x<9350,2<x<3,2<x<3,x>61,x<1,x<1,'0<=X<200',unemployed,0
205,all paid,new car,>=1000,guarantor,'life insurance',bank,for free,unemp/unskilled non res,yes,no,female,single,4<x<21,9350<x<13887,1<x<2,1<x<2,47<x<61,1<x<2,x>1,0<=X<200,>=7,1
206,'all paid',repairs,>=1000,guarantor,car,stores,own,skilled,yes,no,female,single,38<x<55,4813<x<9350,x>3,x>3,19<x<33,x<1,x<1,>=200,'>=7',1
207,'no credits/all paid','domestic appliance',>=1000,none,real estate,none,'for free',high qualif/self emp/mgmt,none,no,female,single',38<x<55,276<x<4813,x>3,1<x<2,47<x<61,x>3,x>1,<0,'<1',1
208,critical/other existing credit,retraining,500<=X<1000,co applicant,'no known property',none,'for free','unemp/unskilled non res',yes,no,'female,mar/wid,21<x<38,276<x<4813,1<x<2,x>3,33<x<47,2<x<3,x<1,<0,'>=7',1
209,critical/other existing credit,domestic appliance,'500<=X<1000','co applicant','life insurance',stores,for free,unskilled resident,none,no,female,single,4<x<21,276<x<4813,2<x<3,x<1,33<x<47,2<x<3,x>1,<0,'<1',0
210,'critical/other existing credit',furniture/equipment,<100,guarantor,no known property,none,for free,high qualif/self emp/mgmt,yes,no,female,single,4<x<21,276<x<4813,2<x<3,2<x<3,x>61,1<x<2,x>1,no checking,unemployed,1
211,'critical/other existing credit',business,no known savings,co applicant,life insurance,none,for free,skilled,none,yes,'female,mar/wid',4<x<21,4813<x<9350,1<x<2,1<x<2,x>61,1<x<2,x<1,'<0','<1',1
212,'no credits/all paid',education,'100<=X<500',co applicant,'life insurance',bank,rent,'unemp/unskilled non res',yes,yes,'male,div/sep',38<x<55,276<x<4813,2<x<3,x<1,19<x<33,x>3,x>1,>=200,>=7,0
213,'no credits/all paid',furniture/equipment,500<=X<1000,'co applicant','real estate',none,rent,high qualif/self emp/mgmt,yes,no,'female,mar/wid',4<x<21,4813<x<9350,x>3,x>3,33<x<47,1<x<2,x<1,no checking,'1<=X<4',1
214,no credits/all paid,new car,<100,guarantor,'real estate',bank,own,skilled,none,yes,'male,div/sep,4<x<21,276<x<4813,1<x<2,x<1,19<x<33,2<x<3,x<1,'no checking','1<=X<4',1
215,delayed previously,furniture/equipment,<100,co applicant,life insurance,none,for free,unemp/unskilled non res,none,no,'female,div/sep',38<x<55,4813<x<9350,2<x<3,x>3,47<x<61,x<1,x<1,'no checking',<1,1
216,existing paid,'new car',100<=X<500,co applicant,'life insurance',bank,rent,'high qualif/self emp/mgmt',none,yes,'male,mar/wid,4<x<21,276<x<4813,x<1,1<x<2,19<x<33,x<1,x>1,0<=X<200,1<=X<4,0
217,'all paid',domestic appliance,>=1000,guarantor,'life insurance',stores,'for free',unskilled resident,yes,no,'male,single',38<x<55,276<x<4813,x>3,x>3,19<x<33,1<x<2,x<1,no checking,'1<=X<4',1
218,'delayed previously','new car',100<=X<500,none,car,stores,'for free',unskilled resident,yes,yes,male,single,4<x<21,276<x<4813,x>3,2<x<3,47<x<61,1<x<2,x>1,'>=200',>=7,1
219,existing paid,domestic appliance,'>=1000',guarantor,'real estate',bank,own,unemp/unskilled non res,yes,no,male,single',21<x<38,x>13887,x<1,x<1,19<x<33,1<x<2,x<1,'0<=X<200',unemployed,0
220,'critical/other existing credit',domestic appliance,>=1000,'co applicant','no known property',bank,'for free',high qualif/self emp/mgmt,yes,no,'female,div/sep,4<x<21,276<x<4813,1<x<2,1<x<2,33<x<47,x<1,x<1,<0,<1,1
221,'all paid','domestic appliance',>=1000,co applicant,car,bank,rent,unskilled resident,none,yes,'male,div/dep/mar',38<x<55,4813<x<9350,x<1,1<x<2,19<x<33,1<x<2,x<1,no checking,'<1',0
222,'all paid','domestic appliance',500<=X<1000,none,real estate,none,rent,'unemp/unskilled non res',none,yes,'female,mar/wid,21<x<38,276<x<4813,x<1,x>3,x>61,1<x<2,x>1,no checking,unemployed,1
223,existing paid,repairs,'100<=X<500',co applicant,'life insurance',none,for free,unemp/unskilled non res,yes,yes,female,mar/wid,21<x<38,276<x<4813,x<1,x<1,33<x<47,x<1,x<1,no checking,>=7,1
224,'delayed previously','used car',<100,none,'real estate',none,rent,'unemp/unskilled non res',none,yes,'male,div/sep,21<x<38,276<x<4813,1<x<2,x>3,33<x<47,1<x<2,x<1,no checking,1<=X<4,1
225,'delayed previously',repairs,no known savings,'co applicant',life insurance,none,'for free',unemp/unskilled non res,yes,no,'male,div/dep/mar',4<x<21,276<x<4813,x>3,2<x<3,33<x<47,1<x<2,x>1,<0,<1,1
226,'no credits/all paid',education,'100<=X<500',guarantor,real estate,stores,own,skilled,yes,no,male,div/dep/mar,4<x<21,4813<x<9350,2<x<3,x<1,19<x<33,2<x<3,x<1,'>=200',4<=X<7,0
227,'delayed previously','new car',<100,guarantor,'real estate',stores,own,high qualif/self emp/mgmt,yes,no,male,mar/wid',4<x<21,276<x<4813,x>3,2<x<3,47<x<61,x>3,x<1,'<0','>=7',1
228,'existing paid',furniture/equipment,'no known savings',guarantor,real estate,stores,own,high qualif/self emp/mgmt,none,no,'female,mar/wid,21<x<38,276<x<4813,1<x<2,x>3,33<x<47,2<x<3,x<1,<0,>=7,1
229,existing paid,repairs,'500<=X<1000',guarantor,real estate,bank,own,'unemp/unskilled non res',none,no,male,single,4<x<21,x>13887,x<1,x<1,33<x<47,1<x<2,x>1,0<=X<200,'1<=X<4',0
230,'all paid',business,'500<=X<1000','co applicant',car,bank,rent,unemp/unskilled non res,yes,no,male,div/sep',38<x<55,276<x<4813,x>3,x<1,47<x<61,1<x<2,x>1,'<0',<1,0
231,'existing paid',used car,'500<=X<1000',none,car,bank,'for free','unskilled resident',none,no,'female,mar/wid',x>55,x>13887,x<1,x<1,33<x<47,x>3,x>1,'>=200',unemployed,0
