age,workclass,fnlwgt,education,marital-status,race,sex,hours-per-week,country,class
23,Private,403107,3,Never-married,White,Male,40,non-US,0
26,Private,64293,10,Never-married,White,Female,35,US,0
23,Local-gov,324960,9,Never-married,White,Male,40,non-US,0
62,Local-gov,114060,9,Married-civ-spouse,White,Male,40,US,0
52,Private,48925,10,Married-civ-spouse,White,Male,40,US,0
58,Private,180980,10,Divorced,White,Female,42,non-US,0
25,Private,181054,13,Never-married,White,Female,40,US,0
24,Private,388093,13,Never-married,Black,Male,40,US,0
19,Private,249609,10,Never-married,White,Male,8,US,0
43,Private,112131,10,Married-civ-spouse,White,Male,40,US,0
47,Local-gov,543162,9,Separated,Black,Female,40,US,0
39,Private,91996,9,Divorced,White,Female,40,US,0
49,Private,141944,11,Married-spouse-absent,White,Male,42,US,0
32,Private,37070,11,Never-married,White,Male,45,US,0
34,Private,337587,10,Married-civ-spouse,White,Male,50,US,1
28,Private,189346,9,Divorced,White,Male,45,US,0
25,Private,267044,10,Never-married,Amer-Indian-Eskimo,Female,20,US,0
34,Private,108116,13,Married-civ-spouse,White,Male,50,US,1
38,Self-emp-inc,99146,13,Married-civ-spouse,White,Male,80,US,1
50,Private,196232,9,Married-civ-spouse,White,Male,50,US,1
24,Local-gov,248344,10,Divorced,Black,Male,50,US,0
37,Local-gov,186035,10,Married-civ-spouse,White,Male,45,US,1
44,Private,177905,10,Divorced,White,Male,58,US,1
28,Private,85812,10,Married-civ-spouse,White,Female,40,US,0
42,Private,221172,13,Married-civ-spouse,White,Male,40,US,1
74,Private,99183,10,Divorced,White,Female,9,US,0
38,Self-emp-not-inc,190387,9,Married-civ-spouse,White,Male,50,US,0
44,Self-emp-not-inc,202692,14,Married-civ-spouse,White,Male,40,US,0
44,Private,109339,7,Divorced,Other,Female,46,non-US,0
26,Private,108658,9,Never-married,White,Male,40,US,0
36,Private,197202,9,Married-civ-spouse,Black,Male,40,US,0
41,Private,101739,12,Married-civ-spouse,White,Female,50,US,1
67,Private,231559,15,Married-civ-spouse,White,Male,48,US,1
39,Local-gov,207853,8,Married-civ-spouse,White,Male,50,US,0
57,Private,190942,2,Widowed,Black,Female,30,US,0
29,Private,102345,11,Separated,White,Male,40,US,0
31,Self-emp-inc,41493,13,Never-married,White,Female,45,US,0
44,Private,210525,10,Married-civ-spouse,White,Male,40,US,0
29,Private,133937,16,Never-married,White,Male,40,US,0
30,Private,237903,10,Never-married,White,Female,40,US,0
27,Private,163862,9,Never-married,White,Male,40,US,0
27,Private,201872,10,Married-civ-spouse,White,Male,50,US,0
32,Private,84179,9,Never-married,White,Female,45,US,0
58,Private,51662,6,Married-civ-spouse,White,Female,8,US,0
35,Local-gov,233327,10,Married-civ-spouse,White,Male,40,US,0
21,Private,259510,9,Never-married,White,Male,36,US,0
28,Private,184831,10,Never-married,White,Male,40,US,0
46,Self-emp-not-inc,245724,10,Divorced,White,Male,50,US,0
36,Self-emp-not-inc,27053,9,Separated,White,Female,40,US,0
72,Private,205343,7,Widowed,White,Female,40,US,0
35,Private,229328,9,Married-civ-spouse,Black,Female,40,US,0
33,Federal-gov,319560,11,Divorced,Black,Female,40,US,1
69,Private,136218,7,Never-married,White,Female,40,US,0
35,Private,54576,9,Married-civ-spouse,White,Male,40,US,0
34,Private,148291,9,Married-civ-spouse,White,Female,32,US,0
30,Private,152453,7,Married-civ-spouse,White,Male,40,non-US,0
28,Private,114053,13,Never-married,White,Male,55,US,0
54,Private,212960,13,Married-civ-spouse,White,Male,35,US,1
47,Private,264052,10,Married-civ-spouse,White,Male,50,US,1
24,Private,82804,9,Never-married,Black,Female,40,US,0
52,Self-emp-not-inc,334273,13,Married-civ-spouse,White,Male,60,US,1
20,Private,27337,9,Never-married,Amer-Indian-Eskimo,Male,48,US,0
43,Self-emp-inc,188436,14,Married-civ-spouse,White,Male,45,US,0
45,Private,433665,4,Separated,White,Female,40,non-US,0
29,Self-emp-not-inc,110663,9,Separated,White,Male,35,US,0
47,Private,87490,14,Divorced,White,Male,42,US,0
24,Private,354351,9,Never-married,White,Male,40,US,0
51,Private,95469,9,Married-civ-spouse,White,Male,40,US,0
17,Private,242718,7,Never-married,White,Male,12,US,0
37,Private,22463,11,Married-civ-spouse,White,Male,40,US,1
27,Private,158156,16,Never-married,White,Female,70,US,0
29,Private,350162,13,Married-civ-spouse,White,Male,40,US,1
36,Self-emp-not-inc,28738,12,Divorced,White,Female,35,US,0
58,Local-gov,283635,13,Never-married,White,Female,40,US,0
26,Self-emp-not-inc,86646,10,Married-civ-spouse,White,Male,45,US,0
57,Private,69884,9,Married-civ-spouse,White,Male,40,US,1
59,Private,199713,9,Married-civ-spouse,White,Male,40,US,0
27,Private,181659,9,Married-civ-spouse,White,Male,40,US,0
31,Self-emp-not-inc,340939,13,Never-married,White,Male,40,US,0
21,Private,197747,10,Never-married,White,Female,24,US,0
29,Private,34292,10,Never-married,White,Male,60,US,0
18,Private,156764,7,Never-married,White,Male,40,US,0
52,Private,25826,6,Married-civ-spouse,White,Male,47,US,1
57,Self-emp-inc,103948,13,Divorced,White,Male,80,US,0
60,Private,39352,4,Never-married,White,Male,48,US,1
31,Private,168387,13,Married-civ-spouse,White,Male,40,non-US,1
23,Private,117789,13,Never-married,White,Female,40,US,0
27,Private,267147,9,Never-married,White,Male,40,US,0
42,Self-emp-not-inc,214242,15,Married-civ-spouse,White,Male,50,US,1
25,Private,200408,10,Never-married,White,Male,40,US,0
49,Private,136455,13,Never-married,White,Female,45,US,0
32,Private,239824,13,Never-married,White,Male,40,US,0
19,Private,217039,10,Never-married,White,Male,28,US,0
60,Private,51290,4,Divorced,White,Female,40,US,0
42,Local-gov,175674,5,Married-civ-spouse,White,Male,40,US,0
35,Self-emp-not-inc,194404,12,Never-married,White,Male,40,US,0
48,Private,45612,9,Never-married,Black,Female,37,US,0
51,Private,410114,14,Married-civ-spouse,White,Male,40,US,1
29,Private,182521,9,Never-married,Amer-Indian-Eskimo,Male,40,US,0
36,Local-gov,339772,9,Separated,Black,Male,40,US,0
17,Private,169658,6,Never-married,White,Female,21,US,0
52,Private,200853,14,Divorced,White,Female,60,US,0
24,Private,247564,9,Never-married,White,Male,40,US,0
24,Private,249909,9,Married-civ-spouse,White,Male,50,US,0
26,Local-gov,208122,13,Never-married,White,Male,40,US,0
27,Private,109881,13,Never-married,White,Female,20,US,0
39,Private,207824,9,Never-married,White,Male,60,US,0
30,Private,369027,9,Married-civ-spouse,Black,Male,45,US,0
50,Self-emp-not-inc,114117,9,Married-civ-spouse,White,Male,32,US,0
52,Self-emp-inc,51048,13,Married-civ-spouse,White,Male,55,US,0
46,Private,102388,15,Married-civ-spouse,White,Male,45,US,1
23,Private,190483,13,Never-married,White,Female,20,US,0
45,Private,462440,7,Widowed,Black,Female,20,US,0
65,Private,109351,5,Widowed,Black,Female,24,US,0
29,Private,34383,11,Married-civ-spouse,White,Male,55,US,0
47,Private,241832,5,Married-spouse-absent,White,Male,40,non-US,0
30,Private,124187,9,Never-married,Black,Male,60,US,0
34,Private,153614,9,Married-civ-spouse,White,Male,45,US,1
38,Self-emp-not-inc,267556,9,Married-civ-spouse,White,Male,64,US,0
33,Private,205469,10,Married-civ-spouse,White,Male,40,US,1
49,Private,268090,13,Married-civ-spouse,White,Male,26,US,1
47,Self-emp-not-inc,165039,10,Never-married,Black,Female,40,US,0
49,Local-gov,120451,6,Separated,Black,Female,40,US,0
43,Private,154374,10,Married-civ-spouse,White,Male,60,US,1
30,Private,103649,13,Married-civ-spouse,Black,Female,40,US,1
58,Self-emp-not-inc,35723,9,Married-civ-spouse,White,Male,60,US,0
19,Private,262601,9,Never-married,White,Female,14,US,0
21,Private,226181,13,Never-married,White,Male,40,US,0
33,Private,175697,13,Married-civ-spouse,White,Male,60,US,1
47,Self-emp-inc,248145,3,Married-civ-spouse,White,Male,50,non-US,0
52,Self-emp-not-inc,289436,16,Married-civ-spouse,White,Male,60,US,1
26,Private,75654,9,Divorced,White,Male,55,US,0
60,Private,199378,9,Married-civ-spouse,White,Male,40,US,0
21,Private,160968,10,Never-married,White,Male,40,US,0
36,Private,188563,10,Married-civ-spouse,White,Male,50,US,1
31,Private,55849,10,Married-civ-spouse,White,Male,45,US,0
50,Self-emp-inc,195322,16,Separated,White,Male,40,US,1
31,Local-gov,402089,9,Divorced,White,Female,40,US,0
71,Private,78277,9,Married-civ-spouse,White,Male,15,US,0
30,State-gov,169496,13,Married-civ-spouse,White,Male,40,US,1
20,Private,130959,10,Never-married,White,Male,20,US,0
24,Private,556660,9,Never-married,White,Male,50,US,0
35,Private,292472,16,Married-civ-spouse,Asian-Pac-Islander,Male,40,non-US,1
38,State-gov,143774,10,Separated,White,Female,45,US,0
27,Private,288341,9,Never-married,White,Female,32,US,0
29,State-gov,71592,10,Never-married,Asian-Pac-Islander,Female,40,non-US,0
34,Private,106742,9,Married-civ-spouse,White,Male,45,US,0
44,Private,219288,4,Married-civ-spouse,White,Male,35,US,0
43,Private,174524,9,Married-civ-spouse,White,Male,40,US,1
44,Self-emp-not-inc,335183,8,Married-civ-spouse,Black,Male,40,US,1
35,Private,261293,14,Never-married,White,Male,60,US,0
27,Private,111900,10,Never-married,White,Male,40,US,0
43,Local-gov,194360,14,Never-married,White,Male,38,US,0
20,Private,81145,10,Never-married,White,Female,25,US,0
42,Private,341204,12,Divorced,White,Female,40,US,1
27,State-gov,249362,10,Married-civ-spouse,White,Male,40,US,0
42,Private,247019,9,Married-civ-spouse,Black,Male,40,US,1
24,Private,172146,5,Never-married,White,Male,40,US,0
48,Federal-gov,110457,10,Divorced,White,Male,40,US,0
17,Self-emp-not-inc,368700,7,Never-married,White,Male,10,US,0
33,Private,182556,13,Married-civ-spouse,White,Male,40,US,1
50,Self-emp-inc,219420,9,Married-civ-spouse,White,Male,50,US,1
22,Private,240817,9,Never-married,White,Female,40,US,0
17,Private,102726,8,Never-married,White,Male,16,US,0
32,Private,226267,10,Married-civ-spouse,White,Male,40,non-US,0
31,Private,125457,9,Never-married,White,Male,45,US,0
58,Self-emp-not-inc,204021,9,Widowed,White,Male,50,US,0
29,Local-gov,92262,9,Never-married,White,Male,48,US,0
37,Private,161141,11,Married-civ-spouse,White,Male,40,non-US,1
34,Self-emp-not-inc,190290,9,Married-civ-spouse,White,Male,40,US,1
23,Local-gov,430828,10,Separated,Black,Male,40,US,0
18,State-gov,59342,7,Never-married,White,Female,5,US,0
34,Private,136721,9,Divorced,White,Female,40,US,0
45,Local-gov,86644,13,Married-civ-spouse,White,Female,55,US,0
41,Private,195124,14,Never-married,White,Male,35,non-US,0
26,Private,167350,9,Never-married,White,Male,30,US,0
54,Local-gov,113000,10,Married-civ-spouse,White,Male,40,US,0
24,Private,140027,10,Never-married,Black,Female,45,US,0
42,Private,262425,10,Married-civ-spouse,White,Male,50,US,0
20,Private,316702,10,Never-married,White,Male,20,US,0
23,State-gov,335453,13,Never-married,White,Female,20,US,0
35,Private,203628,14,Never-married,White,Male,60,US,1
31,Private,118710,14,Married-civ-spouse,White,Male,40,US,1
30,Private,189620,13,Never-married,White,Female,40,non-US,0
19,Private,475028,9,Never-married,White,Female,20,US,0
36,Local-gov,110866,13,Never-married,White,Male,50,US,0
31,Private,243605,13,Widowed,White,Female,40,non-US,0
21,Private,163870,10,Never-married,White,Male,30,US,0
31,Self-emp-not-inc,80145,10,Married-civ-spouse,White,Male,40,US,0
46,Private,295566,16,Divorced,White,Female,65,US,1
44,Private,63042,13,Divorced,White,Female,50,US,1
40,Private,229148,8,Married-civ-spouse,Black,Male,40,non-US,0
45,Private,242552,10,Never-married,Black,Male,40,US,0
60,Private,177665,9,Married-civ-spouse,White,Male,35,US,0
18,Private,208103,7,Never-married,White,Male,25,US,0
28,Private,296450,13,Married-civ-spouse,White,Male,40,US,0
36,Private,70282,10,Divorced,Black,Female,40,US,0
40,Private,144995,11,Married-civ-spouse,White,Male,40,US,0
36,Local-gov,382635,13,Divorced,White,Female,35,non-US,0
31,Private,295697,9,Separated,Black,Female,40,US,0
33,Private,194141,9,Married-civ-spouse,White,Male,40,US,0
19,State-gov,378418,9,Never-married,White,Female,40,US,0
22,Private,214399,10,Never-married,White,Female,15,US,0
34,Private,217460,13,Married-civ-spouse,White,Male,45,US,1
33,Private,182556,9,Never-married,White,Male,40,US,0
41,Private,125831,9,Married-civ-spouse,White,Male,60,US,0
29,Private,271328,13,Never-married,White,Male,40,US,0
50,Local-gov,50459,9,Married-civ-spouse,White,Male,42,US,1
42,Private,162140,13,Married-civ-spouse,White,Male,45,US,1
44,Private,111502,9,Married-civ-spouse,White,Female,40,US,0
20,Private,299047,10,Never-married,White,Female,20,US,0
31,Private,223212,9,Married-civ-spouse,White,Male,40,non-US,0
23,Private,352139,10,Never-married,White,Female,24,US,0
55,Private,173093,10,Divorced,Asian-Pac-Islander,Female,40,US,0
26,Private,181655,11,Married-civ-spouse,White,Male,45,US,0
25,Private,332702,11,Never-married,White,Female,15,US,0
35,Private,234901,10,Married-civ-spouse,White,Male,40,US,0
36,Private,131414,10,Never-married,Black,Female,36,US,0
43,State-gov,260960,13,Married-civ-spouse,White,Male,50,US,0
56,Private,156052,9,Widowed,Black,Female,20,US,0
42,Private,279914,13,Married-civ-spouse,White,Male,40,US,1
19,Private,192453,10,Never-married,White,Female,25,US,0
55,Self-emp-not-inc,200939,9,Married-civ-spouse,White,Male,72,US,0
42,Private,151408,14,Never-married,White,Female,50,US,1
26,Private,112847,11,Never-married,White,Male,40,US,0
17,Private,316929,8,Never-married,White,Male,20,US,0
42,Local-gov,126319,13,Married-civ-spouse,White,Female,40,US,1
55,Private,197422,9,Married-civ-spouse,White,Male,40,US,1
32,Private,267736,10,Never-married,Black,Female,40,US,0
29,Private,267034,7,Never-married,Black,Male,40,non-US,0
46,State-gov,193047,13,Married-civ-spouse,White,Male,37,US,0
29,State-gov,356089,13,Married-civ-spouse,White,Male,40,US,1
22,Private,223515,13,Never-married,White,Male,20,US,0
58,Self-emp-not-inc,87510,6,Married-civ-spouse,White,Male,40,US,0
23,Private,145111,9,Never-married,White,Male,50,US,0
39,Private,48093,9,Never-married,White,Male,40,US,0
27,Private,31757,11,Never-married,White,Male,38,US,0
54,Private,285854,9,Married-civ-spouse,White,Male,40,US,1
33,Local-gov,120064,13,Never-married,White,Female,45,US,0
46,Federal-gov,167381,9,Married-civ-spouse,White,Female,40,US,1
37,Private,103408,9,Never-married,Black,Male,40,US,0
36,Private,101460,9,Never-married,White,Female,18,US,0
59,Local-gov,420537,9,Married-civ-spouse,White,Female,38,US,1
34,Local-gov,119411,9,Divorced,White,Male,40,non-US,0
53,Self-emp-inc,128272,16,Married-civ-spouse,White,Male,70,US,1
51,Private,386773,13,Never-married,White,Male,55,US,1
32,Private,283268,6,Separated,White,Female,42,US,0
31,State-gov,301526,10,Married-spouse-absent,White,Male,40,US,0
22,Private,151790,10,Married-civ-spouse,White,Female,30,non-US,0
47,Self-emp-not-inc,106252,13,Divorced,White,Female,50,US,0
32,Private,188557,9,Never-married,White,Male,40,US,0
26,Private,171114,10,Never-married,White,Female,38,US,0
37,Private,327323,3,Separated,White,Male,32,non-US,0
31,Private,244147,9,Divorced,White,Male,55,US,0
37,Private,280282,11,Married-civ-spouse,White,Female,24,US,1
55,Private,116442,9,Never-married,White,Male,38,US,0
23,Local-gov,282579,11,Divorced,White,Male,56,US,0
36,Private,51838,10,Divorced,White,Female,40,US,0
43,Private,226902,13,Married-civ-spouse,White,Male,50,US,1
54,Private,279129,10,Never-married,White,Male,40,US,0
28,Private,196690,11,Never-married,White,Female,42,US,0
40,Private,130760,11,Married-civ-spouse,White,Male,50,US,1
41,Self-emp-not-inc,49572,10,Married-civ-spouse,White,Male,60,US,0
40,Private,237601,13,Never-married,Other,Female,55,US,1
42,Private,169628,10,Divorced,Black,Female,38,US,0
61,Self-emp-not-inc,36671,9,Married-civ-spouse,White,Male,50,US,0
18,Private,231193,8,Never-married,White,Male,30,US,0
48,Private,102102,11,Married-civ-spouse,White,Male,50,US,1
41,Self-emp-inc,32185,13,Married-civ-spouse,White,Male,40,US,0
23,Private,211046,9,Never-married,White,Female,40,US,0
60,Private,31577,9,Married-civ-spouse,White,Male,60,US,1
22,Private,162343,10,Never-married,Black,Male,20,US,0
61,Private,128831,9,Married-civ-spouse,White,Male,40,US,0
25,Private,316688,9,Never-married,Black,Male,40,US,0
46,Private,90758,14,Never-married,White,Male,35,US,1
43,Private,274363,13,Married-civ-spouse,White,Male,40,non-US,1
43,Private,154538,12,Divorced,White,Male,40,US,0
24,Private,106085,9,Never-married,Black,Male,30,US,0
68,Self-emp-not-inc,315859,7,Never-married,White,Male,20,US,0
31,Private,51471,9,Divorced,White,Female,38,US,0
17,Private,193830,7,Never-married,White,Female,20,US,0
32,Private,231043,9,Married-civ-spouse,White,Male,48,US,1
33,Private,169879,13,Married-civ-spouse,White,Male,47,US,1
64,Private,270333,13,Married-civ-spouse,White,Male,40,US,1
20,Private,138768,9,Never-married,White,Male,30,US,0
30,Private,191571,9,Separated,White,Female,36,US,0
43,Private,94113,10,Divorced,White,Male,45,US,0
22,Private,137510,10,Never-married,White,Male,40,US,0
17,Private,32607,6,Never-married,White,Male,20,US,0
47,Self-emp-not-inc,93208,9,Married-civ-spouse,White,Female,75,non-US,0
41,Private,254440,11,Never-married,White,Female,60,US,0
56,Private,186556,10,Married-civ-spouse,White,Male,50,US,1
64,Private,169871,9,Married-civ-spouse,White,Male,45,US,0
47,Private,191277,9,Married-civ-spouse,White,Male,50,US,1
48,Private,167159,11,Never-married,White,Male,40,US,0
31,Private,171871,14,Never-married,White,Female,46,US,0
29,Private,154411,11,Never-married,White,Male,40,US,0
30,Private,129227,9,Widowed,White,Female,40,US,0
32,Private,110331,9,Married-civ-spouse,White,Male,60,US,0
57,Private,34269,9,Widowed,White,Male,42,US,1
62,Private,174355,9,Widowed,White,Female,40,US,0
39,Private,680390,9,Separated,White,Female,24,US,0
43,Private,233130,10,Never-married,White,Male,25,US,0
24,Self-emp-inc,165474,13,Never-married,White,Male,40,US,0
53,Private,194259,10,Married-civ-spouse,White,Female,40,US,1
26,Private,280093,10,Never-married,White,Male,40,US,0
73,Self-emp-not-inc,177387,9,Married-civ-spouse,White,Male,40,US,0
55,Private,105304,9,Married-civ-spouse,White,Male,40,US,0
25,Private,499233,9,Divorced,White,Male,40,US,0
41,Private,180572,13,Divorced,White,Female,50,US,1
24,Private,321435,13,Never-married,White,Male,50,US,0
63,Private,86108,9,Widowed,White,Male,6,US,0
17,Private,198124,7,Never-married,White,Male,20,US,0
35,Private,135162,10,Married-civ-spouse,White,Male,50,US,0
51,Private,146813,10,Married-civ-spouse,White,Male,40,US,1
62,Local-gov,291175,13,Widowed,White,Female,48,US,0
55,Private,387569,9,Married-civ-spouse,White,Male,40,US,1
43,Private,102895,10,Divorced,White,Male,40,US,0
40,Local-gov,33274,9,Divorced,White,Female,50,US,0
37,Private,86551,13,Married-civ-spouse,White,Male,45,US,1
39,Private,138192,13,Married-civ-spouse,White,Male,40,US,0
31,Private,118966,9,Never-married,White,Male,18,US,0
61,Private,99784,14,Widowed,White,Female,40,US,1
26,Private,90980,11,Divorced,White,Female,55,US,0
46,Self-emp-not-inc,177407,9,Married-civ-spouse,White,Male,50,US,0
