id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,age,duration,campaign,pdays,previous,euribor3m,class
534,blue-collar,divorced,professional.course,no,no,yes,telephone,oct,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x<0,3<x<5,1.634<x<2.634,no
535,housemaid,married,high.school,no,no,yes,cellular,mar,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,3<x<5,1.634<x<2.634,no
536,self-employed,married,illiterate,no,no,no,cellular,apr,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,0<x<249,x<0,0.634<x<1.634,no
537,technician,divorced,basic.4y,no,yes,yes,telephone,apr,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,0<x<1,0.634<x<1.634,no
538,entrepreneur,married,university.degree,no,yes,no,telephone,apr,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,0<x<249,3<x<5,1.634<x<2.634,no
539,entrepreneur,married,basic.9y,no,no,no,cellular,dec,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,3<x<5,x>3.634,no
540,blue-collar,divorced,high.school,no,no,yes,cellular,mar,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x>749,3<x<5,x>3.634,no
541,technician,divorced,university.degree,no,no,yes,cellular,jul,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x>749,x<0,1.634<x<2.634,no
542,self-employed,divorced,professional.course,no,no,yes,telephone,dec,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,0<x<1,0.634<x<1.634,no
543,housemaid,single,professional.course,no,no,no,cellular,jun,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x>749,x<0,1.634<x<2.634,no
544,blue-collar,married,basic.6y,no,yes,no,cellular,dec,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,0<x<1,0.634<x<1.634,no
545,admin.,single,professional.course,no,yes,no,telephone,may,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,1<x<3,1.634<x<2.634,no
546,student,divorced,high.school,no,yes,yes,telephone,sep,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,3<x<5,x>3.634,no
547,unemployed,single,high.school,no,yes,no,cellular,nov,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,1<x<3,0.634<x<1.634,yes
548,services,married,high.school,no,no,no,telephone,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,3<x<5,1.634<x<2.634,no
549,housemaid,single,high.school,no,no,no,cellular,aug,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,0<x<1,1.634<x<2.634,no
550,unemployed,single,professional.course,no,no,no,cellular,apr,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,3<x<5,0.634<x<1.634,no
551,management,married,illiterate,no,no,no,cellular,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x<0,x<0,x>3.634,no
552,entrepreneur,single,illiterate,no,yes,no,cellular,aug,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,1<x<3,1.634<x<2.634,yes
553,self-employed,divorced,basic.6y,no,no,no,cellular,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,0<x<1,x>3.634,no
554,retired,single,illiterate,no,yes,no,cellular,may,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,x<0,0.634<x<1.634,no
555,admin.,single,basic.6y,no,no,no,telephone,may,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,1<x<3,x>3.634,no
556,unemployed,single,university.degree,no,yes,no,telephone,jul,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x>749,0<x<1,x>3.634,no
557,entrepreneur,married,basic.6y,no,yes,no,cellular,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,x<0,x>3.634,no
558,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,1<x<3,1.634<x<2.634,no
559,student,divorced,university.degree,no,yes,yes,telephone,sep,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,3<x<5,x>3.634,no
560,housemaid,single,high.school,no,no,yes,cellular,oct,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x>749,x<0,x>3.634,no
561,admin.,single,professional.course,no,yes,yes,cellular,jun,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,x<0,1.634<x<2.634,yes
562,retired,divorced,high.school,no,no,no,cellular,mar,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,1<x<3,1.634<x<2.634,no
563,self-employed,single,professional.course,no,yes,yes,telephone,apr,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,0<x<249,3<x<5,x>3.634,no
564,student,married,university.degree,no,no,yes,telephone,nov,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x>749,0<x<1,0.634<x<1.634,no
565,retired,married,illiterate,no,no,no,telephone,jul,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,0<x<1,x>3.634,yes
566,services,married,professional.course,no,no,yes,cellular,dec,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x<0,1<x<3,0.634<x<1.634,no
567,entrepreneur,single,university.degree,no,yes,yes,telephone,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,3<x<5,0.634<x<1.634,no
568,technician,single,professional.course,no,no,yes,cellular,aug,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x<0,3<x<5,x>3.634,no
569,unemployed,married,high.school,no,no,no,cellular,jun,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x>749,x<0,0.634<x<1.634,no
570,unemployed,married,professional.course,no,no,yes,telephone,oct,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x<0,3<x<5,1.634<x<2.634,no
571,student,divorced,high.school,no,yes,yes,cellular,mar,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,0<x<249,x<0,1.634<x<2.634,no
572,unemployed,divorced,basic.9y,no,yes,yes,cellular,nov,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,0<x<1,1.634<x<2.634,no
573,unemployed,single,basic.9y,no,yes,yes,telephone,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,0<x<1,1.634<x<2.634,no
574,services,married,high.school,no,no,yes,telephone,mar,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,0<x<1,x>3.634,no
575,self-employed,divorced,university.degree,no,no,yes,cellular,nov,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,1<x<3,x>3.634,no
576,management,married,illiterate,no,no,no,cellular,jun,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x>749,1<x<3,1.634<x<2.634,no
577,self-employed,divorced,illiterate,no,no,yes,cellular,mar,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,3<x<5,0.634<x<1.634,no
578,technician,married,university.degree,no,yes,no,telephone,mar,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,3<x<5,0.634<x<1.634,no
579,admin.,married,university.degree,no,yes,no,cellular,dec,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,1<x<3,1.634<x<2.634,yes
580,technician,single,illiterate,no,yes,yes,cellular,aug,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,x<0,0.634<x<1.634,no
581,student,single,illiterate,no,yes,yes,cellular,jun,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,0<x<1,0.634<x<1.634,no
582,housemaid,single,high.school,no,yes,yes,cellular,jun,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x<0,3<x<5,1.634<x<2.634,yes
583,blue-collar,single,high.school,no,yes,no,cellular,may,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x<0,3<x<5,1.634<x<2.634,no
584,self-employed,divorced,illiterate,no,yes,yes,cellular,mar,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x>749,x<0,0.634<x<1.634,no
585,management,single,basic.4y,no,yes,yes,telephone,mar,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,x<0,x>3.634,no
586,management,married,basic.4y,no,yes,yes,telephone,sep,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x>749,x<0,x>3.634,no
587,self-employed,married,university.degree,no,no,yes,cellular,oct,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,0<x<1,1.634<x<2.634,no
588,entrepreneur,married,university.degree,no,yes,no,telephone,dec,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,1<x<3,0.634<x<1.634,no
589,housemaid,single,illiterate,no,yes,no,telephone,may,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x<0,x<0,x>3.634,no
590,unemployed,married,basic.9y,no,no,no,telephone,apr,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,1<x<3,1.634<x<2.634,no
591,blue-collar,divorced,professional.course,no,yes,no,telephone,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,3<x<5,x>3.634,yes
592,housemaid,married,high.school,no,no,yes,cellular,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,1<x<3,x>3.634,no
593,retired,divorced,basic.6y,no,no,yes,cellular,oct,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,0<x<1,1.634<x<2.634,no
594,unemployed,married,illiterate,no,yes,no,telephone,jun,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,0<x<1,1.634<x<2.634,no
595,housemaid,divorced,professional.course,no,no,yes,cellular,mar,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,x<0,0.634<x<1.634,no
596,self-employed,divorced,university.degree,no,no,yes,cellular,sep,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,3<x<5,1.634<x<2.634,no
597,technician,single,university.degree,no,no,no,telephone,oct,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,1<x<3,0.634<x<1.634,no
598,management,divorced,basic.6y,no,no,yes,telephone,sep,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,0<x<1,0.634<x<1.634,no
599,retired,divorced,university.degree,no,no,no,telephone,may,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,0<x<1,x>3.634,no
600,management,married,high.school,no,yes,yes,telephone,jun,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x>749,0<x<1,1.634<x<2.634,no
601,services,divorced,professional.course,no,yes,yes,cellular,aug,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x>749,3<x<5,0.634<x<1.634,no
602,student,single,basic.4y,no,yes,no,cellular,jul,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,x<0,1.634<x<2.634,no
603,student,divorced,basic.9y,no,no,no,cellular,apr,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,3<x<5,x>3.634,no
604,services,single,basic.4y,no,no,yes,cellular,sep,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,1<x<3,1.634<x<2.634,yes
605,technician,divorced,basic.9y,no,no,no,cellular,aug,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,1<x<3,1.634<x<2.634,no
606,technician,single,high.school,no,yes,no,cellular,dec,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,3<x<5,0.634<x<1.634,no
607,technician,single,university.degree,no,no,yes,cellular,dec,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,1<x<3,0.634<x<1.634,no
608,housemaid,divorced,illiterate,no,yes,yes,cellular,oct,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,0<x<1,x>3.634,no
609,unemployed,single,professional.course,no,no,yes,cellular,apr,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,x<0,0.634<x<1.634,no
610,entrepreneur,single,basic.9y,no,no,yes,telephone,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,3<x<5,x>3.634,no
611,self-employed,single,basic.6y,no,yes,no,cellular,mar,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,0<x<1,0.634<x<1.634,yes
612,housemaid,married,high.school,no,yes,no,telephone,nov,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,0<x<1,1.634<x<2.634,no
613,student,single,basic.6y,no,no,no,cellular,aug,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x>749,0<x<1,1.634<x<2.634,no
614,blue-collar,divorced,basic.9y,no,yes,no,telephone,apr,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x<0,x<0,1.634<x<2.634,no
615,entrepreneur,single,basic.4y,no,no,no,telephone,nov,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x<0,0<x<1,1.634<x<2.634,no
616,housemaid,single,basic.4y,no,yes,no,telephone,aug,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,1<x<3,x>3.634,no
617,admin.,single,basic.9y,no,yes,no,telephone,may,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,0<x<249,3<x<5,0.634<x<1.634,no
618,admin.,single,basic.6y,no,yes,yes,cellular,oct,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,x<0,0.634<x<1.634,no
619,housemaid,divorced,basic.6y,no,yes,yes,cellular,aug,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,0<x<1,0.634<x<1.634,yes
620,technician,married,basic.9y,no,no,yes,cellular,oct,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x<0,x<0,0.634<x<1.634,no
621,technician,divorced,basic.9y,no,yes,no,telephone,jul,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,1<x<3,x>3.634,no
622,entrepreneur,divorced,high.school,no,yes,yes,cellular,oct,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,1<x<3,0.634<x<1.634,no
623,unemployed,single,high.school,no,yes,yes,telephone,apr,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x<0,0<x<1,0.634<x<1.634,no
624,retired,single,basic.6y,no,no,yes,cellular,dec,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,1<x<3,0.634<x<1.634,no
625,retired,divorced,basic.9y,no,yes,yes,cellular,jul,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,x<0,1.634<x<2.634,no
626,entrepreneur,single,basic.6y,no,yes,yes,telephone,jun,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,0<x<1,1.634<x<2.634,no
627,management,single,basic.6y,no,no,no,cellular,sep,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x<0,3<x<5,0.634<x<1.634,no
628,student,divorced,professional.course,no,yes,no,telephone,nov,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,3<x<5,0.634<x<1.634,no
629,self-employed,married,basic.6y,no,yes,no,cellular,nov,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x<0,3<x<5,1.634<x<2.634,no
630,student,divorced,high.school,no,no,no,cellular,jul,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x>749,x<0,1.634<x<2.634,no
631,management,divorced,basic.4y,no,yes,no,cellular,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,3<x<5,1.634<x<2.634,no
632,student,single,basic.4y,no,yes,yes,telephone,sep,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,0<x<249,3<x<5,x>3.634,no
633,self-employed,single,basic.6y,no,no,no,cellular,dec,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,3<x<5,1.634<x<2.634,no
634,housemaid,divorced,basic.6y,no,yes,yes,telephone,sep,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x<0,1<x<3,1.634<x<2.634,no
635,services,married,illiterate,no,no,yes,cellular,dec,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,x<0,1.634<x<2.634,no
636,services,divorced,professional.course,no,no,no,telephone,dec,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,3<x<5,1.634<x<2.634,no
637,self-employed,divorced,high.school,no,no,no,cellular,mar,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x<0,x<0,1.634<x<2.634,no
638,management,single,basic.6y,no,yes,yes,cellular,mar,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,0<x<249,3<x<5,x>3.634,no
639,services,married,basic.9y,no,yes,yes,telephone,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,1<x<3,x>3.634,no
640,entrepreneur,single,university.degree,no,yes,no,cellular,mar,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,1<x<3,1.634<x<2.634,no
641,technician,divorced,basic.4y,no,yes,no,cellular,mar,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,1<x<3,x>3.634,no
642,management,divorced,professional.course,no,yes,yes,cellular,dec,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,x<0,x>3.634,no
643,student,married,basic.6y,no,yes,yes,cellular,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,1<x<3,1.634<x<2.634,no
644,services,divorced,high.school,no,yes,yes,cellular,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x<0,3<x<5,1.634<x<2.634,no
645,housemaid,single,professional.course,no,no,no,telephone,may,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,3<x<5,1.634<x<2.634,no
646,management,single,illiterate,no,yes,yes,telephone,dec,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,1<x<3,x>3.634,yes
647,entrepreneur,single,university.degree,no,no,no,cellular,jun,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,1<x<3,0.634<x<1.634,no
648,student,divorced,basic.6y,no,yes,no,cellular,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,0<x<249,x<0,1.634<x<2.634,no
649,student,divorced,high.school,no,yes,yes,telephone,jun,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,x<0,x>3.634,no
650,unemployed,divorced,high.school,no,yes,no,telephone,jul,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,3<x<5,0.634<x<1.634,no
651,housemaid,single,high.school,no,yes,no,cellular,aug,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,3<x<5,0.634<x<1.634,no
652,technician,single,illiterate,no,no,yes,cellular,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,0<x<1,0.634<x<1.634,no
653,unemployed,single,high.school,no,yes,yes,cellular,dec,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,3<x<5,1.634<x<2.634,no
654,student,married,illiterate,no,yes,yes,telephone,nov,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x>749,1<x<3,x>3.634,no
655,management,married,illiterate,no,no,no,telephone,oct,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,3<x<5,x>3.634,no
656,admin.,divorced,professional.course,no,yes,yes,telephone,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,x<0,1.634<x<2.634,no
657,services,single,university.degree,no,no,no,telephone,aug,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x<0,1<x<3,x>3.634,no
658,self-employed,married,high.school,no,no,no,telephone,apr,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x<0,1<x<3,x>3.634,no
659,unemployed,divorced,basic.9y,no,no,yes,cellular,mar,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,0<x<1,1.634<x<2.634,no
660,self-employed,married,basic.6y,no,yes,yes,telephone,jul,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,0<x<1,1.634<x<2.634,yes
661,self-employed,married,illiterate,no,yes,yes,telephone,aug,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,0<x<1,x>3.634,no
662,student,single,illiterate,no,yes,no,cellular,jun,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x<0,3<x<5,1.634<x<2.634,no
663,management,single,university.degree,no,no,yes,cellular,nov,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x<0,3<x<5,0.634<x<1.634,no
664,technician,married,professional.course,no,no,no,telephone,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,1<x<3,x>3.634,no
665,student,divorced,professional.course,no,no,yes,telephone,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,3<x<5,1.634<x<2.634,no
666,entrepreneur,single,basic.9y,no,yes,no,cellular,oct,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x>749,x<0,0.634<x<1.634,no
