id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,age,duration,campaign,pdays,previous,euribor3m,class
532,technician,married,illiterate,no,no,yes,cellular,aug,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x>749,x<0,x>3.634,no
533,unemployed,divorced,basic.4y,no,yes,yes,cellular,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,0<x<249,1<x<3,1.634<x<2.634,yes
534,student,married,illiterate,no,yes,no,cellular,mar,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,x<0,0.634<x<1.634,yes
535,blue-collar,married,university.degree,no,yes,no,cellular,mar,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,1<x<3,0.634<x<1.634,yes
536,housemaid,single,basic.4y,no,yes,no,telephone,aug,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,0<x<249,0<x<1,0.634<x<1.634,yes
537,admin.,married,professional.course,no,yes,yes,telephone,aug,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x>749,x<0,0.634<x<1.634,no
538,self-employed,single,high.school,no,yes,no,cellular,oct,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,0<x<1,1.634<x<2.634,yes
539,blue-collar,single,basic.6y,no,yes,yes,cellular,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x>749,3<x<5,1.634<x<2.634,yes
540,self-employed,married,high.school,no,no,yes,telephone,apr,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x<0,3<x<5,0.634<x<1.634,yes
541,technician,single,basic.4y,no,yes,no,telephone,nov,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x<0,0<x<1,1.634<x<2.634,yes
542,entrepreneur,married,professional.course,no,yes,no,cellular,aug,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x<0,x<0,0.634<x<1.634,yes
543,blue-collar,divorced,high.school,no,yes,yes,cellular,dec,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,x<0,0.634<x<1.634,yes
544,services,single,basic.4y,no,yes,yes,cellular,apr,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,0<x<249,1<x<3,0.634<x<1.634,yes
545,services,divorced,basic.4y,no,no,no,cellular,mar,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,0<x<1,0.634<x<1.634,no
546,entrepreneur,single,basic.9y,no,yes,yes,cellular,sep,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,3<x<5,x>3.634,no
547,blue-collar,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,x<0,x>3.634,yes
548,services,single,basic.9y,no,yes,yes,telephone,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x<0,1<x<3,1.634<x<2.634,yes
549,self-employed,divorced,illiterate,no,no,no,telephone,sep,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x<0,0<x<1,1.634<x<2.634,yes
550,technician,married,professional.course,no,yes,yes,telephone,nov,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x>749,0<x<1,x>3.634,no
551,admin.,married,illiterate,no,yes,yes,telephone,oct,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,x<0,0.634<x<1.634,no
552,self-employed,divorced,basic.4y,no,yes,no,telephone,nov,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,0<x<1,0.634<x<1.634,no
553,admin.,single,illiterate,no,no,yes,cellular,dec,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,1<x<3,1.634<x<2.634,no
554,unemployed,single,high.school,no,yes,no,cellular,nov,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,0<x<249,0<x<1,1.634<x<2.634,no
555,management,single,basic.9y,no,no,no,cellular,dec,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
556,entrepreneur,married,high.school,no,yes,yes,cellular,dec,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,x<0,0.634<x<1.634,yes
557,unemployed,married,basic.4y,no,yes,yes,cellular,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x>749,x<0,0.634<x<1.634,yes
558,student,divorced,university.degree,no,no,no,telephone,may,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,3<x<5,1.634<x<2.634,yes
559,management,married,university.degree,no,no,yes,telephone,may,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,0<x<249,0<x<1,1.634<x<2.634,no
560,management,married,professional.course,no,no,yes,cellular,aug,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,0<x<1,1.634<x<2.634,yes
561,student,divorced,professional.course,no,no,no,cellular,jul,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,1<x<3,x>3.634,no
562,student,divorced,illiterate,no,yes,yes,telephone,jun,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x<0,3<x<5,0.634<x<1.634,yes
563,services,married,basic.6y,no,yes,no,telephone,may,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x>749,0<x<1,0.634<x<1.634,no
564,housemaid,single,basic.6y,no,no,yes,cellular,apr,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,1<x<3,1.634<x<2.634,yes
565,self-employed,divorced,illiterate,no,yes,yes,telephone,dec,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,1<x<3,0.634<x<1.634,no
566,self-employed,divorced,basic.9y,no,no,yes,cellular,aug,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x<0,1<x<3,x>3.634,no
567,unemployed,single,basic.4y,no,yes,no,cellular,may,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,x<0,x>3.634,no
568,management,single,professional.course,no,yes,no,telephone,mar,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,1<x<3,1.634<x<2.634,no
569,services,married,high.school,no,no,yes,cellular,jun,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x<0,x<0,0.634<x<1.634,yes
570,services,divorced,illiterate,no,no,no,telephone,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,x<0,x>3.634,no
571,student,married,basic.6y,no,yes,no,cellular,jun,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,x<0,0.634<x<1.634,yes
572,self-employed,divorced,illiterate,no,no,yes,cellular,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,0<x<1,1.634<x<2.634,no
573,technician,divorced,basic.9y,no,yes,yes,telephone,oct,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,1<x<3,1.634<x<2.634,yes
574,admin.,single,basic.6y,no,yes,no,cellular,nov,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,1<x<3,1.634<x<2.634,no
575,student,married,basic.6y,no,yes,no,telephone,may,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,0<x<1,1.634<x<2.634,no
576,retired,divorced,basic.9y,no,yes,no,telephone,sep,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,3<x<5,x>3.634,no
577,housemaid,divorced,professional.course,no,no,no,telephone,apr,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,x<0,0.634<x<1.634,no
578,student,divorced,basic.6y,no,yes,yes,telephone,mar,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,3<x<5,x>3.634,no
579,self-employed,divorced,basic.4y,no,yes,yes,telephone,may,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x>749,0<x<1,x>3.634,no
580,self-employed,divorced,high.school,no,yes,no,cellular,may,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,x<0,x>3.634,no
581,student,married,university.degree,no,no,no,cellular,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,1<x<3,x>3.634,no
582,housemaid,divorced,high.school,no,no,yes,telephone,jul,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,x<0,1.634<x<2.634,no
583,unemployed,divorced,basic.9y,no,no,no,cellular,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,3<x<5,1.634<x<2.634,no
584,management,single,professional.course,no,no,no,telephone,dec,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,3<x<5,x>3.634,no
585,retired,divorced,basic.6y,no,yes,yes,telephone,aug,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x>749,3<x<5,0.634<x<1.634,yes
586,blue-collar,divorced,university.degree,no,yes,no,cellular,nov,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,0<x<249,x<0,0.634<x<1.634,no
587,self-employed,single,university.degree,no,yes,yes,cellular,mar,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,1<x<3,1.634<x<2.634,yes
588,technician,divorced,basic.6y,no,no,no,cellular,aug,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,x<0,x>3.634,no
589,self-employed,single,basic.4y,no,no,yes,telephone,may,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,3<x<5,1.634<x<2.634,yes
590,retired,married,university.degree,no,yes,no,telephone,apr,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,x<0,x>3.634,no
591,services,divorced,basic.6y,no,yes,yes,telephone,jul,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x<0,0<x<1,1.634<x<2.634,yes
592,services,single,basic.9y,no,no,yes,telephone,jul,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,0<x<1,0.634<x<1.634,yes
593,blue-collar,divorced,basic.9y,no,yes,yes,cellular,dec,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,x<0,1.634<x<2.634,yes
594,self-employed,single,professional.course,no,yes,no,telephone,dec,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,3<x<5,1.634<x<2.634,yes
595,unemployed,single,professional.course,no,no,no,cellular,jun,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,3<x<5,x>3.634,no
596,unemployed,married,basic.4y,no,yes,no,cellular,nov,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,0<x<249,1<x<3,x>3.634,yes
597,management,single,illiterate,no,yes,yes,telephone,apr,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x<0,x<0,0.634<x<1.634,yes
598,management,single,basic.9y,no,yes,no,cellular,dec,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,x<0,x>3.634,no
599,entrepreneur,divorced,university.degree,no,yes,no,telephone,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x>749,1<x<3,x>3.634,no
600,self-employed,married,university.degree,no,yes,yes,cellular,dec,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x<0,x<0,1.634<x<2.634,yes
601,technician,married,illiterate,no,no,no,telephone,nov,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,1<x<3,0.634<x<1.634,yes
602,management,single,basic.4y,no,no,yes,cellular,dec,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,0<x<1,0.634<x<1.634,no
603,student,divorced,basic.9y,no,no,no,telephone,nov,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,x<0,1.634<x<2.634,no
604,technician,divorced,basic.4y,no,no,yes,cellular,jun,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,x<0,0.634<x<1.634,yes
605,entrepreneur,single,basic.4y,no,no,no,cellular,nov,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
606,entrepreneur,single,university.degree,no,no,no,telephone,dec,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,x<0,1.634<x<2.634,no
607,admin.,divorced,basic.6y,no,no,no,cellular,sep,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,1<x<3,0.634<x<1.634,no
608,blue-collar,single,basic.6y,no,no,no,cellular,apr,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x<0,x<0,1.634<x<2.634,yes
609,management,married,illiterate,no,yes,no,telephone,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x<0,1<x<3,0.634<x<1.634,yes
610,housemaid,married,university.degree,no,no,no,cellular,jun,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,1<x<3,1.634<x<2.634,yes
611,entrepreneur,divorced,illiterate,no,no,yes,cellular,may,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,3<x<5,x>3.634,no
612,management,married,illiterate,no,no,yes,telephone,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x<0,x<0,x>3.634,no
613,technician,married,basic.9y,no,no,no,cellular,jul,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,3<x<5,0.634<x<1.634,yes
614,self-employed,divorced,basic.4y,no,yes,yes,telephone,dec,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
615,blue-collar,single,professional.course,no,yes,no,telephone,may,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,1<x<3,x>3.634,no
616,student,married,university.degree,no,yes,yes,cellular,nov,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,0<x<1,0.634<x<1.634,yes
617,blue-collar,divorced,high.school,no,yes,no,cellular,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,1<x<3,x>3.634,no
618,services,married,illiterate,no,no,yes,telephone,jul,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,3<x<5,0.634<x<1.634,yes
619,blue-collar,divorced,basic.6y,no,yes,yes,telephone,nov,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x>749,x<0,0.634<x<1.634,no
620,entrepreneur,married,university.degree,no,no,yes,cellular,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,x<0,1.634<x<2.634,yes
621,retired,married,basic.4y,no,no,no,cellular,sep,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x<0,x<0,1.634<x<2.634,yes
622,services,married,high.school,no,yes,yes,telephone,jun,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,3<x<5,x>3.634,no
623,housemaid,divorced,university.degree,no,no,yes,cellular,aug,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,x<0,0.634<x<1.634,yes
624,unemployed,single,illiterate,no,yes,yes,telephone,nov,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,x<0,1.634<x<2.634,yes
625,management,divorced,professional.course,no,yes,no,cellular,jun,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,0<x<249,1<x<3,0.634<x<1.634,yes
626,management,married,basic.6y,no,no,no,cellular,mar,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,3<x<5,0.634<x<1.634,yes
627,admin.,divorced,high.school,no,yes,no,telephone,nov,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,0<x<1,0.634<x<1.634,no
628,services,married,professional.course,no,yes,no,telephone,aug,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x<0,3<x<5,0.634<x<1.634,yes
629,management,married,professional.course,no,no,no,cellular,nov,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,0<x<249,3<x<5,1.634<x<2.634,yes
630,unemployed,single,basic.4y,no,yes,no,telephone,aug,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x<0,1<x<3,0.634<x<1.634,yes
631,technician,married,basic.4y,no,no,yes,cellular,apr,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,1<x<3,x>3.634,no
632,unemployed,divorced,basic.9y,no,no,yes,cellular,dec,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,x<0,1.634<x<2.634,yes
633,management,divorced,professional.course,no,no,yes,cellular,jul,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,3<x<5,0.634<x<1.634,yes
634,retired,divorced,basic.9y,no,no,yes,telephone,nov,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x>749,0<x<1,0.634<x<1.634,no
635,student,divorced,illiterate,no,no,no,telephone,may,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,x<0,1.634<x<2.634,no
636,services,single,university.degree,no,no,no,telephone,nov,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x>749,1<x<3,0.634<x<1.634,no
637,management,divorced,illiterate,no,no,yes,telephone,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,0<x<249,3<x<5,1.634<x<2.634,no
638,technician,divorced,illiterate,no,no,no,cellular,oct,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,0<x<1,1.634<x<2.634,no
639,self-employed,divorced,basic.9y,no,no,no,telephone,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,0<x<1,0.634<x<1.634,yes
640,admin.,married,basic.6y,no,no,no,cellular,mar,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,x<0,x>3.634,no
641,retired,married,basic.4y,no,no,no,cellular,apr,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,3<x<5,0.634<x<1.634,yes
642,admin.,divorced,professional.course,no,yes,no,cellular,jun,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x<0,0<x<1,x>3.634,no
643,technician,divorced,high.school,no,yes,yes,cellular,sep,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,0<x<1,1.634<x<2.634,yes
644,housemaid,divorced,professional.course,no,yes,no,telephone,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x<0,3<x<5,0.634<x<1.634,no
645,self-employed,divorced,basic.9y,no,no,no,telephone,jul,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,0<x<249,3<x<5,0.634<x<1.634,yes
646,services,married,basic.4y,no,yes,yes,telephone,may,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,0<x<249,3<x<5,x>3.634,no
647,unemployed,single,basic.6y,no,yes,yes,cellular,jul,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x>749,1<x<3,x>3.634,no
648,student,married,high.school,no,yes,no,cellular,sep,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,1<x<3,0.634<x<1.634,yes
649,management,single,basic.9y,no,yes,no,telephone,mar,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,3<x<5,1.634<x<2.634,yes
650,admin.,divorced,professional.course,no,no,yes,telephone,may,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,0<x<249,0<x<1,x>3.634,no
651,admin.,divorced,basic.6y,no,no,no,telephone,jul,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x>749,1<x<3,x>3.634,no
652,admin.,divorced,university.degree,no,no,no,cellular,sep,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,0<x<1,1.634<x<2.634,no
653,housemaid,single,basic.4y,no,no,no,cellular,jun,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,0<x<249,0<x<1,1.634<x<2.634,yes
654,student,single,university.degree,no,no,yes,telephone,mar,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,3<x<5,x>3.634,no
655,housemaid,married,basic.9y,no,no,yes,cellular,may,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,0<x<249,x<0,x>3.634,no
656,admin.,single,illiterate,no,no,yes,telephone,aug,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,1<x<3,x>3.634,no
657,blue-collar,divorced,basic.9y,no,no,yes,cellular,jul,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,3<x<5,0.634<x<1.634,yes
658,blue-collar,divorced,illiterate,no,yes,yes,telephone,jul,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,0<x<249,x<0,x>3.634,no
659,blue-collar,divorced,basic.9y,no,yes,yes,cellular,mar,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x<0,1<x<3,0.634<x<1.634,yes
660,technician,married,basic.9y,no,no,yes,telephone,jul,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,0<x<1,1.634<x<2.634,yes
661,student,divorced,professional.course,no,no,no,telephone,mar,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,1<x<3,1.634<x<2.634,no
662,services,married,basic.4y,no,no,yes,cellular,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,0<x<1,x>3.634,no
663,blue-collar,single,professional.course,no,no,yes,telephone,jun,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x<0,x<0,1.634<x<2.634,no
664,self-employed,divorced,basic.6y,no,yes,yes,telephone,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x>749,1<x<3,0.634<x<1.634,no
