id,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30_59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60_89DaysPastDueNotWorse,NumberOfDependents,class
771,0.0<x<12677.0,51<x<77,0<x<24,x<0.0,0.0<x<752187.0,x<0,x<0,x<0,0<x<24,x<0.0,YES
772,x<0.0,x>77,0<x<24,0.0<x<15276.0,x<0.0,0<x<14,x<0,13<x<27,x<0,5.0<x<10.0,NO
773,0.0<x<12677.0,0<x<25,0<x<24,15276.0<x<30553.0,x<0.0,x>43,0<x<24,0<x<13,x<0,5.0<x<10.0,NO
774,x<0.0,25<x<51,x<0,x<0.0,x<0.0,0<x<14,0<x<24,x<0,x<0,0.0<x<5.0,NO
775,0.0<x<12677.0,0<x<25,0<x<24,15276.0<x<30553.0,x<0.0,14<x<29,x<0,0<x<13,0<x<24,5.0<x<10.0,YES
776,x<0.0,x>77,x<0,x<0.0,x<0.0,x>43,x<0,0<x<13,x<0,5.0<x<10.0,NO
777,0.0<x<12677.0,x>77,x<0,15276.0<x<30553.0,x<0.0,29<x<43,0<x<24,x<0,x<0,5.0<x<10.0,NO
778,x<0.0,x>77,x<0,x<0.0,x<0.0,x<0,0<x<24,0<x<13,x<0,0.0<x<5.0,NO
779,x<0.0,51<x<77,0<x<24,x<0.0,0.0<x<752187.0,0<x<14,x<0,0<x<13,0<x<24,x<0.0,NO
780,x<0.0,25<x<51,0<x<24,0.0<x<15276.0,x<0.0,x<0,x<0,x<0,0<x<24,x<0.0,YES
781,0.0<x<12677.0,51<x<77,x<0,0.0<x<15276.0,0.0<x<752187.0,x>43,x<0,x<0,0<x<24,0.0<x<5.0,NO
782,x<0.0,25<x<51,0<x<24,0.0<x<15276.0,x<0.0,x<0,x<0,x<0,0<x<24,0.0<x<5.0,NO
783,0.0<x<12677.0,x>77,0<x<24,0.0<x<15276.0,x<0.0,0<x<14,0<x<24,13<x<27,0<x<24,0.0<x<5.0,YES
784,x<0.0,51<x<77,0<x<24,15276.0<x<30553.0,x<0.0,14<x<29,x<0,0<x<13,0<x<24,x<0.0,NO
785,x<0.0,51<x<77,x<0,0.0<x<15276.0,0.0<x<752187.0,x>43,x<0,0<x<13,x<0,x<0.0,NO
786,0.0<x<12677.0,x>77,0<x<24,x<0.0,x<0.0,0<x<14,0<x<24,0<x<13,0<x<24,0.0<x<5.0,YES
787,x<0.0,25<x<51,0<x<24,0.0<x<15276.0,0.0<x<752187.0,x>43,x<0,0<x<13,0<x<24,5.0<x<10.0,YES
788,x<0.0,25<x<51,x<0,x<0.0,x<0.0,0<x<14,0<x<24,13<x<27,0<x<24,5.0<x<10.0,YES
789,x<0.0,25<x<51,x<0,x<0.0,0.0<x<752187.0,29<x<43,0<x<24,13<x<27,0<x<24,0.0<x<5.0,YES
790,0.0<x<12677.0,x>77,0<x<24,15276.0<x<30553.0,x<0.0,14<x<29,0<x<24,0<x<13,0<x<24,0.0<x<5.0,YES
791,0.0<x<12677.0,0<x<25,x<0,0.0<x<15276.0,x<0.0,x>43,0<x<24,x<0,0<x<24,5.0<x<10.0,YES
792,x<0.0,25<x<51,x<0,0.0<x<15276.0,x<0.0,14<x<29,0<x<24,13<x<27,x<0,5.0<x<10.0,NO
793,x<0.0,x>77,x<0,15276.0<x<30553.0,x<0.0,14<x<29,0<x<24,13<x<27,x<0,5.0<x<10.0,NO
794,x<0.0,x>77,x<0,x<0.0,x<0.0,x>43,x<0,x<0,x<0,5.0<x<10.0,NO
795,x<0.0,51<x<77,0<x<24,0.0<x<15276.0,x<0.0,29<x<43,0<x<24,0<x<13,x<0,0.0<x<5.0,NO
796,x<0.0,51<x<77,0<x<24,0.0<x<15276.0,0.0<x<752187.0,29<x<43,x<0,x<0,x<0,5.0<x<10.0,NO
797,x<0.0,25<x<51,0<x<24,0.0<x<15276.0,x<0.0,x<0,0<x<24,13<x<27,0<x<24,5.0<x<10.0,YES
798,0.0<x<12677.0,25<x<51,0<x<24,0.0<x<15276.0,0.0<x<752187.0,0<x<14,x<0,x<0,0<x<24,0.0<x<5.0,NO
799,0.0<x<12677.0,25<x<51,x<0,15276.0<x<30553.0,0.0<x<752187.0,x>43,x<0,0<x<13,0<x<24,x<0.0,NO
800,x<0.0,51<x<77,x<0,15276.0<x<30553.0,0.0<x<752187.0,x<0,x<0,0<x<13,0<x<24,x<0.0,NO
801,0.0<x<12677.0,51<x<77,0<x<24,x<0.0,0.0<x<752187.0,29<x<43,x<0,x<0,0<x<24,5.0<x<10.0,YES
802,0.0<x<12677.0,0<x<25,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,29<x<43,0<x<24,x<0,x<0,0.0<x<5.0,NO
803,x<0.0,0<x<25,0<x<24,0.0<x<15276.0,0.0<x<752187.0,0<x<14,x<0,x<0,x<0,x<0.0,NO
804,0.0<x<12677.0,0<x<25,0<x<24,0.0<x<15276.0,0.0<x<752187.0,0<x<14,0<x<24,x<0,0<x<24,x<0.0,YES
805,0.0<x<12677.0,x>77,0<x<24,15276.0<x<30553.0,x<0.0,x>43,x<0,x<0,0<x<24,0.0<x<5.0,YES
806,0.0<x<12677.0,51<x<77,x<0,0.0<x<15276.0,0.0<x<752187.0,0<x<14,x<0,13<x<27,x<0,5.0<x<10.0,NO
807,x<0.0,25<x<51,0<x<24,x<0.0,0.0<x<752187.0,0<x<14,x<0,x<0,0<x<24,x<0.0,YES
808,x<0.0,x>77,0<x<24,15276.0<x<30553.0,x<0.0,29<x<43,0<x<24,0<x<13,0<x<24,x<0.0,NO
809,x<0.0,25<x<51,0<x<24,15276.0<x<30553.0,x<0.0,x<0,0<x<24,13<x<27,x<0,x<0.0,NO
810,x<0.0,51<x<77,0<x<24,0.0<x<15276.0,0.0<x<752187.0,0<x<14,x<0,0<x<13,x<0,5.0<x<10.0,NO
811,x<0.0,x>77,0<x<24,15276.0<x<30553.0,x<0.0,14<x<29,x<0,0<x<13,0<x<24,5.0<x<10.0,NO
812,x<0.0,0<x<25,0<x<24,15276.0<x<30553.0,x<0.0,0<x<14,x<0,13<x<27,0<x<24,x<0.0,NO
813,x<0.0,x>77,x<0,0.0<x<15276.0,x<0.0,0<x<14,x<0,13<x<27,x<0,0.0<x<5.0,NO
814,x<0.0,x>77,x<0,x<0.0,x<0.0,x>43,0<x<24,13<x<27,0<x<24,0.0<x<5.0,YES
815,x<0.0,x>77,x<0,x<0.0,0.0<x<752187.0,0<x<14,x<0,x<0,0<x<24,0.0<x<5.0,NO
816,x<0.0,x>77,0<x<24,15276.0<x<30553.0,x<0.0,29<x<43,x<0,x<0,0<x<24,0.0<x<5.0,YES
817,x<0.0,51<x<77,x<0,0.0<x<15276.0,0.0<x<752187.0,x<0,0<x<24,13<x<27,x<0,0.0<x<5.0,NO
818,x<0.0,51<x<77,x<0,0.0<x<15276.0,x<0.0,x<0,0<x<24,x<0,0<x<24,0.0<x<5.0,YES
819,0.0<x<12677.0,x>77,x<0,x<0.0,0.0<x<752187.0,0<x<14,x<0,0<x<13,x<0,0.0<x<5.0,NO
820,x<0.0,25<x<51,0<x<24,x<0.0,0.0<x<752187.0,x<0,0<x<24,x<0,x<0,x<0.0,NO
821,0.0<x<12677.0,x>77,x<0,0.0<x<15276.0,x<0.0,x>43,x<0,13<x<27,0<x<24,x<0.0,NO
822,0.0<x<12677.0,x>77,0<x<24,15276.0<x<30553.0,x<0.0,0<x<14,0<x<24,x<0,x<0,5.0<x<10.0,NO
823,0.0<x<12677.0,25<x<51,0<x<24,x<0.0,0.0<x<752187.0,14<x<29,0<x<24,13<x<27,x<0,0.0<x<5.0,NO
824,x<0.0,51<x<77,x<0,0.0<x<15276.0,x<0.0,x<0,0<x<24,13<x<27,0<x<24,5.0<x<10.0,YES
825,0.0<x<12677.0,x>77,x<0,15276.0<x<30553.0,0.0<x<752187.0,x<0,x<0,13<x<27,x<0,0.0<x<5.0,NO
826,0.0<x<12677.0,x>77,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,0<x<14,0<x<24,13<x<27,x<0,0.0<x<5.0,NO
827,x<0.0,51<x<77,x<0,x<0.0,0.0<x<752187.0,14<x<29,x<0,0<x<13,x<0,x<0.0,NO
828,x<0.0,0<x<25,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,0<x<14,x<0,13<x<27,0<x<24,0.0<x<5.0,YES
829,0.0<x<12677.0,x>77,x<0,x<0.0,x<0.0,x<0,x<0,13<x<27,x<0,5.0<x<10.0,NO
830,0.0<x<12677.0,x>77,x<0,0.0<x<15276.0,0.0<x<752187.0,14<x<29,0<x<24,x<0,x<0,x<0.0,NO
831,0.0<x<12677.0,51<x<77,x<0,x<0.0,0.0<x<752187.0,14<x<29,0<x<24,x<0,x<0,5.0<x<10.0,NO
832,0.0<x<12677.0,0<x<25,x<0,x<0.0,0.0<x<752187.0,x>43,0<x<24,x<0,0<x<24,5.0<x<10.0,YES
833,0.0<x<12677.0,51<x<77,x<0,0.0<x<15276.0,0.0<x<752187.0,x<0,x<0,13<x<27,0<x<24,x<0.0,NO
834,x<0.0,x>77,x<0,0.0<x<15276.0,x<0.0,x<0,0<x<24,x<0,0<x<24,0.0<x<5.0,NO
835,0.0<x<12677.0,25<x<51,0<x<24,15276.0<x<30553.0,x<0.0,x<0,x<0,0<x<13,0<x<24,x<0.0,NO
836,x<0.0,25<x<51,x<0,15276.0<x<30553.0,0.0<x<752187.0,x>43,0<x<24,0<x<13,x<0,5.0<x<10.0,NO
837,0.0<x<12677.0,x>77,x<0,0.0<x<15276.0,x<0.0,14<x<29,0<x<24,13<x<27,x<0,5.0<x<10.0,NO
838,x<0.0,25<x<51,x<0,15276.0<x<30553.0,0.0<x<752187.0,0<x<14,0<x<24,x<0,0<x<24,x<0.0,YES
839,0.0<x<12677.0,0<x<25,x<0,15276.0<x<30553.0,x<0.0,14<x<29,x<0,x<0,x<0,x<0.0,NO
840,0.0<x<12677.0,0<x<25,0<x<24,15276.0<x<30553.0,x<0.0,x<0,x<0,0<x<13,x<0,x<0.0,NO
841,0.0<x<12677.0,x>77,x<0,15276.0<x<30553.0,0.0<x<752187.0,14<x<29,0<x<24,13<x<27,0<x<24,5.0<x<10.0,YES
842,x<0.0,x>77,0<x<24,x<0.0,0.0<x<752187.0,x>43,x<0,x<0,x<0,x<0.0,NO
843,0.0<x<12677.0,25<x<51,0<x<24,0.0<x<15276.0,x<0.0,x>43,0<x<24,x<0,0<x<24,0.0<x<5.0,YES
844,x<0.0,0<x<25,x<0,x<0.0,x<0.0,29<x<43,0<x<24,0<x<13,0<x<24,x<0.0,YES
845,0.0<x<12677.0,51<x<77,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,0<x<14,0<x<24,0<x<13,x<0,x<0.0,NO
846,0.0<x<12677.0,25<x<51,0<x<24,x<0.0,x<0.0,0<x<14,0<x<24,13<x<27,0<x<24,0.0<x<5.0,YES
847,x<0.0,x>77,x<0,0.0<x<15276.0,0.0<x<752187.0,14<x<29,x<0,x<0,0<x<24,0.0<x<5.0,NO
848,0.0<x<12677.0,25<x<51,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,29<x<43,x<0,13<x<27,0<x<24,x<0.0,NO
849,x<0.0,0<x<25,0<x<24,x<0.0,0.0<x<752187.0,x<0,x<0,13<x<27,x<0,x<0.0,NO
850,0.0<x<12677.0,0<x<25,0<x<24,15276.0<x<30553.0,x<0.0,14<x<29,0<x<24,13<x<27,0<x<24,0.0<x<5.0,YES
851,0.0<x<12677.0,0<x<25,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,29<x<43,x<0,13<x<27,x<0,5.0<x<10.0,NO
852,x<0.0,25<x<51,x<0,x<0.0,x<0.0,0<x<14,x<0,13<x<27,x<0,5.0<x<10.0,NO
853,x<0.0,25<x<51,0<x<24,x<0.0,x<0.0,29<x<43,0<x<24,13<x<27,0<x<24,x<0.0,YES
854,0.0<x<12677.0,0<x<25,x<0,0.0<x<15276.0,0.0<x<752187.0,29<x<43,0<x<24,0<x<13,x<0,x<0.0,NO
855,x<0.0,51<x<77,0<x<24,x<0.0,0.0<x<752187.0,0<x<14,0<x<24,x<0,0<x<24,x<0.0,YES
856,x<0.0,25<x<51,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,14<x<29,0<x<24,13<x<27,x<0,5.0<x<10.0,NO
857,x<0.0,51<x<77,0<x<24,15276.0<x<30553.0,x<0.0,x<0,0<x<24,0<x<13,0<x<24,x<0.0,NO
858,0.0<x<12677.0,51<x<77,0<x<24,15276.0<x<30553.0,x<0.0,x>43,0<x<24,x<0,0<x<24,x<0.0,YES
859,0.0<x<12677.0,51<x<77,0<x<24,0.0<x<15276.0,0.0<x<752187.0,29<x<43,0<x<24,0<x<13,0<x<24,5.0<x<10.0,YES
860,x<0.0,25<x<51,x<0,15276.0<x<30553.0,x<0.0,29<x<43,x<0,0<x<13,0<x<24,5.0<x<10.0,YES
861,x<0.0,51<x<77,0<x<24,x<0.0,0.0<x<752187.0,29<x<43,x<0,13<x<27,x<0,0.0<x<5.0,NO
862,0.0<x<12677.0,0<x<25,0<x<24,0.0<x<15276.0,x<0.0,x>43,x<0,x<0,0<x<24,5.0<x<10.0,NO
863,x<0.0,51<x<77,x<0,0.0<x<15276.0,x<0.0,29<x<43,0<x<24,13<x<27,x<0,0.0<x<5.0,NO
864,x<0.0,25<x<51,0<x<24,0.0<x<15276.0,x<0.0,0<x<14,x<0,x<0,0<x<24,x<0.0,YES
865,x<0.0,x>77,x<0,15276.0<x<30553.0,x<0.0,x>43,x<0,13<x<27,0<x<24,0.0<x<5.0,NO
866,0.0<x<12677.0,51<x<77,x<0,0.0<x<15276.0,x<0.0,x>43,0<x<24,x<0,x<0,5.0<x<10.0,NO
867,0.0<x<12677.0,0<x<25,0<x<24,15276.0<x<30553.0,x<0.0,0<x<14,0<x<24,13<x<27,0<x<24,0.0<x<5.0,YES
868,0.0<x<12677.0,51<x<77,0<x<24,x<0.0,x<0.0,14<x<29,x<0,13<x<27,x<0,5.0<x<10.0,NO
869,x<0.0,0<x<25,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,0<x<14,0<x<24,x<0,x<0,5.0<x<10.0,NO
870,x<0.0,x>77,0<x<24,15276.0<x<30553.0,x<0.0,14<x<29,0<x<24,13<x<27,0<x<24,0.0<x<5.0,YES
871,x<0.0,25<x<51,x<0,0.0<x<15276.0,x<0.0,0<x<14,0<x<24,13<x<27,x<0,0.0<x<5.0,NO
872,0.0<x<12677.0,x>77,x<0,x<0.0,0.0<x<752187.0,x<0,x<0,x<0,x<0,5.0<x<10.0,NO
873,0.0<x<12677.0,25<x<51,x<0,15276.0<x<30553.0,0.0<x<752187.0,x<0,x<0,x<0,x<0,5.0<x<10.0,NO
874,0.0<x<12677.0,51<x<77,x<0,x<0.0,0.0<x<752187.0,0<x<14,0<x<24,x<0,x<0,x<0.0,NO
875,x<0.0,51<x<77,x<0,x<0.0,x<0.0,x>43,0<x<24,13<x<27,x<0,5.0<x<10.0,NO
876,0.0<x<12677.0,x>77,0<x<24,0.0<x<15276.0,x<0.0,x>43,x<0,13<x<27,x<0,x<0.0,NO
877,0.0<x<12677.0,x>77,x<0,0.0<x<15276.0,0.0<x<752187.0,0<x<14,0<x<24,x<0,0<x<24,0.0<x<5.0,NO
878,x<0.0,0<x<25,0<x<24,x<0.0,0.0<x<752187.0,0<x<14,x<0,0<x<13,x<0,0.0<x<5.0,NO
879,0.0<x<12677.0,25<x<51,x<0,0.0<x<15276.0,0.0<x<752187.0,x>43,0<x<24,0<x<13,0<x<24,x<0.0,NO
880,x<0.0,51<x<77,x<0,15276.0<x<30553.0,0.0<x<752187.0,0<x<14,x<0,0<x<13,x<0,5.0<x<10.0,NO
881,0.0<x<12677.0,x>77,x<0,0.0<x<15276.0,0.0<x<752187.0,x>43,x<0,x<0,x<0,0.0<x<5.0,NO
882,x<0.0,51<x<77,x<0,15276.0<x<30553.0,x<0.0,14<x<29,0<x<24,0<x<13,0<x<24,x<0.0,NO
883,x<0.0,x>77,0<x<24,15276.0<x<30553.0,x<0.0,x<0,x<0,0<x<13,0<x<24,0.0<x<5.0,NO
884,0.0<x<12677.0,x>77,x<0,x<0.0,x<0.0,29<x<43,0<x<24,0<x<13,x<0,x<0.0,NO
885,0.0<x<12677.0,x>77,x<0,15276.0<x<30553.0,0.0<x<752187.0,14<x<29,0<x<24,13<x<27,0<x<24,5.0<x<10.0,YES
886,x<0.0,51<x<77,0<x<24,15276.0<x<30553.0,x<0.0,x>43,0<x<24,13<x<27,x<0,5.0<x<10.0,NO
887,0.0<x<12677.0,0<x<25,x<0,x<0.0,0.0<x<752187.0,29<x<43,x<0,x<0,x<0,5.0<x<10.0,NO
888,x<0.0,51<x<77,0<x<24,0.0<x<15276.0,x<0.0,29<x<43,0<x<24,x<0,x<0,5.0<x<10.0,NO
889,x<0.0,x>77,x<0,0.0<x<15276.0,0.0<x<752187.0,0<x<14,x<0,13<x<27,0<x<24,x<0.0,NO
890,0.0<x<12677.0,x>77,0<x<24,x<0.0,x<0.0,x>43,x<0,0<x<13,0<x<24,x<0.0,NO
891,x<0.0,51<x<77,x<0,0.0<x<15276.0,x<0.0,0<x<14,0<x<24,13<x<27,x<0,0.0<x<5.0,NO
892,0.0<x<12677.0,0<x<25,x<0,0.0<x<15276.0,0.0<x<752187.0,x>43,x<0,13<x<27,0<x<24,0.0<x<5.0,NO
893,0.0<x<12677.0,0<x<25,0<x<24,x<0.0,x<0.0,14<x<29,x<0,x<0,x<0,0.0<x<5.0,NO
894,0.0<x<12677.0,x>77,0<x<24,x<0.0,x<0.0,0<x<14,0<x<24,x<0,0<x<24,0.0<x<5.0,YES
895,x<0.0,0<x<25,x<0,0.0<x<15276.0,x<0.0,14<x<29,0<x<24,0<x<13,0<x<24,0.0<x<5.0,YES
896,x<0.0,51<x<77,x<0,0.0<x<15276.0,x<0.0,14<x<29,0<x<24,13<x<27,0<x<24,x<0.0,NO
897,0.0<x<12677.0,51<x<77,0<x<24,0.0<x<15276.0,x<0.0,x>43,0<x<24,x<0,x<0,5.0<x<10.0,NO
898,x<0.0,51<x<77,x<0,x<0.0,0.0<x<752187.0,0<x<14,x<0,0<x<13,x<0,0.0<x<5.0,NO
899,0.0<x<12677.0,0<x<25,x<0,0.0<x<15276.0,x<0.0,0<x<14,x<0,0<x<13,0<x<24,5.0<x<10.0,NO
900,0.0<x<12677.0,51<x<77,0<x<24,x<0.0,0.0<x<752187.0,14<x<29,0<x<24,x<0,x<0,x<0.0,NO
901,0.0<x<12677.0,25<x<51,x<0,15276.0<x<30553.0,0.0<x<752187.0,x>43,0<x<24,x<0,x<0,x<0.0,NO
902,0.0<x<12677.0,25<x<51,x<0,0.0<x<15276.0,x<0.0,29<x<43,x<0,13<x<27,0<x<24,5.0<x<10.0,NO
903,0.0<x<12677.0,25<x<51,x<0,0.0<x<15276.0,x<0.0,29<x<43,0<x<24,0<x<13,x<0,5.0<x<10.0,NO
904,x<0.0,0<x<25,x<0,x<0.0,x<0.0,14<x<29,0<x<24,13<x<27,0<x<24,x<0.0,YES
905,x<0.0,51<x<77,0<x<24,0.0<x<15276.0,0.0<x<752187.0,x>43,x<0,0<x<13,x<0,x<0.0,NO
906,0.0<x<12677.0,0<x<25,0<x<24,0.0<x<15276.0,x<0.0,0<x<14,0<x<24,0<x<13,x<0,5.0<x<10.0,NO
907,0.0<x<12677.0,25<x<51,0<x<24,0.0<x<15276.0,x<0.0,0<x<14,0<x<24,13<x<27,0<x<24,5.0<x<10.0,YES
908,x<0.0,25<x<51,x<0,x<0.0,x<0.0,29<x<43,x<0,13<x<27,x<0,x<0.0,NO
909,x<0.0,x>77,x<0,0.0<x<15276.0,x<0.0,29<x<43,x<0,13<x<27,0<x<24,5.0<x<10.0,NO
910,0.0<x<12677.0,0<x<25,x<0,0.0<x<15276.0,x<0.0,x<0,0<x<24,13<x<27,0<x<24,5.0<x<10.0,YES
911,0.0<x<12677.0,25<x<51,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,0<x<14,x<0,13<x<27,0<x<24,0.0<x<5.0,YES
912,x<0.0,0<x<25,x<0,x<0.0,0.0<x<752187.0,x>43,x<0,x<0,0<x<24,x<0.0,NO
913,0.0<x<12677.0,25<x<51,x<0,0.0<x<15276.0,x<0.0,14<x<29,x<0,0<x<13,x<0,0.0<x<5.0,NO
914,x<0.0,x>77,0<x<24,x<0.0,x<0.0,0<x<14,x<0,0<x<13,0<x<24,5.0<x<10.0,NO
915,x<0.0,0<x<25,x<0,15276.0<x<30553.0,0.0<x<752187.0,x>43,0<x<24,13<x<27,0<x<24,5.0<x<10.0,YES
916,x<0.0,x>77,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,x<0,0<x<24,0<x<13,x<0,x<0.0,NO
917,x<0.0,x>77,0<x<24,0.0<x<15276.0,0.0<x<752187.0,0<x<14,x<0,13<x<27,0<x<24,0.0<x<5.0,NO
918,0.0<x<12677.0,51<x<77,0<x<24,0.0<x<15276.0,0.0<x<752187.0,x>43,0<x<24,x<0,0<x<24,5.0<x<10.0,YES
919,x<0.0,0<x<25,x<0,0.0<x<15276.0,x<0.0,14<x<29,x<0,x<0,0<x<24,5.0<x<10.0,NO
920,0.0<x<12677.0,51<x<77,x<0,0.0<x<15276.0,0.0<x<752187.0,29<x<43,0<x<24,0<x<13,0<x<24,5.0<x<10.0,YES
921,x<0.0,25<x<51,x<0,x<0.0,x<0.0,0<x<14,0<x<24,x<0,x<0,x<0.0,NO
922,0.0<x<12677.0,0<x<25,x<0,x<0.0,x<0.0,0<x<14,x<0,13<x<27,0<x<24,x<0.0,NO
923,x<0.0,51<x<77,0<x<24,x<0.0,0.0<x<752187.0,14<x<29,0<x<24,13<x<27,0<x<24,5.0<x<10.0,YES
924,x<0.0,x>77,x<0,x<0.0,x<0.0,x<0,x<0,13<x<27,0<x<24,0.0<x<5.0,NO
925,0.0<x<12677.0,25<x<51,0<x<24,x<0.0,x<0.0,x<0,0<x<24,13<x<27,x<0,5.0<x<10.0,NO
926,x<0.0,51<x<77,0<x<24,0.0<x<15276.0,x<0.0,0<x<14,x<0,0<x<13,x<0,5.0<x<10.0,NO
927,0.0<x<12677.0,0<x<25,x<0,0.0<x<15276.0,0.0<x<752187.0,14<x<29,0<x<24,13<x<27,0<x<24,5.0<x<10.0,YES
928,0.0<x<12677.0,51<x<77,0<x<24,0.0<x<15276.0,0.0<x<752187.0,14<x<29,x<0,0<x<13,0<x<24,x<0.0,NO
929,0.0<x<12677.0,x>77,0<x<24,0.0<x<15276.0,x<0.0,0<x<14,0<x<24,x<0,0<x<24,0.0<x<5.0,YES
930,x<0.0,51<x<77,x<0,15276.0<x<30553.0,x<0.0,x>43,0<x<24,0<x<13,0<x<24,x<0.0,NO
931,0.0<x<12677.0,51<x<77,x<0,15276.0<x<30553.0,x<0.0,14<x<29,0<x<24,x<0,0<x<24,0.0<x<5.0,YES
932,x<0.0,51<x<77,0<x<24,x<0.0,x<0.0,29<x<43,0<x<24,13<x<27,x<0,5.0<x<10.0,NO
933,x<0.0,51<x<77,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,14<x<29,0<x<24,x<0,0<x<24,x<0.0,YES
934,x<0.0,0<x<25,x<0,15276.0<x<30553.0,x<0.0,29<x<43,x<0,0<x<13,0<x<24,0.0<x<5.0,YES
935,x<0.0,0<x<25,x<0,0.0<x<15276.0,x<0.0,0<x<14,0<x<24,x<0,x<0,0.0<x<5.0,NO
936,x<0.0,x>77,0<x<24,0.0<x<15276.0,0.0<x<752187.0,x>43,x<0,13<x<27,x<0,5.0<x<10.0,NO
937,0.0<x<12677.0,25<x<51,0<x<24,0.0<x<15276.0,x<0.0,x<0,0<x<24,13<x<27,x<0,5.0<x<10.0,NO
938,x<0.0,x>77,0<x<24,0.0<x<15276.0,x<0.0,x>43,x<0,13<x<27,x<0,0.0<x<5.0,NO
939,x<0.0,x>77,x<0,x<0.0,0.0<x<752187.0,x<0,x<0,x<0,0<x<24,x<0.0,NO
940,0.0<x<12677.0,x>77,0<x<24,x<0.0,0.0<x<752187.0,14<x<29,0<x<24,13<x<27,x<0,5.0<x<10.0,NO
941,x<0.0,25<x<51,x<0,x<0.0,0.0<x<752187.0,0<x<14,x<0,13<x<27,x<0,0.0<x<5.0,NO
942,0.0<x<12677.0,x>77,0<x<24,0.0<x<15276.0,0.0<x<752187.0,29<x<43,0<x<24,0<x<13,x<0,5.0<x<10.0,NO
943,x<0.0,25<x<51,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,0<x<14,0<x<24,x<0,0<x<24,x<0.0,YES
944,x<0.0,51<x<77,x<0,15276.0<x<30553.0,x<0.0,x>43,x<0,x<0,0<x<24,0.0<x<5.0,NO
945,0.0<x<12677.0,25<x<51,x<0,0.0<x<15276.0,0.0<x<752187.0,29<x<43,x<0,13<x<27,0<x<24,5.0<x<10.0,NO
946,0.0<x<12677.0,x>77,0<x<24,x<0.0,x<0.0,0<x<14,0<x<24,13<x<27,x<0,5.0<x<10.0,NO
947,0.0<x<12677.0,0<x<25,x<0,x<0.0,x<0.0,x<0,x<0,13<x<27,0<x<24,0.0<x<5.0,NO
948,x<0.0,51<x<77,x<0,0.0<x<15276.0,0.0<x<752187.0,x<0,x<0,0<x<13,x<0,5.0<x<10.0,NO
949,x<0.0,x>77,x<0,x<0.0,0.0<x<752187.0,0<x<14,0<x<24,13<x<27,0<x<24,x<0.0,NO
950,0.0<x<12677.0,x>77,0<x<24,x<0.0,x<0.0,0<x<14,0<x<24,0<x<13,x<0,5.0<x<10.0,NO
951,x<0.0,0<x<25,0<x<24,15276.0<x<30553.0,x<0.0,0<x<14,0<x<24,13<x<27,x<0,0.0<x<5.0,NO
952,x<0.0,25<x<51,x<0,0.0<x<15276.0,x<0.0,0<x<14,0<x<24,0<x<13,x<0,0.0<x<5.0,NO
953,0.0<x<12677.0,0<x<25,0<x<24,15276.0<x<30553.0,0.0<x<752187.0,14<x<29,x<0,13<x<27,x<0,x<0.0,NO
954,0.0<x<12677.0,0<x<25,0<x<24,0.0<x<15276.0,x<0.0,x>43,0<x<24,13<x<27,0<x<24,x<0.0,YES
955,0.0<x<12677.0,0<x<25,0<x<24,x<0.0,x<0.0,0<x<14,0<x<24,0<x<13,x<0,x<0.0,NO
956,0.0<x<12677.0,x>77,x<0,0.0<x<15276.0,x<0.0,x<0,0<x<24,x<0,0<x<24,0.0<x<5.0,NO
957,x<0.0,x>77,x<0,x<0.0,0.0<x<752187.0,14<x<29,x<0,0<x<13,0<x<24,x<0.0,NO
958,0.0<x<12677.0,25<x<51,x<0,15276.0<x<30553.0,0.0<x<752187.0,29<x<43,x<0,13<x<27,0<x<24,5.0<x<10.0,NO
959,x<0.0,25<x<51,0<x<24,x<0.0,0.0<x<752187.0,x<0,0<x<24,0<x<13,0<x<24,0.0<x<5.0,YES
960,x<0.0,0<x<25,x<0,x<0.0,0.0<x<752187.0,14<x<29,x<0,13<x<27,0<x<24,x<0.0,NO
961,x<0.0,25<x<51,x<0,x<0.0,0.0<x<752187.0,x>43,0<x<24,13<x<27,x<0,x<0.0,NO
962,0.0<x<12677.0,0<x<25,0<x<24,x<0.0,x<0.0,29<x<43,x<0,0<x<13,x<0,5.0<x<10.0,NO
963,0.0<x<12677.0,25<x<51,x<0,0.0<x<15276.0,0.0<x<752187.0,0<x<14,0<x<24,x<0,x<0,0.0<x<5.0,NO
964,x<0.0,25<x<51,0<x<24,x<0.0,x<0.0,x>43,x<0,13<x<27,x<0,0.0<x<5.0,NO
