id,RevolvingUtilizationOfUnsecuredLines,DebtRatio,Unnamed: 0,age,NumberOfTime30-59DaysPastDueNotWorse,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,class
785,0.083322224,0.931785196,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
786,0.062716294,0.153061224,x>1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x<24,4<x<6,NO
787,0.621468927,0.266495287,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
788,0.068063285,2.777496839,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x>73,0<x<2,NO
789,0.003749688,0.228154369,603<x<1205,39<x<57,0<x<24,15897<x<31794,x<11,x<24,4<x<8,x>73,x>6,NO
790,0.004253668,0.441378143,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x<2,NO
791,0.913773615,0.05832286900000001,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x>73,0<x<2,NO
792,0.5683921679999999,0.43115721,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,0<x<2,NO
793,0.595095253,0.29991431,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,0<x<2,NO
794,0.008288705,0.257707218,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
795,2.837806547,0.553889222,1205<x<1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x>6,YES
796,0.002197706,0.550224888,2<x<603,x>75,x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,YES
797,0.417502012,0.004916257,x>1807,x>75,0<x<24,1<x<15897,11<x<23,x>73,0<x<4,0<x<24,x<2,NO
798,0.267905614,0.333703621,2<x<603,x>75,x<24,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,2<x<4,NO
799,0.21955042,0.313671582,x>1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,x>73,4<x<6,NO
800,0.250713314,0.505247376,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,0<x<2,YES
801,0.626266154,0.071192375,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
802,0.08131073700000001,0.6845681309999999,x>1807,x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,0<x<2,YES
803,1.047495906,0.332303218,x>1807,x>75,0<x<24,x>47691,23<x<34,0<x<24,0<x<4,0<x<24,0<x<2,YES
804,0.062093267,0.673163418,603<x<1205,x>75,x>73,1<x<15897,11<x<23,0<x<24,4<x<8,x>73,2<x<4,NO
805,0.046057815,0.362135177,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
806,0.346881093,0.36775483,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,0<x<2,NO
807,0.242524917,0.00359928,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
808,0.003204331,0.238212526,x>1807,57<x<75,x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,2<x<4,NO
809,0.472495626,0.575630741,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,x<24,0<x<4,0<x<24,4<x<6,NO
810,0.135407518,1.2979007,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,x>73,0<x<4,x>73,0<x<2,NO
811,0.459293814,0.406053995,1205<x<1807,39<x<57,0<x<24,1<x<15897,23<x<34,x<24,0<x<4,0<x<24,2<x<4,NO
812,0.007909158000000001,0.074071225,2<x<603,21<x<39,x<24,1<x<15897,11<x<23,x<24,4<x<8,x<24,x<2,NO
813,0.073251754,0.189702574,x>1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
814,0.139620561,0.004881025,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,x<24,0<x<4,0<x<24,x<2,NO
815,0.704073982,0.055915527,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,0<x<2,NO
816,0.267905614,0.41393079,1205<x<1807,39<x<57,0<x<24,1<x<15897,23<x<34,x>73,4<x<8,0<x<24,0<x<2,NO
817,0.223055966,0.179793912,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,2<x<4,NO
818,0.016066131,0.041583367,x>1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x>73,2<x<4,NO
819,0.798608056,0.274253271,603<x<1205,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,2<x<4,YES
820,0.281115558,0.290229092,2<x<603,39<x<57,x<24,1<x<15897,11<x<23,0<x<24,x<4,0<x<24,0<x<2,NO
821,0.0017864970000000004,0.144113613,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,x<24,0<x<4,x<24,x>6,NO
822,0.990764426,0.480082158,603<x<1205,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,2<x<4,NO
823,0.190258151,0.271186441,x>1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,0<x<2,NO
824,0.117213048,0.377631696,x>1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,NO
825,0.001890458,0.22622108,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,8<x<12,x>73,2<x<4,NO
826,0.460376317,0.067877957,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x<2,NO
827,0.29304181100000004,0.462354974,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,0<x<2,NO
828,0.073441724,0.263516583,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
829,0.034833091000000004,0.489956641,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,0<x<2,YES
830,0.058687793,1.104301274,x>1807,21<x<39,x<24,15897<x<31794,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
831,0.021319787000000003,0.165566887,x>1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x>6,YES
832,0.222099822,0.478291378,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,4<x<6,NO
833,0.004384128,0.484398217,1205<x<1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x>6,NO
834,0.685700235,0.489627593,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
835,0.442308844,0.136047134,2<x<603,21<x<39,0<x<24,1<x<15897,11<x<23,x>73,0<x<4,0<x<24,x>6,NO
836,0.122276134,0.489956641,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,YES
837,0.046682013,0.431305341,1205<x<1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,0<x<2,NO
838,0.254548841,0.07430856400000001,x>1807,21<x<39,0<x<24,1<x<15897,0<x<11,x>73,x>12,0<x<24,2<x<4,NO
839,0.602746575,0.14616321599999998,603<x<1205,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,x<24,0<x<2,NO
840,0.034645112,0.5725903210000001,x>1807,x>75,x<24,1<x<15897,0<x<11,x>73,0<x<4,0<x<24,4<x<6,NO
841,0.054537616,0.137081955,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
842,0.600066364,0.185055253,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,8<x<12,0<x<24,4<x<6,NO
843,0.078912031,0.017052375,x>1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,x>6,NO
844,0.92358804,0.001287001,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x<24,x>6,NO
845,0.098019024,0.366545247,1205<x<1807,57<x<75,x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x<2,NO
846,0.373342184,0.748603352,603<x<1205,21<x<39,x>73,1<x<15897,0<x<11,x>73,0<x<4,x>73,4<x<6,NO
847,0.002108808,0.370876375,603<x<1205,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,4<x<6,NO
848,0.325306795,0.15218278300000002,2<x<603,21<x<39,x>73,1<x<15897,11<x<23,x<24,0<x<4,x<24,0<x<2,NO
849,0.443696851,0.344655345,1205<x<1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,4<x<6,NO
850,1.022703603,0.180116959,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
851,0.002197706,0.004881025,2<x<603,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,8<x<12,x<24,4<x<6,NO
852,0.188116791,3.214642263,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x<24,2<x<4,NO
853,0.7592865809999999,0.261609907,2<x<603,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,2<x<4,NO
854,0.03929607,0.53152876,603<x<1205,39<x<57,x<24,1<x<15897,x<11,0<x<24,0<x<4,0<x<24,2<x<4,NO
855,0.004595129,0.437743191,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,x>6,NO
856,0.798608056,0.489627593,2<x<603,x>75,x>73,1<x<15897,23<x<34,0<x<24,x<4,0<x<24,4<x<6,NO
857,0.303297053,0.356018715,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,0<x<2,NO
858,0.003555358,0.263849384,603<x<1205,x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x>73,0<x<2,NO
859,0.537344212,0.297139683,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,x<24,x>12,x>73,0<x<2,NO
860,0.352478044,0.53801306,603<x<1205,57<x<75,x<24,1<x<15897,x>34,x>73,0<x<4,0<x<24,x>6,NO
861,0.487837796,0.5843710520000001,x>1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,4<x<6,NO
862,0.07751379900000001,0.209891754,x>1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,4<x<6,NO
863,0.059668871,0.242281682,1205<x<1807,x>75,x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,2<x<4,NO
864,0.141188966,0.6536804,2<x<603,57<x<75,x<24,1<x<15897,0<x<11,x>73,0<x<4,x<24,x>6,NO
865,0.975146408,0.365306454,603<x<1205,x>75,0<x<24,1<x<15897,0<x<11,x>73,x>12,0<x<24,0<x<2,YES
866,0.389992844,1.114622389,1205<x<1807,57<x<75,x>73,1<x<15897,23<x<34,x>73,0<x<4,0<x<24,4<x<6,NO
867,0.474404095,0.267146571,x>1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x>73,x>6,NO
868,0.013609221,0.387526779,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,0<x<2,NO
869,0.373565661,0.2706115,x>1807,57<x<75,x<24,1<x<15897,x>34,0<x<24,4<x<8,0<x<24,x>6,NO
870,1.050951924,0.4872889970000001,1205<x<1807,39<x<57,x<24,1<x<15897,0<x<11,0<x<24,8<x<12,0<x<24,x>6,YES
871,0.6877790970000001,0.007997715,x>1807,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,8<x<12,x>73,x<2,NO
872,0.000933292,0.387956894,603<x<1205,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,2<x<4,NO
873,0.994133464,1.031724668,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x>6,YES
874,0.08510840900000001,0.196592119,603<x<1205,x>75,x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
875,0.512038648,0.099845092,x>1807,x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
876,0.904559865,0.335438375,1205<x<1807,39<x<57,x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
877,0.06080345700000001,0.51241535,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,0<x<24,x>6,NO
878,0.002072256,0.410598234,1205<x<1807,57<x<75,0<x<24,1<x<15897,0<x<11,x>73,x>12,0<x<24,0<x<2,NO
879,0.33330412600000003,0.00012837,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x<24,x>6,NO
880,0.25250536100000004,0.384779992,603<x<1205,39<x<57,x>73,1<x<15897,11<x<23,0<x<24,4<x<8,x<24,4<x<6,NO
881,0.425597312,0.182954261,x>1807,21<x<39,0<x<24,1<x<15897,23<x<34,x>73,x<4,x<24,x>6,NO
882,0.010350125,0.138238573,603<x<1205,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,4<x<6,NO
883,0.15664578099999998,0.783073131,x>1807,57<x<75,x>73,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,4<x<6,NO
884,0.008684579,0.418702196,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x<2,NO
885,0.023681718,0.374304267,603<x<1205,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,4<x<6,NO
886,0.018660989,1.247340213,x>1807,x>75,0<x<24,15897<x<31794,0<x<11,0<x<24,8<x<12,0<x<24,0<x<2,YES
887,0.001019592,0.093229216,2<x<603,57<x<75,x>73,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,4<x<6,NO
888,0.028005705,0.816818357,2<x<603,x>75,0<x<24,1<x<15897,0<x<11,x<24,8<x<12,0<x<24,x<2,NO
889,0.041193578,0.306381499,1205<x<1807,57<x<75,x>73,15897<x<31794,11<x<23,0<x<24,0<x<4,x>73,2<x<4,NO
890,0.444837661,0.8245598670000001,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,NO
891,0.002197706,0.092913547,603<x<1205,39<x<57,x>73,1<x<15897,11<x<23,0<x<24,8<x<12,0<x<24,x<2,NO
892,0.147292635,0.19089626,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,x>73,x>12,0<x<24,2<x<4,NO
893,0.053431552,0.300579961,x>1807,57<x<75,0<x<24,1<x<15897,x>34,x>73,4<x<8,x>73,2<x<4,NO
894,0.003938695,0.313439924,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
895,0.281131894,1.094979352,1205<x<1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x<24,0<x<2,YES
896,0.50329934,0.234941265,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
897,0.083781617,0.238471257,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,x<24,x>12,0<x<24,x>6,NO
898,0.160898806,0.352214765,1205<x<1807,21<x<39,0<x<24,15897<x<31794,23<x<34,x>73,4<x<8,0<x<24,0<x<2,NO
899,0.825366105,0.6625451920000001,1205<x<1807,21<x<39,x<24,1<x<15897,11<x<23,x<24,4<x<8,0<x<24,0<x<2,NO
900,0.446806594,0.391854139,2<x<603,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x>73,4<x<6,NO
901,0.000583899,0.273821267,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,2<x<4,NO
902,0.30698663800000003,0.144616356,1205<x<1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,2<x<4,NO
903,0.006838698000000001,0.8439450690000001,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,0<x<2,YES
904,0.511248875,0.27887981300000003,1205<x<1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,x>73,2<x<4,NO
905,0.944044764,0.144948404,x>1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,2<x<4,NO
906,0.050857227000000005,0.438969765,2<x<603,x>75,0<x<24,1<x<15897,0<x<11,x>73,x>12,0<x<24,x>6,NO
907,0.602794411,0.473099828,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x<24,0<x<2,NO
908,0.143931853,0.323684586,603<x<1205,21<x<39,x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
909,0.965034965,0.018325698,2<x<603,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x>73,0<x<2,NO
910,0.543445655,0.375291634,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x>73,2<x<4,NO
911,0.08833659099999999,0.283765445,x>1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,x<4,0<x<24,x>6,NO
912,0.063688754,0.153303219,x>1807,x>75,0<x<24,1<x<15897,0<x<11,x>73,0<x<4,x>73,2<x<4,NO
913,0.16351208,0.477503628,x>1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
914,0.188387441,0.168593933,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,x<24,4<x<8,0<x<24,4<x<6,YES
915,0.103659756,0.671076012,1205<x<1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
916,0.013916922,0.222254307,1205<x<1807,57<x<75,0<x<24,1<x<15897,x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
917,0.026572577000000003,0.27112148,1205<x<1807,x>75,x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,0<x<2,NO
918,0.000866638,0.241135663,1205<x<1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,x>73,4<x<6,NO
919,0.24535301,0.35381949100000004,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
920,0.600066364,0.002671416,x>1807,57<x<75,0<x<24,1<x<15897,x>34,x<24,x<4,0<x<24,2<x<4,NO
921,0.493506494,0.384761524,603<x<1205,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,2<x<4,NO
922,0.01699306,0.002220577,1205<x<1807,21<x<39,0<x<24,1<x<15897,23<x<34,x>73,x>12,0<x<24,2<x<4,NO
923,0.23917710000000006,0.194925029,2<x<603,21<x<39,0<x<24,1<x<15897,23<x<34,x<24,8<x<12,0<x<24,2<x<4,NO
924,0.006956358,11311.0,2<x<603,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x>73,x>6,NO
925,0.133688867,0.222768316,603<x<1205,21<x<39,0<x<24,1<x<15897,x<11,0<x<24,0<x<4,x>73,x<2,NO
926,0.284951627,2196.0,x>1807,39<x<57,x>73,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,0<x<2,NO
927,0.000200799,0.18566124,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
928,0.03232503,0.001690005,x>1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,2<x<4,NO
929,0.6918699909999999,0.179975176,x>1807,21<x<39,x>73,1<x<15897,11<x<23,0<x<24,4<x<8,x>73,x<2,NO
930,0.788340389,1189.0,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x>6,NO
931,0.025892469,0.421201915,603<x<1205,x>75,0<x<24,1<x<15897,0<x<11,x<24,x>12,0<x<24,x>6,NO
932,0.228591229,0.121568627,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x>73,4<x<6,NO
933,0.014466655,0.216280839,x>1807,x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
934,0.466334165,0.32407510300000003,603<x<1205,39<x<57,x<24,1<x<15897,x<11,0<x<24,0<x<4,x<24,0<x<2,NO
935,0.028200734,0.402248595,x>1807,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,4<x<6,NO
936,0.02365588,0.412979783,2<x<603,21<x<39,0<x<24,1<x<15897,x>34,x<24,4<x<8,x>73,4<x<6,NO
937,0.211206477,0.177007047,x>1807,57<x<75,x<24,15897<x<31794,0<x<11,x<24,x>12,0<x<24,0<x<2,NO
938,0.061440132,0.3041988,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
939,0.5112397,0.198811453,1205<x<1807,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,x>6,NO
940,0.8292682929999999,0.312937413,1205<x<1807,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
941,0.18805926,1.409716125,2<x<603,21<x<39,0<x<24,1<x<15897,x<11,0<x<24,0<x<4,0<x<24,2<x<4,NO
942,0.831128732,0.5725903210000001,1205<x<1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,x>73,2<x<4,YES
943,0.6431339220000001,0.342005076,2<x<603,x>75,x<24,1<x<15897,x<11,0<x<24,4<x<8,0<x<24,x<2,NO
944,0.888008615,0.327049414,1205<x<1807,x>75,x>73,1<x<15897,11<x<23,0<x<24,x<4,x>73,4<x<6,NO
945,0.106091621,0.7001533740000001,603<x<1205,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,x<4,0<x<24,x>6,NO
946,0.6669486960000001,0.04578345,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,NO
947,0.162063966,1.055195584,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
948,0.546015655,0.192701825,603<x<1205,x>75,x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x>6,NO
949,0.007140319,0.016795866,2<x<603,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
950,0.389219882,0.692561488,603<x<1205,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,2<x<4,NO
951,0.016845408,0.020708083,2<x<603,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,2<x<4,NO
952,0.254093195,0.5274314210000001,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
953,0.378589923,0.24651504,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x>73,4<x<6,NO
954,0.011883886,887.0,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,8<x<12,x<24,2<x<4,NO
955,0.099815157,0.090074333,603<x<1205,39<x<57,0<x<24,1<x<15897,x<11,x<24,0<x<4,x<24,x>6,NO
956,0.000428551,0.038740315,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
957,0.001882242,0.505338078,x>1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,x>6,NO
958,0.098407733,0.00012837,x>1807,x>75,0<x<24,1<x<15897,0<x<11,x>73,4<x<8,0<x<24,x>6,NO
959,0.754010532,0.0013630170000000002,x>1807,57<x<75,0<x<24,1<x<15897,0<x<11,x<24,4<x<8,0<x<24,x>6,NO
960,0.271668778,0.020152792,2<x<603,39<x<57,x>73,1<x<15897,x>34,0<x<24,4<x<8,x>73,x>6,NO
961,0.135778145,0.30420130300000003,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x<24,4<x<6,NO
962,0.030996074,0.521942353,2<x<603,39<x<57,0<x<24,1<x<15897,23<x<34,x<24,0<x<4,0<x<24,0<x<2,NO
963,0.818977517,364.0,2<x<603,57<x<75,x>73,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x>6,NO
964,0.014441183,2883.0,1205<x<1807,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,x>6,NO
965,1.050951924,0.298644545,2<x<603,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,2<x<4,YES
966,0.028592856,0.656079988,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,x<24,4<x<8,x<24,0<x<2,NO
967,0.134191514,0.018495376,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,x<24,x>12,0<x<24,0<x<2,NO
968,0.333060631,0.38380135,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x>6,NO
969,0.025892469,0.812870978,2<x<603,x>75,x<24,1<x<15897,0<x<11,0<x<24,8<x<12,0<x<24,4<x<6,NO
970,0.284236153,0.003999,1205<x<1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x<24,x<2,NO
971,0.054553316,0.827038942,603<x<1205,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
972,0.228493987,3095.0,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,x<2,NO
973,0.228493987,0.643262895,603<x<1205,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,0<x<2,YES
974,0.460376317,0.0013630170000000002,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,NO
975,0.7186937520000001,0.149209191,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
976,0.011505437,0.418702196,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,x>73,8<x<12,x<24,x>6,NO
977,0.467479789,0.011195522,603<x<1205,39<x<57,0<x<24,1<x<15897,0<x<11,x<24,0<x<4,0<x<24,2<x<4,NO
978,0.554406315,0.152896812,1205<x<1807,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x>73,2<x<4,NO
979,0.611865678,0.160493827,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x<24,x<2,NO
980,0.431904058,0.667821846,1205<x<1807,57<x<75,0<x<24,15897<x<31794,0<x<11,0<x<24,4<x<8,0<x<24,x>6,NO
981,0.220823719,0.220213749,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,x<2,NO
