id,workclass,education,relationship,race,sex,native_country,age,fnlwgt,education_num,hours_per_week,class
877, Federal_gov, Assoc_acdm, Not_in_family, Asian_Pac_Islander, Female, Puerto_Rico,17<x<35,21174<x<274186,4<x<8,50<x<74,LOW
878, Private, Masters, Unmarried, White, Female, India,53<x<71,274186<x<527198,x>12,50<x<74,LOW
879, Federal_gov, Bachelors, Husband, White, Female, China,53<x<71,21174<x<274186,x<4,x>74,HIGH
880, Self_emp_inc, 5th_6th, Wife, Black, Male, Poland,17<x<35,21174<x<274186,8<x<12,50<x<74,LOW
881, State_gov, Assoc_voc, Unmarried, White, Male, India,17<x<35,21174<x<274186,1<x<4,50<x<74,LOW
882, Local_gov, 10th, Not_in_family, Amer_Indian_Eskimo, Female, Germany,35<x<53,21174<x<274186,4<x<8,1<x<25,LOW
883, Self_emp_not_inc, 7th_8th, Other_relative, White, Female, Germany,53<x<71,274186<x<527198,x>12,1<x<25,LOW
884, Self_emp_inc, 9th, Unmarried, Asian_Pac_Islander, Female, Iran,53<x<71,21174<x<274186,8<x<12,25<x<50,LOW
885, Federal_gov, Doctorate, Own_child, Other, Female, Cuba,17<x<35,21174<x<274186,8<x<12,1<x<25,LOW
886, Local_gov, Some_college, Husband, Black, Female, Yugoslavia,53<x<71,274186<x<527198,8<x<12,1<x<25,LOW
887, Private, 9th, Other_relative, Asian_Pac_Islander, Female, Germany,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
888, Private, Some_college, Not_in_family, White, Female, Canada,x<35,274186<x<527198,1<x<4,1<x<25,LOW
889, Private, 7th_8th, Own_child, Black, Male, El_Salvador,35<x<53,21174<x<274186,x>12,1<x<25,LOW
890, Local_gov, 7th_8th, Unmarried, Amer_Indian_Eskimo, Male, Japan,x>71,21174<x<274186,x>12,25<x<50,LOW
891, Local_gov, 10th, Wife, Amer_Indian_Eskimo, Male, South,17<x<35,21174<x<274186,8<x<12,25<x<50,LOW
892, Local_gov, Bachelors, Wife, White, Male, India,x>71,274186<x<527198,4<x<8,1<x<25,HIGH
893, Federal_gov, Bachelors, Husband, White, Male, England,x<35,274186<x<527198,1<x<4,1<x<25,LOW
894, Private, 11th, Unmarried, Amer_Indian_Eskimo, Female, India,35<x<53,21174<x<274186,8<x<12,x>74,LOW
895, State_gov, Assoc_acdm, Other_relative, Other, Male, Columbia,35<x<53,21174<x<274186,1<x<4,25<x<50,LOW
896, Self_emp_not_inc, Some_college, Own_child, Amer_Indian_Eskimo, Male, Portugal,x>71,21174<x<274186,1<x<4,1<x<25,LOW
897, Federal_gov, Doctorate, Own_child, Asian_Pac_Islander, Female, El_Salvador,53<x<71,274186<x<527198,1<x<4,25<x<50,LOW
898, Private, 12th, Own_child, Other, Female, Japan,35<x<53,274186<x<527198,1<x<4,50<x<74,LOW
899, State_gov, Assoc_acdm, Husband, White, Female, India,35<x<53,21174<x<274186,4<x<8,25<x<50,LOW
900, Self_emp_not_inc, Assoc_acdm, Other_relative, Asian_Pac_Islander, Male, El_Salvador,35<x<53,21174<x<274186,x>12,50<x<74,LOW
901, Self_emp_inc, 7th_8th, Husband, Other, Male, Philippines,x>71,21174<x<274186,8<x<12,1<x<25,LOW
902, Local_gov, Assoc_voc, Own_child, Black, Male, Portugal,53<x<71,21174<x<274186,1<x<4,50<x<74,LOW
903, Self_emp_not_inc, 1st_4th, Not_in_family, Other, Female, Laos,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
904, Federal_gov, 9th, Own_child, Asian_Pac_Islander, Male, China,17<x<35,274186<x<527198,4<x<8,1<x<25,LOW
905, Self_emp_inc, 12th, Own_child, Black, Female, Cambodia,53<x<71,274186<x<527198,4<x<8,25<x<50,LOW
906, Self_emp_inc, 7th_8th, Wife, Asian_Pac_Islander, Male, Poland,17<x<35,21174<x<274186,4<x<8,x>74,HIGH
907, Self_emp_inc, 11th, Other_relative, Black, Female, Taiwan,x>71,21174<x<274186,x>12,x>74,LOW
908, State_gov, 9th, Wife, Amer_Indian_Eskimo, Male, Mexico,53<x<71,21174<x<274186,8<x<12,25<x<50,LOW
909, Self_emp_not_inc, 10th, Other_relative, Amer_Indian_Eskimo, Male, Jamaica,35<x<53,21174<x<274186,1<x<4,x>74,LOW
910, Local_gov, 12th, Wife, White, Male, Laos,x>71,21174<x<274186,8<x<12,x>74,LOW
911, Self_emp_inc, 7th_8th, Not_in_family, Other, Male, Taiwan,x>71,21174<x<274186,4<x<8,1<x<25,LOW
912, Self_emp_not_inc, Bachelors, Not_in_family, Asian_Pac_Islander, Male, Philippines,17<x<35,21174<x<274186,x>12,1<x<25,LOW
913, Local_gov, HS_grad, Own_child, Other, Female, Thailand,17<x<35,21174<x<274186,8<x<12,25<x<50,LOW
914, Self_emp_inc, Assoc_acdm, Own_child, Asian_Pac_Islander, Male, Yugoslavia,17<x<35,21174<x<274186,x>12,50<x<74,LOW
915, Private, 7th_8th, Not_in_family, White, Female, Laos,53<x<71,274186<x<527198,8<x<12,50<x<74,LOW
916, Local_gov, Preschool, Own_child, Amer_Indian_Eskimo, Female, Mexico,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
917, Private, HS_grad, Wife, Black, Female, Poland,x>71,21174<x<274186,x<4,1<x<25,LOW
918, State_gov, Prof_school, Not_in_family, Amer_Indian_Eskimo, Male, France,17<x<35,21174<x<274186,x>12,1<x<25,LOW
919, Federal_gov, Preschool, Own_child, Amer_Indian_Eskimo, Female, Puerto_Rico,35<x<53,21174<x<274186,x>12,1<x<25,LOW
920, Self_emp_inc, Preschool, Husband, Asian_Pac_Islander, Male, Cuba,53<x<71,21174<x<274186,x<4,1<x<25,LOW
921, Self_emp_inc, Assoc_voc, Husband, Amer_Indian_Eskimo, Female, Taiwan,53<x<71,21174<x<274186,8<x<12,25<x<50,HIGH
922, State_gov, Assoc_voc, Not_in_family, Other, Female, Cuba,53<x<71,21174<x<274186,8<x<12,25<x<50,LOW
923, Self_emp_inc, 7th_8th, Other_relative, Asian_Pac_Islander, Male, Thailand,35<x<53,21174<x<274186,x>12,25<x<50,HIGH
924, Private, Doctorate, Not_in_family, Other, Male, Honduras,53<x<71,21174<x<274186,4<x<8,1<x<25,LOW
925, Federal_gov, Doctorate, Wife, Black, Female, Laos,x>71,21174<x<274186,4<x<8,1<x<25,LOW
926, Federal_gov, 11th, Husband, Black, Male, India,x>71,21174<x<274186,4<x<8,1<x<25,LOW
927, State_gov, Assoc_acdm, Not_in_family, Asian_Pac_Islander, Male, South,53<x<71,21174<x<274186,4<x<8,1<x<25,LOW
928, State_gov, Preschool, Other_relative, White, Male, Honduras,35<x<53,21174<x<274186,1<x<4,25<x<50,LOW
929, Private, Prof_school, Other_relative, Amer_Indian_Eskimo, Male, Guatemala,35<x<53,21174<x<274186,8<x<12,1<x<25,LOW
930, Private, 5th_6th, Other_relative, Black, Female, Laos,35<x<53,21174<x<274186,x>12,50<x<74,LOW
931, State_gov, 10th, Unmarried, White, Female, Ecuador,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
932, Private, Bachelors, Unmarried, Amer_Indian_Eskimo, Male, Columbia,35<x<53,21174<x<274186,x>12,50<x<74,LOW
933, Local_gov, Prof_school, Own_child, Other, Female, Dominican_Republic,35<x<53,274186<x<527198,4<x<8,1<x<25,LOW
934, Federal_gov, 1st_4th, Other_relative, Amer_Indian_Eskimo, Male, Cambodia,17<x<35,21174<x<274186,x>12,25<x<50,LOW
935, State_gov, Assoc_acdm, Wife, Other, Male, Ecuador,53<x<71,21174<x<274186,x>12,x<25,LOW
936, Private, Assoc_acdm, Own_child, Other, Female, China,17<x<35,21174<x<274186,8<x<12,25<x<50,LOW
937, Private, 7th_8th, Other_relative, Black, Female, India,x>71,21174<x<274186,1<x<4,25<x<50,LOW
938, Self_emp_inc, Masters, Other_relative, White, Male, Iran,35<x<53,21174<x<274186,x>12,25<x<50,LOW
939, Self_emp_inc, Preschool, Not_in_family, Asian_Pac_Islander, Male, Jamaica,53<x<71,21174<x<274186,8<x<12,25<x<50,LOW
940, Self_emp_inc, 5th_6th, Not_in_family, Amer_Indian_Eskimo, Female, Haiti,53<x<71,21174<x<274186,x>12,x<25,LOW
941, State_gov, 10th, Husband, Amer_Indian_Eskimo, Female, Guatemala,35<x<53,21174<x<274186,4<x<8,50<x<74,LOW
942, Self_emp_not_inc, 5th_6th, Own_child, Asian_Pac_Islander, Male, Poland,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
943, Local_gov, 12th, Wife, Other, Female, Poland,x>71,21174<x<274186,x<4,50<x<74,LOW
944, Self_emp_not_inc, 1st_4th, Wife, White, Male, El_Salvador,17<x<35,527198<x<780210,4<x<8,50<x<74,LOW
945, Federal_gov, 9th, Unmarried, Other, Male, Canada,53<x<71,21174<x<274186,1<x<4,25<x<50,LOW
946, Self_emp_inc, Prof_school, Husband, Asian_Pac_Islander, Female, Laos,53<x<71,21174<x<274186,4<x<8,50<x<74,LOW
947, Private, Bachelors, Not_in_family, Other, Female, United_States,35<x<53,21174<x<274186,x>12,1<x<25,LOW
948, State_gov, 10th, Wife, Asian_Pac_Islander, Male, Ecuador,x>71,274186<x<527198,4<x<8,25<x<50,LOW
949, Federal_gov, Some_college, Unmarried, Amer_Indian_Eskimo, Male, France,x>71,21174<x<274186,4<x<8,25<x<50,LOW
950, Self_emp_inc, Masters, Wife, White, Female, Cuba,17<x<35,21174<x<274186,8<x<12,x>74,LOW
951, Self_emp_not_inc, Bachelors, Wife, White, Female, Poland,x>71,21174<x<274186,1<x<4,1<x<25,HIGH
952, State_gov, 7th_8th, Unmarried, Asian_Pac_Islander, Male, Philippines,53<x<71,21174<x<274186,4<x<8,50<x<74,LOW
953, Private, Assoc_voc, Other_relative, Other, Female, Guatemala,17<x<35,21174<x<274186,x>12,25<x<50,LOW
954, State_gov, Doctorate, Own_child, Asian_Pac_Islander, Male, Ecuador,35<x<53,274186<x<527198,4<x<8,50<x<74,LOW
955, Federal_gov, 5th_6th, Other_relative, Black, Female, Jamaica,53<x<71,274186<x<527198,8<x<12,1<x<25,LOW
956, Self_emp_inc, 10th, Unmarried, White, Male, Italy,17<x<35,21174<x<274186,1<x<4,1<x<25,LOW
957, Local_gov, Doctorate, Wife, White, Female, Poland,17<x<35,21174<x<274186,x>12,25<x<50,HIGH
958, Self_emp_inc, Bachelors, Unmarried, Asian_Pac_Islander, Male, Cuba,x<35,21174<x<274186,8<x<12,1<x<25,LOW
959, Federal_gov, Prof_school, Wife, Other, Female, Portugal,x>71,21174<x<274186,1<x<4,1<x<25,LOW
960, Local_gov, 1st_4th, Unmarried, Amer_Indian_Eskimo, Female, Puerto_Rico,53<x<71,274186<x<527198,x>12,1<x<25,LOW
961, State_gov, 12th, Wife, Other, Female, Yugoslavia,35<x<53,274186<x<527198,4<x<8,1<x<25,LOW
962, Local_gov, Bachelors, Wife, Asian_Pac_Islander, Female, Columbia,35<x<53,21174<x<274186,1<x<4,1<x<25,LOW
963, State_gov, Assoc_acdm, Own_child, Black, Female, China,53<x<71,21174<x<274186,8<x<12,50<x<74,LOW
964, Private, 12th, Own_child, Asian_Pac_Islander, Female, Ecuador,35<x<53,21174<x<274186,4<x<8,25<x<50,LOW
965, State_gov, 9th, Unmarried, Other, Female, Poland,x>71,21174<x<274186,4<x<8,50<x<74,LOW
966, Local_gov, 10th, Own_child, White, Male, Honduras,53<x<71,274186<x<527198,x>12,x>74,LOW
967, Private, HS_grad, Husband, Black, Male, Columbia,53<x<71,21174<x<274186,4<x<8,50<x<74,LOW
968, Local_gov, 9th, Husband, Amer_Indian_Eskimo, Male, Haiti,35<x<53,274186<x<527198,8<x<12,1<x<25,LOW
969, Self_emp_inc, HS_grad, Not_in_family, Other, Female, Puerto_Rico,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
970, Self_emp_inc, Assoc_acdm, Own_child, Amer_Indian_Eskimo, Male, Dominican_Republic,53<x<71,21174<x<274186,1<x<4,25<x<50,LOW
971, Self_emp_inc, Some_college, Other_relative, White, Female, India,17<x<35,21174<x<274186,x<4,25<x<50,LOW
972, Private, Preschool, Own_child, White, Male, China,35<x<53,21174<x<274186,x>12,1<x<25,LOW
973, State_gov, HS_grad, Other_relative, Asian_Pac_Islander, Female, Taiwan,17<x<35,21174<x<274186,1<x<4,25<x<50,LOW
974, Self_emp_not_inc, Assoc_voc, Not_in_family, Other, Female, Honduras,35<x<53,21174<x<274186,x>12,25<x<50,LOW
975, Local_gov, 10th, Own_child, Other, Female, Italy,17<x<35,21174<x<274186,x>12,25<x<50,LOW
976, Self_emp_not_inc, Assoc_voc, Wife, Asian_Pac_Islander, Female, Honduras,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
977, Private, 10th, Own_child, Asian_Pac_Islander, Female, Taiwan,17<x<35,21174<x<274186,x>12,50<x<74,LOW
978, Self_emp_not_inc, 9th, Wife, Asian_Pac_Islander, Male, Portugal,x>71,21174<x<274186,4<x<8,25<x<50,LOW
979, Federal_gov, 7th_8th, Own_child, Other, Male, El_Salvador,53<x<71,21174<x<274186,x>12,x>74,LOW
980, Private, 5th_6th, Wife, Amer_Indian_Eskimo, Female, Columbia,x>71,21174<x<274186,4<x<8,25<x<50,LOW
981, Self_emp_inc, 5th_6th, Wife, Black, Male, Italy,53<x<71,21174<x<274186,1<x<4,x<25,LOW
982, Private, 11th, Not_in_family, Asian_Pac_Islander, Male, Dominican_Republic,35<x<53,21174<x<274186,8<x<12,1<x<25,LOW
983, Self_emp_inc, Doctorate, Own_child, Black, Male, Iran,17<x<35,21174<x<274186,x<4,25<x<50,LOW
984, Self_emp_not_inc, Preschool, Own_child, Asian_Pac_Islander, Female, Guatemala,53<x<71,21174<x<274186,8<x<12,50<x<74,LOW
985, Private, 10th, Husband, Other, Female, Dominican_Republic,53<x<71,274186<x<527198,8<x<12,x<25,LOW
986, Local_gov, 5th_6th, Unmarried, Asian_Pac_Islander, Female, South,x>71,21174<x<274186,4<x<8,1<x<25,LOW
987, Local_gov, Preschool, Other_relative, Amer_Indian_Eskimo, Male, Mexico,35<x<53,21174<x<274186,8<x<12,1<x<25,LOW
988, Private, Prof_school, Wife, Other, Male, Ecuador,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
989, Self_emp_not_inc, Some_college, Wife, Other, Male, France,35<x<53,21174<x<274186,8<x<12,50<x<74,LOW
990, Local_gov, Masters, Wife, Amer_Indian_Eskimo, Male, Haiti,53<x<71,274186<x<527198,8<x<12,25<x<50,LOW
991, Self_emp_not_inc, Preschool, Unmarried, Asian_Pac_Islander, Male, China,53<x<71,21174<x<274186,x>12,1<x<25,LOW
992, Local_gov, Doctorate, Own_child, Black, Female, Columbia,17<x<35,274186<x<527198,4<x<8,50<x<74,LOW
993, Federal_gov, Prof_school, Wife, Black, Female, China,35<x<53,21174<x<274186,1<x<4,25<x<50,LOW
994, Self_emp_not_inc, 12th, Not_in_family, Amer_Indian_Eskimo, Female, South,17<x<35,21174<x<274186,x<4,1<x<25,LOW
995, Self_emp_inc, Masters, Not_in_family, White, Female, Puerto_Rico,35<x<53,21174<x<274186,x>12,25<x<50,LOW
996, Private, 9th, Unmarried, Black, Female, Honduras,53<x<71,21174<x<274186,1<x<4,1<x<25,LOW
997, Self_emp_inc, 1st_4th, Not_in_family, White, Male, Yugoslavia,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
998, State_gov, Preschool, Not_in_family, White, Female, Canada,17<x<35,274186<x<527198,8<x<12,25<x<50,LOW
999, Private, HS_grad, Own_child, White, Female, China,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
