id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,pdays,previous,class
724,student,married,tertiary,no,no,yes,cellular,mar,success,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
725,blue-collar,divorced,unknown,yes,no,no,cellular,jan,success,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,yes
726,housemaid,divorced,secondary,no,yes,no,cellular,aug,other,18<x<37,-2712<x<18267,16<x<23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
727,entrepreneur,married,secondary,yes,no,yes,cellular,sep,success,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,yes
728,self-employed,single,tertiary,yes,yes,yes,telephone,jan,other,56<x<75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
729,technician,married,tertiary,no,yes,no,unknown,oct,other,18<x<37,-2712<x<18267,1<x<8,2<x<971,32<x<47,-1<x<212,0<x<14,no
730,unknown,divorced,secondary,yes,no,yes,telephone,sep,unknown,x>75,-2712<x<18267,1<x<8,2<x<971,x<16,426<x<640,0<x<14,yes
731,housemaid,married,unknown,yes,yes,no,telephone,jun,failure,37<x<56,-2712<x<18267,16<x<23,971<x<1941,32<x<47,-1<x<212,x>43,yes
732,self-employed,single,primary,no,no,yes,cellular,dec,failure,x>75,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,no
733,services,married,tertiary,no,no,no,telephone,feb,failure,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,no
734,management,single,unknown,yes,no,no,cellular,jan,other,37<x<56,-2712<x<18267,8<x<16,971<x<1941,16<x<32,x>640,14<x<29,yes
735,unemployed,divorced,secondary,yes,yes,yes,telephone,oct,unknown,18<x<37,-2712<x<18267,8<x<16,971<x<1941,x>47,-1<x<212,0<x<14,yes
736,retired,divorced,unknown,yes,yes,yes,cellular,mar,success,x<37,18267<x<39246,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,no
737,technician,married,primary,yes,no,no,unknown,sep,other,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,426<x<640,14<x<29,no
738,unknown,single,primary,yes,yes,no,cellular,jun,success,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
739,admin.,single,secondary,yes,yes,yes,cellular,jan,unknown,x>75,18267<x<39246,x>23,2<x<971,1<x<16,212<x<426,0<x<14,no
740,housemaid,single,secondary,no,yes,no,telephone,mar,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,14<x<29,yes
741,services,divorced,primary,no,no,yes,cellular,jan,failure,56<x<75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
742,student,divorced,tertiary,yes,yes,no,telephone,may,failure,18<x<37,-2712<x<18267,x>23,2<x<971,32<x<47,-1<x<212,14<x<29,no
743,housemaid,single,primary,yes,no,no,unknown,jun,failure,18<x<37,-2712<x<18267,8<x<16,2<x<971,1<x<16,426<x<640,0<x<14,yes
744,unemployed,divorced,secondary,no,yes,no,telephone,apr,unknown,37<x<56,-2712<x<18267,1<x<8,971<x<1941,16<x<32,212<x<426,29<x<43,yes
745,entrepreneur,married,tertiary,yes,no,yes,telephone,jun,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,29<x<43,no
746,technician,divorced,tertiary,yes,yes,no,cellular,jun,unknown,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
747,services,married,primary,yes,yes,no,telephone,oct,success,37<x<56,-2712<x<18267,x>23,971<x<1941,x<16,-1<x<212,0<x<14,yes
748,blue-collar,divorced,tertiary,no,no,no,unknown,jul,failure,56<x<75,-2712<x<18267,16<x<23,1941<x<2911,32<x<47,-1<x<212,0<x<14,yes
749,management,married,tertiary,yes,yes,no,unknown,nov,failure,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,x>43,no
750,admin.,divorced,primary,yes,yes,yes,telephone,feb,success,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,x>640,14<x<29,yes
751,management,single,tertiary,no,yes,yes,telephone,mar,success,37<x<56,-2712<x<18267,8<x<16,2<x<971,32<x<47,-1<x<212,x>43,no
752,technician,single,unknown,no,no,yes,telephone,dec,success,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
753,services,divorced,secondary,yes,no,no,telephone,nov,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,14<x<29,no
754,technician,single,primary,no,no,yes,telephone,jan,failure,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,no
755,entrepreneur,married,unknown,yes,yes,yes,cellular,oct,unknown,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
756,self-employed,single,tertiary,yes,yes,no,telephone,may,success,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,x>640,14<x<29,no
757,unemployed,divorced,primary,yes,no,no,cellular,may,failure,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,no
758,student,married,tertiary,no,yes,yes,cellular,mar,failure,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,x<14,yes
759,student,divorced,primary,yes,no,yes,unknown,sep,failure,x>75,-2712<x<18267,8<x<16,1941<x<2911,16<x<32,426<x<640,0<x<14,yes
760,blue-collar,married,primary,no,no,yes,unknown,may,unknown,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
761,retired,single,unknown,yes,no,no,unknown,jan,other,37<x<56,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
762,unknown,divorced,secondary,no,no,no,unknown,oct,failure,18<x<37,-2712<x<18267,x>23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
763,unknown,single,unknown,yes,no,yes,telephone,may,success,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,426<x<640,0<x<14,yes
764,self-employed,single,secondary,no,no,yes,cellular,may,failure,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,29<x<43,no
765,unemployed,divorced,primary,no,no,yes,cellular,may,failure,18<x<37,-2712<x<18267,8<x<16,2<x<971,x>47,-1<x<212,0<x<14,no
766,entrepreneur,married,secondary,yes,no,no,telephone,jul,unknown,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
767,technician,single,primary,no,yes,yes,telephone,may,failure,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,no
768,student,single,primary,yes,no,yes,telephone,jan,failure,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,14<x<29,no
769,housemaid,married,tertiary,no,no,no,telephone,mar,other,56<x<75,-2712<x<18267,16<x<23,2<x<971,16<x<32,426<x<640,29<x<43,no
770,entrepreneur,married,unknown,no,yes,no,unknown,oct,other,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,yes
771,retired,single,primary,no,no,no,unknown,feb,success,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
772,retired,divorced,primary,yes,yes,no,telephone,feb,unknown,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,426<x<640,0<x<14,yes
773,technician,single,unknown,no,yes,yes,cellular,aug,unknown,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,29<x<43,yes
774,self-employed,single,secondary,no,yes,yes,unknown,sep,success,37<x<56,-2712<x<18267,16<x<23,2<x<971,x>47,-1<x<212,x>43,no
775,management,married,tertiary,no,yes,yes,telephone,oct,unknown,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,no
776,unknown,married,tertiary,yes,yes,yes,telephone,apr,failure,37<x<56,-2712<x<18267,1<x<8,971<x<1941,16<x<32,212<x<426,14<x<29,yes
777,admin.,divorced,unknown,no,yes,no,cellular,feb,unknown,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,426<x<640,14<x<29,yes
778,retired,divorced,secondary,no,no,no,unknown,jun,success,56<x<75,-2712<x<18267,1<x<8,2<x<971,x<16,-1<x<212,x<14,yes
779,unemployed,single,secondary,no,no,yes,cellular,oct,failure,56<x<75,-2712<x<18267,16<x<23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
780,unknown,divorced,unknown,yes,yes,yes,unknown,oct,unknown,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,x>640,x>43,yes
781,blue-collar,single,unknown,yes,yes,yes,unknown,oct,unknown,37<x<56,-2712<x<18267,x>23,1941<x<2911,32<x<47,-1<x<212,29<x<43,yes
782,unemployed,married,primary,yes,yes,no,telephone,jul,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,29<x<43,no
783,unknown,married,unknown,no,yes,yes,telephone,dec,other,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,29<x<43,no
784,housemaid,divorced,unknown,yes,no,yes,telephone,feb,failure,x>75,-2712<x<18267,8<x<16,2<x<971,1<x<16,x>640,0<x<14,yes
785,management,divorced,unknown,yes,yes,yes,telephone,jun,failure,x>75,-2712<x<18267,1<x<8,x>2911,16<x<32,212<x<426,14<x<29,yes
786,unknown,single,tertiary,no,yes,no,cellular,may,success,18<x<37,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
787,housemaid,married,secondary,no,yes,yes,cellular,feb,unknown,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,426<x<640,14<x<29,no
788,services,divorced,unknown,no,yes,yes,telephone,jul,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,x>43,no
789,entrepreneur,married,unknown,yes,no,no,telephone,jul,failure,37<x<56,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
790,blue-collar,single,unknown,yes,yes,yes,unknown,oct,other,56<x<75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,no
791,technician,married,unknown,yes,yes,no,unknown,sep,other,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,x>43,no
792,self-employed,single,tertiary,yes,yes,yes,unknown,jan,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,x<16,-1<x<212,14<x<29,yes
793,entrepreneur,single,primary,yes,no,yes,unknown,apr,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
794,retired,single,primary,yes,no,yes,telephone,sep,unknown,37<x<56,-2712<x<18267,1<x<8,971<x<1941,16<x<32,426<x<640,14<x<29,yes
795,entrepreneur,divorced,secondary,yes,yes,yes,cellular,mar,unknown,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,no
796,technician,single,unknown,yes,yes,no,unknown,oct,unknown,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
797,student,divorced,unknown,no,no,no,telephone,aug,success,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
798,technician,married,unknown,yes,yes,yes,telephone,sep,success,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
799,retired,married,tertiary,no,no,yes,unknown,feb,success,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
800,management,single,tertiary,yes,yes,yes,telephone,feb,failure,18<x<37,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
801,housemaid,divorced,primary,no,no,yes,cellular,feb,success,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
802,blue-collar,single,unknown,yes,yes,no,unknown,jul,unknown,56<x<75,-2712<x<18267,16<x<23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
803,retired,divorced,unknown,yes,yes,no,unknown,nov,success,18<x<37,-2712<x<18267,16<x<23,1941<x<2911,1<x<16,212<x<426,0<x<14,yes
804,self-employed,divorced,tertiary,yes,no,no,telephone,feb,success,x>75,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
805,unknown,married,primary,yes,yes,no,telephone,sep,failure,37<x<56,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,29<x<43,yes
806,entrepreneur,married,secondary,no,no,no,unknown,jan,unknown,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
807,unknown,divorced,unknown,no,yes,yes,telephone,sep,unknown,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
808,blue-collar,single,primary,no,no,yes,telephone,aug,failure,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,426<x<640,0<x<14,yes
809,unemployed,single,tertiary,yes,yes,no,cellular,nov,other,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,no
810,unemployed,single,primary,yes,yes,no,unknown,dec,unknown,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,x>43,no
811,admin.,divorced,secondary,yes,yes,yes,telephone,jun,success,x>75,-2712<x<18267,16<x<23,2<x<971,x<16,426<x<640,0<x<14,yes
812,services,divorced,tertiary,no,yes,yes,unknown,dec,success,56<x<75,-2712<x<18267,8<x<16,2<x<971,32<x<47,-1<x<212,14<x<29,no
813,admin.,divorced,primary,no,yes,no,telephone,oct,other,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,426<x<640,x<14,yes
814,unemployed,divorced,secondary,yes,no,yes,telephone,apr,other,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,x<14,no
815,management,divorced,unknown,no,yes,no,telephone,nov,unknown,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,212<x<426,x>43,yes
816,housemaid,married,primary,yes,no,no,cellular,mar,unknown,x>75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
817,housemaid,single,unknown,no,yes,yes,unknown,dec,other,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,x>640,14<x<29,no
818,technician,divorced,secondary,no,yes,yes,cellular,jul,success,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
819,student,divorced,primary,no,yes,yes,unknown,may,failure,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
820,student,divorced,tertiary,no,yes,no,cellular,dec,failure,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,yes
821,management,divorced,primary,yes,yes,no,unknown,dec,success,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
822,self-employed,divorced,secondary,no,yes,yes,unknown,apr,success,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
823,unknown,married,primary,yes,no,yes,unknown,sep,other,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,426<x<640,14<x<29,no
824,housemaid,single,primary,yes,no,no,cellular,oct,unknown,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,x>640,14<x<29,yes
825,self-employed,single,secondary,yes,yes,yes,telephone,sep,failure,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,no
826,housemaid,divorced,secondary,yes,yes,no,unknown,aug,other,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,yes
827,management,married,tertiary,yes,no,no,telephone,sep,failure,18<x<37,-2712<x<18267,x>23,971<x<1941,32<x<47,-1<x<212,14<x<29,yes
828,services,divorced,tertiary,yes,no,yes,cellular,may,other,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,no
829,blue-collar,married,primary,yes,yes,yes,unknown,dec,failure,18<x<37,-2712<x<18267,x>23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
830,student,married,unknown,no,yes,yes,telephone,sep,unknown,x>75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
831,self-employed,divorced,tertiary,no,yes,yes,unknown,jun,success,x<37,-2712<x<18267,1<x<8,x>2911,16<x<32,-1<x<212,0<x<14,yes
832,housemaid,divorced,tertiary,yes,yes,no,cellular,mar,failure,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
833,unemployed,single,primary,no,yes,no,unknown,jun,other,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
834,retired,divorced,secondary,yes,yes,no,unknown,mar,failure,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
835,unemployed,married,tertiary,yes,no,no,telephone,apr,other,x>75,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,29<x<43,yes
836,technician,divorced,secondary,yes,no,yes,cellular,aug,success,x>75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,29<x<43,yes
837,student,single,secondary,yes,no,yes,cellular,sep,failure,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,426<x<640,0<x<14,yes
838,technician,divorced,primary,no,yes,yes,cellular,may,success,56<x<75,-2712<x<18267,x>23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
839,unknown,single,secondary,yes,yes,yes,telephone,aug,success,18<x<37,-2712<x<18267,x>23,971<x<1941,16<x<32,426<x<640,14<x<29,yes
840,student,divorced,primary,no,no,no,unknown,dec,success,37<x<56,-2712<x<18267,x>23,971<x<1941,1<x<16,-1<x<212,x>43,yes
841,entrepreneur,married,unknown,yes,no,yes,unknown,dec,other,18<x<37,-2712<x<18267,8<x<16,971<x<1941,1<x<16,212<x<426,0<x<14,yes
842,admin.,single,primary,yes,yes,no,telephone,dec,other,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,no
843,housemaid,single,primary,no,no,no,unknown,jun,success,x>75,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
844,admin.,divorced,secondary,yes,yes,no,unknown,feb,failure,x>75,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
845,admin.,divorced,unknown,no,yes,no,unknown,sep,unknown,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
846,retired,married,secondary,yes,no,yes,cellular,may,unknown,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
847,housemaid,married,unknown,no,yes,no,unknown,aug,unknown,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,yes
848,unknown,single,tertiary,yes,no,no,unknown,apr,other,37<x<56,-2712<x<18267,x>23,2<x<971,32<x<47,-1<x<212,14<x<29,no
849,blue-collar,divorced,primary,no,yes,no,unknown,jul,success,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
850,unemployed,married,unknown,no,yes,no,telephone,aug,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,no
851,student,married,secondary,yes,yes,yes,unknown,dec,success,56<x<75,-2712<x<18267,16<x<23,971<x<1941,1<x<16,-1<x<212,x>43,yes
852,blue-collar,divorced,primary,yes,yes,yes,cellular,may,failure,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,x>640,14<x<29,yes
853,student,divorced,primary,no,no,yes,unknown,dec,failure,37<x<56,-2712<x<18267,x>23,2<x<971,x<16,212<x<426,0<x<14,no
854,student,single,primary,no,no,no,unknown,jun,unknown,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,no
855,self-employed,divorced,secondary,yes,yes,yes,cellular,oct,unknown,37<x<56,-2712<x<18267,1<x<8,2<x<971,x>47,-1<x<212,0<x<14,yes
856,unemployed,married,unknown,no,yes,no,cellular,jan,failure,56<x<75,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,no
857,retired,married,tertiary,no,no,no,telephone,jan,success,x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,426<x<640,0<x<14,yes
858,student,divorced,primary,yes,yes,yes,telephone,may,other,56<x<75,-2712<x<18267,1<x<8,971<x<1941,16<x<32,212<x<426,14<x<29,yes
859,management,divorced,secondary,no,yes,yes,telephone,may,unknown,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
860,blue-collar,married,unknown,yes,yes,no,cellular,sep,success,56<x<75,-2712<x<18267,x>23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
861,retired,married,secondary,no,yes,no,unknown,nov,success,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,no
862,blue-collar,married,secondary,yes,no,yes,telephone,jun,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
863,technician,single,secondary,yes,yes,yes,unknown,oct,other,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,x>640,0<x<14,yes
864,technician,divorced,secondary,no,no,no,unknown,apr,unknown,x>75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
865,retired,single,primary,yes,no,no,cellular,aug,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,yes
866,retired,single,secondary,yes,yes,yes,telephone,sep,success,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,x>43,yes
867,unemployed,single,unknown,no,no,yes,telephone,sep,failure,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,29<x<43,no
868,blue-collar,single,tertiary,no,yes,yes,unknown,oct,success,56<x<75,-2712<x<18267,8<x<16,2<x<971,32<x<47,-1<x<212,0<x<14,no
869,self-employed,married,primary,yes,no,no,unknown,jan,success,18<x<37,-2712<x<18267,1<x<8,1941<x<2911,16<x<32,-1<x<212,0<x<14,yes
870,entrepreneur,married,tertiary,yes,yes,yes,telephone,apr,unknown,37<x<56,-2712<x<18267,16<x<23,x>2911,1<x<16,-1<x<212,0<x<14,yes
871,student,married,unknown,yes,no,no,unknown,dec,success,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,no
872,retired,single,secondary,yes,no,no,telephone,oct,other,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,29<x<43,no
873,self-employed,single,unknown,no,yes,no,unknown,aug,other,37<x<56,-2712<x<18267,x>23,971<x<1941,16<x<32,212<x<426,29<x<43,yes
874,admin.,divorced,unknown,yes,yes,yes,unknown,aug,unknown,x>75,-2712<x<18267,x>23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
875,admin.,married,unknown,no,yes,yes,unknown,jul,success,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,no
876,admin.,married,tertiary,yes,yes,no,telephone,aug,unknown,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,14<x<29,yes
877,services,married,secondary,yes,yes,yes,telephone,jul,unknown,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,no
878,unemployed,divorced,secondary,yes,yes,no,cellular,oct,other,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
879,technician,married,tertiary,yes,no,no,unknown,apr,failure,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,14<x<29,yes
880,retired,married,secondary,yes,yes,no,cellular,may,success,x>75,-2712<x<18267,x<8,2<x<971,1<x<16,-1<x<212,x>43,yes
881,technician,divorced,secondary,no,no,no,cellular,jan,other,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
882,management,married,primary,yes,no,yes,unknown,sep,success,18<x<37,-2712<x<18267,8<x<16,971<x<1941,1<x<16,x>640,0<x<14,yes
883,services,divorced,tertiary,yes,yes,yes,telephone,dec,failure,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
884,blue-collar,single,unknown,yes,yes,yes,unknown,sep,other,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
885,unemployed,divorced,primary,yes,no,no,cellular,may,success,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
886,housemaid,divorced,unknown,yes,no,no,telephone,jul,other,18<x<37,-2712<x<18267,x>23,971<x<1941,1<x<16,-1<x<212,29<x<43,yes
887,services,single,unknown,no,yes,yes,unknown,apr,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
888,admin.,married,primary,no,no,yes,telephone,nov,failure,x>75,-2712<x<18267,x>23,971<x<1941,x<16,212<x<426,0<x<14,yes
889,entrepreneur,single,tertiary,yes,yes,no,telephone,may,other,x>75,-2712<x<18267,1<x<8,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
890,services,single,secondary,no,no,yes,unknown,sep,unknown,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,yes
891,admin.,married,tertiary,yes,yes,no,unknown,may,success,56<x<75,-2712<x<18267,8<x<16,971<x<1941,32<x<47,-1<x<212,14<x<29,yes
892,services,married,primary,no,yes,no,cellular,nov,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,16<x<32,426<x<640,14<x<29,yes
893,management,single,primary,no,yes,no,cellular,may,failure,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,29<x<43,no
894,retired,married,unknown,yes,no,yes,unknown,jan,unknown,37<x<56,-2712<x<18267,x>23,971<x<1941,32<x<47,212<x<426,0<x<14,yes
895,blue-collar,single,unknown,no,yes,yes,telephone,jun,unknown,18<x<37,-2712<x<18267,8<x<16,971<x<1941,x<16,212<x<426,29<x<43,yes
896,entrepreneur,single,unknown,yes,yes,no,cellular,feb,other,18<x<37,-2712<x<18267,16<x<23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
897,student,married,primary,yes,yes,yes,unknown,jan,failure,56<x<75,-2712<x<18267,8<x<16,971<x<1941,16<x<32,212<x<426,0<x<14,yes
898,unemployed,divorced,tertiary,no,no,yes,unknown,feb,other,56<x<75,-2712<x<18267,16<x<23,2<x<971,x<16,-1<x<212,0<x<14,yes
899,entrepreneur,single,unknown,no,no,yes,telephone,sep,success,x>75,-2712<x<18267,x>23,2<x<971,32<x<47,212<x<426,14<x<29,no
900,entrepreneur,married,tertiary,yes,yes,yes,cellular,may,other,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,no
901,student,divorced,tertiary,no,yes,no,unknown,feb,success,18<x<37,-2712<x<18267,x>23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
902,unknown,married,primary,no,no,no,cellular,oct,success,56<x<75,-2712<x<18267,8<x<16,971<x<1941,32<x<47,212<x<426,x>43,yes
903,self-employed,single,tertiary,yes,yes,yes,telephone,mar,failure,37<x<56,-2712<x<18267,8<x<16,971<x<1941,16<x<32,426<x<640,29<x<43,yes
904,student,single,tertiary,yes,yes,yes,unknown,jun,other,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,x<14,yes
