id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,pdays,previous,class
726,blue-collar,married,primary,yes,no,yes,cellular,may,success,18<x<37,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,no
727,entrepreneur,divorced,secondary,yes,no,yes,telephone,feb,failure,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,no
728,unemployed,divorced,secondary,yes,yes,yes,cellular,dec,other,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,yes
729,student,single,primary,no,yes,yes,unknown,dec,failure,x>75,-1944<x<18843,16<x<23,1941<x<2911,16<x<32,-1<x<212,0<x<14,yes
730,entrepreneur,divorced,primary,no,no,yes,cellular,mar,failure,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,no
731,retired,single,secondary,yes,yes,no,unknown,nov,unknown,56<x<75,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,no
732,retired,married,tertiary,yes,yes,no,cellular,dec,other,56<x<75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,212<x<426,0<x<14,yes
733,unknown,divorced,unknown,yes,yes,no,unknown,may,failure,37<x<56,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,no
734,services,single,unknown,yes,no,yes,telephone,jan,failure,56<x<75,-1944<x<18843,8<x<16,2<x<971,32<x<47,-1<x<212,29<x<43,yes
735,admin.,single,unknown,no,yes,no,cellular,feb,success,18<x<37,-1944<x<18843,16<x<23,2<x<971,x<16,212<x<426,0<x<14,yes
736,admin.,single,unknown,no,yes,yes,telephone,sep,failure,18<x<37,-1944<x<18843,8<x<16,971<x<1941,16<x<32,-1<x<212,29<x<43,yes
737,admin.,married,secondary,no,yes,no,telephone,nov,success,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,no
738,unknown,married,tertiary,yes,yes,no,cellular,dec,unknown,18<x<37,-1944<x<18843,8<x<16,971<x<1941,1<x<16,212<x<426,0<x<14,yes
739,self-employed,married,unknown,yes,no,no,cellular,nov,success,18<x<37,-1944<x<18843,x>23,2<x<971,32<x<47,212<x<426,29<x<43,yes
740,technician,divorced,secondary,no,no,no,telephone,aug,other,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
741,blue-collar,divorced,secondary,no,yes,no,telephone,mar,other,18<x<37,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,no
742,blue-collar,divorced,unknown,yes,yes,no,unknown,may,other,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,x>43,no
743,housemaid,divorced,tertiary,no,no,no,unknown,nov,other,x>75,-1944<x<18843,1<x<8,2<x<971,16<x<32,212<x<426,29<x<43,yes
744,management,divorced,primary,no,yes,no,unknown,dec,success,18<x<37,-1944<x<18843,1<x<8,2<x<971,x<16,212<x<426,14<x<29,no
745,entrepreneur,single,primary,no,no,yes,unknown,sep,failure,18<x<37,-1944<x<18843,x>23,2<x<971,32<x<47,-1<x<212,0<x<14,yes
746,unemployed,single,unknown,yes,no,yes,cellular,jan,failure,x>75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,x>43,yes
747,self-employed,single,secondary,yes,no,yes,unknown,sep,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
748,entrepreneur,married,primary,yes,yes,no,cellular,jul,unknown,56<x<75,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,no
749,unknown,married,tertiary,no,no,yes,cellular,aug,other,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
750,admin.,married,secondary,yes,no,no,unknown,nov,unknown,18<x<37,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,no
751,student,divorced,unknown,no,no,yes,cellular,jul,unknown,18<x<37,-1944<x<18843,8<x<16,971<x<1941,16<x<32,426<x<640,14<x<29,yes
752,self-employed,married,primary,no,no,yes,telephone,apr,failure,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,no
753,unknown,married,tertiary,yes,no,no,unknown,jul,failure,37<x<56,-1944<x<18843,8<x<16,971<x<1941,1<x<16,212<x<426,0<x<14,yes
754,housemaid,married,tertiary,no,yes,yes,unknown,jan,unknown,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
755,retired,married,unknown,no,yes,yes,cellular,feb,unknown,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,212<x<426,29<x<43,no
756,unemployed,divorced,tertiary,yes,yes,yes,telephone,apr,success,37<x<56,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,x>43,no
757,technician,single,secondary,yes,yes,yes,unknown,mar,unknown,18<x<37,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,no
758,management,married,tertiary,no,yes,yes,cellular,jul,failure,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,yes
759,services,single,primary,no,yes,no,cellular,oct,unknown,18<x<37,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
760,admin.,single,unknown,no,no,no,unknown,feb,success,18<x<37,-1944<x<18843,x>23,971<x<1941,1<x<16,212<x<426,0<x<14,yes
761,self-employed,married,unknown,yes,no,yes,cellular,dec,other,56<x<75,-1944<x<18843,8<x<16,971<x<1941,1<x<16,212<x<426,0<x<14,yes
762,retired,married,secondary,yes,yes,yes,unknown,apr,failure,x>75,-1944<x<18843,8<x<16,1941<x<2911,1<x<16,-1<x<212,0<x<14,yes
763,entrepreneur,married,secondary,yes,yes,no,telephone,aug,other,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,212<x<426,29<x<43,no
764,unknown,single,secondary,no,yes,no,unknown,dec,unknown,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,426<x<640,0<x<14,yes
765,entrepreneur,single,secondary,no,no,yes,unknown,mar,unknown,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,no
766,admin.,single,primary,no,yes,no,unknown,aug,failure,18<x<37,-1944<x<18843,1<x<8,971<x<1941,32<x<47,x>640,14<x<29,no
767,self-employed,single,tertiary,yes,yes,no,telephone,may,failure,56<x<75,-1944<x<18843,1<x<8,2<x<971,32<x<47,426<x<640,14<x<29,no
768,retired,married,tertiary,yes,yes,yes,telephone,oct,unknown,37<x<56,-1944<x<18843,x>23,971<x<1941,16<x<32,426<x<640,29<x<43,yes
769,management,single,tertiary,yes,yes,yes,cellular,may,other,18<x<37,-1944<x<18843,1<x<8,971<x<1941,x<16,-1<x<212,14<x<29,yes
770,unknown,single,secondary,yes,no,no,unknown,aug,other,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,yes
771,unemployed,divorced,primary,yes,no,yes,telephone,aug,unknown,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,yes
772,unemployed,single,unknown,yes,no,no,telephone,nov,unknown,x>75,-1944<x<18843,1<x<8,2<x<971,16<x<32,426<x<640,x>43,yes
773,entrepreneur,divorced,unknown,no,yes,yes,unknown,jan,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,1<x<16,426<x<640,14<x<29,yes
774,student,married,primary,no,yes,yes,cellular,may,other,56<x<75,-1944<x<18843,16<x<23,971<x<1941,16<x<32,-1<x<212,14<x<29,no
775,unknown,married,tertiary,yes,no,yes,cellular,nov,success,37<x<56,-1944<x<18843,8<x<16,971<x<1941,1<x<16,212<x<426,0<x<14,yes
776,unemployed,single,primary,no,yes,yes,cellular,dec,success,56<x<75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,yes
777,admin.,married,tertiary,no,no,yes,unknown,may,other,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,14<x<29,no
778,student,single,tertiary,yes,no,no,telephone,jan,other,56<x<75,-1944<x<18843,x>23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
779,unknown,single,primary,yes,yes,no,unknown,jun,other,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,no
780,unemployed,divorced,secondary,no,no,no,telephone,mar,unknown,37<x<56,-1944<x<18843,x>23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
781,student,married,unknown,no,no,no,cellular,nov,unknown,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,no
782,management,divorced,secondary,yes,yes,no,cellular,dec,other,18<x<37,-1944<x<18843,16<x<23,971<x<1941,1<x<16,-1<x<212,x>43,yes
783,housemaid,married,primary,yes,no,no,unknown,jan,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,32<x<47,-1<x<212,14<x<29,no
784,unknown,married,primary,yes,yes,no,cellular,jul,other,x>75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,29<x<43,yes
785,housemaid,married,tertiary,yes,no,yes,unknown,jun,success,37<x<56,-1944<x<18843,8<x<16,971<x<1941,1<x<16,212<x<426,0<x<14,no
786,technician,married,unknown,no,yes,yes,cellular,may,failure,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,29<x<43,no
787,blue-collar,divorced,secondary,no,no,no,telephone,jun,unknown,56<x<75,-1944<x<18843,1<x<8,971<x<1941,32<x<47,212<x<426,0<x<14,yes
788,technician,single,tertiary,no,yes,no,unknown,jun,other,x>75,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,no
789,services,married,secondary,no,no,no,unknown,dec,failure,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,no
790,self-employed,single,secondary,yes,no,no,telephone,oct,failure,37<x<56,-1944<x<18843,8<x<16,971<x<1941,16<x<32,426<x<640,14<x<29,yes
791,management,single,primary,yes,yes,yes,cellular,oct,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,426<x<640,29<x<43,yes
792,management,single,tertiary,no,yes,yes,telephone,dec,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,x<14,yes
793,services,married,tertiary,no,no,no,telephone,mar,other,37<x<56,-1944<x<18843,16<x<23,1941<x<2911,16<x<32,426<x<640,0<x<14,yes
794,student,married,primary,no,yes,yes,unknown,aug,failure,56<x<75,18843<x<39630,16<x<23,2<x<971,16<x<32,212<x<426,29<x<43,no
795,entrepreneur,married,tertiary,yes,yes,no,unknown,dec,unknown,37<x<56,-1944<x<18843,x>23,971<x<1941,1<x<16,212<x<426,0<x<14,yes
796,entrepreneur,single,primary,yes,yes,yes,telephone,aug,success,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,yes
797,unemployed,married,unknown,yes,no,yes,telephone,jan,other,18<x<37,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,yes
798,technician,married,primary,no,yes,no,unknown,jan,failure,37<x<56,-1944<x<18843,x>23,2<x<971,32<x<47,426<x<640,x>43,no
799,self-employed,married,secondary,no,yes,yes,cellular,oct,other,x>75,-1944<x<18843,x>23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
800,retired,divorced,tertiary,yes,no,no,unknown,jul,unknown,18<x<37,-1944<x<18843,x>23,971<x<1941,32<x<47,426<x<640,14<x<29,yes
801,unknown,divorced,tertiary,no,yes,yes,cellular,aug,other,37<x<56,-1944<x<18843,1<x<8,971<x<1941,16<x<32,212<x<426,0<x<14,yes
802,blue-collar,divorced,primary,yes,no,no,cellular,jun,success,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
803,admin.,single,unknown,yes,yes,no,telephone,jul,unknown,18<x<37,39630<x<60417,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,yes
804,admin.,divorced,primary,no,no,yes,telephone,apr,unknown,x>75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
805,self-employed,single,secondary,no,no,no,telephone,sep,unknown,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,29<x<43,yes
806,management,divorced,tertiary,yes,no,yes,telephone,oct,success,x>75,-1944<x<18843,8<x<16,971<x<1941,16<x<32,212<x<426,14<x<29,yes
807,student,divorced,secondary,no,yes,yes,telephone,aug,failure,18<x<37,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
808,self-employed,married,tertiary,no,yes,yes,telephone,feb,other,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,x>640,0<x<14,yes
809,management,divorced,secondary,no,yes,yes,cellular,dec,success,37<x<56,18843<x<39630,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
810,self-employed,single,primary,no,yes,no,telephone,jul,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,no
811,housemaid,married,primary,no,yes,no,unknown,feb,unknown,56<x<75,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,no
812,admin.,married,secondary,yes,yes,no,telephone,may,other,x>75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,x>43,yes
813,technician,single,tertiary,yes,yes,no,unknown,nov,failure,56<x<75,-1944<x<18843,16<x<23,971<x<1941,16<x<32,212<x<426,29<x<43,yes
814,student,divorced,primary,yes,yes,yes,unknown,jun,other,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,14<x<29,no
815,unemployed,divorced,primary,yes,no,yes,telephone,jun,failure,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
816,unknown,single,secondary,no,yes,yes,cellular,oct,unknown,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
817,self-employed,divorced,primary,no,yes,yes,telephone,sep,other,x<37,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,yes
818,admin.,single,tertiary,yes,yes,no,unknown,sep,unknown,x>75,-1944<x<18843,8<x<16,971<x<1941,16<x<32,426<x<640,14<x<29,yes
819,self-employed,single,primary,no,yes,yes,telephone,may,other,x>75,-1944<x<18843,8<x<16,x>2911,1<x<16,212<x<426,14<x<29,no
820,retired,married,secondary,yes,no,yes,cellular,jul,success,18<x<37,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,yes
821,entrepreneur,married,unknown,yes,no,no,unknown,nov,other,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,no
822,retired,single,tertiary,yes,yes,yes,telephone,oct,failure,56<x<75,-1944<x<18843,x>23,2<x<971,32<x<47,-1<x<212,14<x<29,yes
823,admin.,married,secondary,no,no,yes,cellular,may,failure,18<x<37,-1944<x<18843,16<x<23,971<x<1941,16<x<32,-1<x<212,29<x<43,no
824,student,married,primary,no,no,yes,cellular,jun,other,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,yes
825,technician,married,primary,yes,no,no,cellular,jun,other,37<x<56,-1944<x<18843,x>23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
826,services,married,primary,yes,no,yes,unknown,nov,unknown,37<x<56,-1944<x<18843,x<8,971<x<1941,16<x<32,-1<x<212,0<x<14,no
827,unemployed,married,tertiary,yes,yes,yes,cellular,feb,unknown,56<x<75,-1944<x<18843,8<x<16,2<x<971,16<x<32,426<x<640,29<x<43,yes
828,blue-collar,divorced,secondary,yes,yes,yes,unknown,may,other,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,x>640,14<x<29,no
829,retired,married,primary,yes,no,no,unknown,jun,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,426<x<640,0<x<14,no
830,unknown,single,tertiary,yes,no,no,telephone,jul,other,37<x<56,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,x<14,no
831,services,single,tertiary,yes,no,no,unknown,feb,failure,18<x<37,-1944<x<18843,x>23,971<x<1941,1<x<16,426<x<640,0<x<14,yes
832,entrepreneur,single,primary,no,no,no,unknown,feb,failure,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,x<212,0<x<14,no
833,admin.,single,primary,no,no,no,cellular,oct,unknown,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,x>43,yes
834,student,married,secondary,yes,yes,no,cellular,jan,unknown,56<x<75,-1944<x<18843,8<x<16,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
835,technician,single,unknown,no,no,yes,telephone,mar,failure,18<x<37,-1944<x<18843,1<x<8,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
836,unemployed,divorced,secondary,yes,yes,yes,cellular,apr,failure,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,no
837,unemployed,married,secondary,no,no,no,cellular,nov,other,x>75,-1944<x<18843,1<x<8,971<x<1941,1<x<16,426<x<640,0<x<14,yes
838,management,married,primary,no,no,no,cellular,jan,failure,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,no
839,retired,married,tertiary,no,no,yes,cellular,dec,other,18<x<37,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
840,admin.,married,unknown,no,no,yes,cellular,may,failure,56<x<75,-1944<x<18843,8<x<16,971<x<1941,16<x<32,212<x<426,14<x<29,no
841,technician,married,secondary,no,no,no,telephone,feb,unknown,x>75,-1944<x<18843,x>23,2<x<971,32<x<47,-1<x<212,0<x<14,yes
842,retired,single,secondary,yes,yes,yes,unknown,apr,other,x>75,-1944<x<18843,1<x<8,2<x<971,x>47,212<x<426,0<x<14,yes
843,technician,single,secondary,no,yes,yes,telephone,dec,unknown,37<x<56,-1944<x<18843,1<x<8,2<x<971,x<16,-1<x<212,x<14,no
844,housemaid,married,tertiary,no,yes,yes,unknown,jan,success,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,212<x<426,14<x<29,no
845,unemployed,single,unknown,yes,yes,no,unknown,sep,failure,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,426<x<640,14<x<29,yes
846,unknown,married,primary,yes,yes,no,telephone,may,failure,18<x<37,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,no
847,unemployed,divorced,primary,yes,yes,no,unknown,feb,failure,56<x<75,-1944<x<18843,16<x<23,971<x<1941,x<16,212<x<426,x>43,yes
848,management,married,primary,no,yes,no,unknown,may,unknown,56<x<75,-1944<x<18843,x>23,2<x<971,x<16,-1<x<212,x<14,no
849,blue-collar,married,tertiary,yes,yes,yes,cellular,jul,other,37<x<56,-1944<x<18843,x>23,2<x<971,x<16,-1<x<212,x>43,no
850,services,single,secondary,no,yes,yes,unknown,sep,success,x>75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,212<x<426,14<x<29,no
851,housemaid,single,tertiary,no,yes,no,unknown,feb,success,37<x<56,-1944<x<18843,8<x<16,2<x<971,32<x<47,-1<x<212,0<x<14,yes
852,entrepreneur,single,primary,yes,no,no,unknown,feb,unknown,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,no
853,unemployed,divorced,secondary,no,no,yes,unknown,oct,other,x>75,-1944<x<18843,16<x<23,2<x<971,x<16,-1<x<212,0<x<14,yes
854,unemployed,divorced,primary,no,no,no,telephone,sep,success,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,yes
855,unemployed,married,secondary,no,no,yes,unknown,aug,unknown,x>75,-1944<x<18843,8<x<16,2<x<971,32<x<47,-1<x<212,14<x<29,yes
856,housemaid,single,secondary,yes,no,yes,unknown,may,other,56<x<75,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,14<x<29,no
857,technician,divorced,secondary,no,no,yes,unknown,may,unknown,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,no
858,management,married,tertiary,yes,no,yes,unknown,oct,failure,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,x>640,14<x<29,yes
859,management,single,secondary,no,yes,no,cellular,nov,unknown,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,0<x<14,no
860,unknown,divorced,tertiary,yes,no,yes,unknown,jan,other,x>75,-1944<x<18843,1<x<8,971<x<1941,32<x<47,426<x<640,0<x<14,yes
861,student,single,primary,yes,yes,yes,telephone,dec,success,37<x<56,-1944<x<18843,x>23,1941<x<2911,16<x<32,212<x<426,0<x<14,yes
862,entrepreneur,single,primary,no,yes,no,cellular,feb,success,x>75,-1944<x<18843,x>23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
863,technician,divorced,primary,yes,no,yes,unknown,oct,failure,37<x<56,-1944<x<18843,16<x<23,2<x<971,32<x<47,-1<x<212,14<x<29,yes
864,housemaid,divorced,unknown,no,no,no,telephone,mar,failure,18<x<37,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
865,blue-collar,married,secondary,yes,yes,yes,unknown,jan,other,18<x<37,18843<x<39630,1<x<8,971<x<1941,16<x<32,212<x<426,0<x<14,no
866,technician,single,tertiary,yes,yes,yes,telephone,may,unknown,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,no
867,blue-collar,divorced,secondary,no,no,yes,telephone,sep,success,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,426<x<640,29<x<43,yes
868,student,divorced,unknown,yes,yes,yes,cellular,may,failure,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
869,self-employed,single,primary,no,no,no,telephone,sep,other,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,yes
870,blue-collar,single,secondary,no,no,no,cellular,jan,failure,37<x<56,-1944<x<18843,1<x<8,971<x<1941,32<x<47,212<x<426,14<x<29,no
871,unemployed,single,tertiary,yes,yes,yes,cellular,sep,failure,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,no
872,self-employed,married,primary,yes,no,yes,telephone,dec,failure,37<x<56,-1944<x<18843,8<x<16,2<x<971,16<x<32,426<x<640,29<x<43,no
873,management,divorced,secondary,no,yes,yes,cellular,sep,failure,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,14<x<29,yes
874,unemployed,married,tertiary,yes,no,yes,telephone,dec,other,18<x<37,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,0<x<14,yes
875,retired,single,unknown,yes,no,yes,unknown,feb,failure,56<x<75,-1944<x<18843,16<x<23,1941<x<2911,32<x<47,x>640,0<x<14,yes
876,self-employed,divorced,unknown,no,no,no,unknown,dec,other,x>75,-1944<x<18843,16<x<23,971<x<1941,1<x<16,212<x<426,0<x<14,yes
877,student,married,secondary,no,no,no,telephone,aug,unknown,18<x<37,-1944<x<18843,1<x<8,1941<x<2911,16<x<32,-1<x<212,29<x<43,yes
878,services,married,tertiary,no,yes,yes,cellular,jul,unknown,x>75,-1944<x<18843,16<x<23,x<971,1<x<16,212<x<426,14<x<29,no
879,student,married,tertiary,no,no,no,unknown,nov,failure,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,no
880,admin.,single,secondary,no,yes,no,cellular,oct,success,18<x<37,-1944<x<18843,8<x<16,2<x<971,32<x<47,212<x<426,14<x<29,yes
881,unknown,single,tertiary,yes,no,yes,cellular,oct,failure,37<x<56,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,yes
882,retired,married,primary,yes,no,no,telephone,nov,success,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,29<x<43,yes
883,admin.,married,primary,no,yes,no,cellular,may,other,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,426<x<640,0<x<14,no
884,entrepreneur,divorced,secondary,no,yes,no,telephone,jan,other,x>75,-1944<x<18843,8<x<16,971<x<1941,1<x<16,212<x<426,0<x<14,yes
885,technician,married,primary,no,no,no,cellular,jan,unknown,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
886,unemployed,single,unknown,yes,yes,no,cellular,feb,unknown,56<x<75,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
887,student,divorced,primary,no,yes,no,unknown,jun,success,x>75,-1944<x<18843,8<x<16,2<x<971,1<x<16,426<x<640,0<x<14,no
888,housemaid,divorced,unknown,yes,no,no,telephone,aug,success,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,29<x<43,no
889,unknown,divorced,secondary,yes,no,no,telephone,nov,failure,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,no
890,technician,single,secondary,yes,no,yes,telephone,jan,success,56<x<75,-1944<x<18843,8<x<16,2<x<971,32<x<47,426<x<640,0<x<14,yes
891,retired,single,unknown,yes,yes,yes,telephone,nov,other,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,29<x<43,yes
892,technician,divorced,tertiary,no,no,yes,cellular,aug,success,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,x>43,no
893,retired,single,tertiary,no,no,yes,unknown,feb,success,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
894,technician,single,secondary,yes,no,yes,cellular,feb,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,x>47,426<x<640,0<x<14,yes
895,entrepreneur,married,unknown,no,yes,yes,telephone,dec,other,x>75,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
896,management,married,secondary,yes,yes,no,telephone,feb,unknown,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,29<x<43,no
897,admin.,single,primary,no,yes,yes,cellular,apr,other,37<x<56,-1944<x<18843,x>23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
898,unemployed,single,primary,yes,yes,yes,cellular,mar,success,18<x<37,-1944<x<18843,8<x<16,971<x<1941,1<x<16,x>640,0<x<14,yes
899,housemaid,married,primary,no,yes,no,unknown,oct,unknown,x>75,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,29<x<43,no
900,entrepreneur,married,tertiary,no,no,yes,cellular,jun,unknown,56<x<75,-1944<x<18843,x>23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
901,entrepreneur,married,secondary,yes,no,no,telephone,may,other,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
902,management,divorced,unknown,no,yes,no,cellular,apr,other,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,yes
903,self-employed,divorced,tertiary,yes,no,yes,cellular,dec,other,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,0<x<14,yes
904,unknown,married,secondary,no,no,no,cellular,apr,other,18<x<37,-1944<x<18843,x>23,2<x<971,x<16,-1<x<212,0<x<14,yes
905,self-employed,divorced,unknown,no,yes,yes,unknown,jun,unknown,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,29<x<43,no
906,housemaid,married,unknown,yes,no,yes,telephone,may,other,37<x<56,-1944<x<18843,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
