gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,raisedhands,VisITedResources,AnnouncementsView,Discussion,class
F,Tunis,venzuela,lowerlevel,G-07,B,Quran,S,Father,Yes,Good,Under-7,25<x<50,24<x<49,49<x<73,1<x<25,2
F,Palestine,Iran,HighSchool,G-06,C,French,S,Mum,No,Bad,Under-7,25<x<50,0<x<24,24<x<49,50<x<74,2
M,Syria,Lybia,MiddleSchool,G-10,A,Spanish,F,Mum,No,Bad,Under-7,25<x<50,x>74,x<0,x>74,2
M,USA,Jordan,MiddleSchool,G-06,C,Spanish,S,Mum,Yes,Good,Above-7,25<x<50,x>74,49<x<73,25<x<50,2
M,Iran,Iran,HighSchool,G-10,A,Science,F,Mum,Yes,Good,Above-7,50<x<75,24<x<49,24<x<49,x>74,2
M,KW,SaudiArabia,HighSchool,G-05,C,Quran,S,Mum,Yes,Good,Under-7,25<x<50,24<x<49,0<x<24,25<x<50,0
F,Syria,Syria,lowerlevel,G-06,C,History,S,Mum,No,Bad,Under-7,0<x<25,49<x<74,0<x<24,x>74,0
M,Iraq,KuwaIT,lowerlevel,G-11,B,French,S,Father,No,Bad,Under-7,x>75,x>74,24<x<49,1<x<25,2
M,Egypt,Palestine,lowerlevel,G-10,C,French,S,Mum,No,Good,Above-7,0<x<25,x>74,49<x<73,25<x<50,2
F,Syria,Egypt,HighSchool,G-06,A,Spanish,F,Father,No,Bad,Under-7,25<x<50,24<x<49,24<x<49,x<1,2
M,Lybia,Tunis,HighSchool,G-09,C,Science,F,Father,Yes,Good,Under-7,0<x<25,49<x<74,0<x<24,50<x<74,2
F,Egypt,Syria,MiddleSchool,G-06,C,Science,S,Father,Yes,Bad,Under-7,x>75,49<x<74,x>73,x>74,2
M,Morocco,lebanon,MiddleSchool,G-04,C,History,F,Mum,Yes,Good,Above-7,0<x<25,49<x<74,0<x<24,25<x<50,1
M,SaudiArabia,Jordan,HighSchool,G-04,C,Science,S,Father,Yes,Good,Above-7,0<x<25,x>74,24<x<49,25<x<50,2
M,Syria,Morocco,lowerlevel,G-08,B,Biology,S,Mum,Yes,Bad,Above-7,x>75,49<x<74,x>73,25<x<50,1
F,Jordan,venzuela,MiddleSchool,G-07,C,Geology,F,Father,No,Bad,Above-7,x>75,0<x<24,24<x<49,x>74,2
M,venzuela,Lybia,lowerlevel,G-04,B,Science,S,Father,No,Bad,Under-7,25<x<50,x>74,24<x<49,25<x<50,2
M,Palestine,Egypt,lowerlevel,G-02,B,Geology,S,Father,Yes,Bad,Under-7,x>75,49<x<74,x>73,1<x<25,0
M,SaudiArabia,Iran,lowerlevel,G-11,B,French,F,Father,No,Bad,Under-7,50<x<75,x>74,0<x<24,1<x<25,2
M,SaudiArabia,KuwaIT,MiddleSchool,G-07,B,Math,F,Mum,Yes,Bad,Under-7,50<x<75,49<x<74,24<x<49,25<x<50,0
M,Iran,Egypt,HighSchool,G-04,B,Quran,F,Father,No,Good,Above-7,x>75,49<x<74,49<x<73,1<x<25,2
M,Syria,Syria,lowerlevel,G-09,B,English,F,Father,Yes,Good,Under-7,x>75,x>74,49<x<73,25<x<50,0
F,Morocco,Lybia,HighSchool,G-05,A,Quran,F,Father,Yes,Bad,Above-7,0<x<25,49<x<74,0<x<24,x>74,1
M,Iraq,lebanon,lowerlevel,G-07,A,English,S,Father,Yes,Bad,Under-7,x>75,x>74,0<x<24,50<x<74,0
F,Iran,Lybia,MiddleSchool,G-11,C,Math,S,Father,No,Good,Under-7,25<x<50,x>74,0<x<24,1<x<25,2
F,USA,Tunis,MiddleSchool,G-10,B,Chemistry,F,Mum,No,Good,Under-7,25<x<50,0<x<24,49<x<73,25<x<50,0
F,SaudiArabia,Egypt,lowerlevel,G-05,B,English,S,Father,Yes,Good,Above-7,x>75,49<x<74,49<x<73,x>74,2
M,SaudiArabia,Lybia,MiddleSchool,G-11,A,English,F,Mum,Yes,Bad,Under-7,0<x<25,x>74,49<x<73,x>74,0
M,Tunis,Lybia,HighSchool,G-12,C,Quran,F,Mum,Yes,Good,Under-7,50<x<75,24<x<49,24<x<49,x>74,0
F,Egypt,Iraq,HighSchool,G-10,B,Biology,F,Father,Yes,Bad,Above-7,25<x<50,x>74,24<x<49,x>74,2
F,Syria,lebanon,MiddleSchool,G-10,B,Science,S,Father,No,Good,Under-7,50<x<75,24<x<49,x>73,50<x<74,2
F,lebanon,Palestine,MiddleSchool,G-11,C,Spanish,S,Mum,No,Good,Under-7,x>75,49<x<74,x>73,1<x<25,0
F,Iraq,Palestine,lowerlevel,G-02,A,Arabic,S,Mum,No,Bad,Above-7,25<x<50,x>74,24<x<49,50<x<74,2
F,Egypt,Palestine,lowerlevel,G-09,B,French,S,Father,Yes,Good,Under-7,x>75,x<0,0<x<24,25<x<50,2
M,Egypt,Iran,MiddleSchool,G-07,C,History,S,Mum,Yes,Bad,Above-7,x>75,0<x<24,49<x<73,50<x<74,2
M,Lybia,Palestine,lowerlevel,G-06,A,Quran,S,Father,Yes,Bad,Above-7,0<x<25,24<x<49,0<x<24,50<x<74,1
F,lebanon,Syria,HighSchool,G-08,C,Biology,F,Mum,No,Good,Under-7,25<x<50,24<x<49,0<x<24,1<x<25,0
M,Jordan,Syria,lowerlevel,G-04,B,Geology,S,Father,Yes,Bad,Above-7,50<x<75,x>74,24<x<49,25<x<50,2
M,USA,venzuela,HighSchool,G-08,C,Science,F,Father,Yes,Bad,Above-7,50<x<75,24<x<49,x>73,x>74,2
F,venzuela,USA,lowerlevel,G-05,C,IT,S,Mum,No,Bad,Under-7,x>75,x>74,x>73,50<x<74,0
M,KW,Morocco,MiddleSchool,G-06,C,French,S,Mum,Yes,Good,Above-7,x>75,24<x<49,x>73,50<x<74,2
F,SaudiArabia,Egypt,MiddleSchool,G-07,B,Biology,S,Mum,Yes,Good,Above-7,x>75,x>74,0<x<24,x>74,2
F,KW,USA,MiddleSchool,G-09,B,Math,S,Father,No,Good,Above-7,0<x<25,24<x<49,0<x<24,25<x<50,1
M,Jordan,USA,MiddleSchool,G-05,A,History,F,Father,Yes,Bad,Under-7,0<x<25,24<x<49,49<x<73,50<x<74,2
F,Lybia,USA,MiddleSchool,G-10,C,History,F,Father,Yes,Good,Above-7,x>75,0<x<24,49<x<73,25<x<50,2
M,Egypt,Iraq,lowerlevel,G-07,A,Chemistry,S,Mum,Yes,Bad,Under-7,0<x<25,49<x<74,49<x<73,50<x<74,0
M,Syria,lebanon,HighSchool,G-04,B,French,S,Mum,No,Bad,Under-7,x>75,49<x<74,24<x<49,1<x<25,2
M,Iraq,Lybia,HighSchool,G-09,B,Geology,F,Father,Yes,Bad,Under-7,x>75,24<x<49,x>73,25<x<50,2
M,USA,Morocco,lowerlevel,G-09,C,Chemistry,S,Mum,Yes,Bad,Under-7,25<x<50,x<0,x>73,25<x<50,2
F,Lybia,Syria,MiddleSchool,G-02,C,History,F,Father,No,Bad,Above-7,25<x<50,24<x<49,0<x<24,1<x<25,1
M,Syria,lebanon,lowerlevel,G-09,C,Quran,S,Father,Yes,Bad,Above-7,50<x<75,24<x<49,24<x<49,50<x<74,2
M,Palestine,Tunis,MiddleSchool,G-09,B,Science,S,Father,Yes,Bad,Above-7,x>75,49<x<74,x>73,x>74,2
F,KW,USA,HighSchool,G-12,A,IT,F,Father,No,Good,Under-7,25<x<50,0<x<24,49<x<73,50<x<74,2
F,Egypt,KuwaIT,MiddleSchool,G-08,C,Science,F,Father,No,Bad,Under-7,x>75,x>74,24<x<49,25<x<50,2
F,KW,lebanon,HighSchool,G-07,A,Spanish,F,Father,Yes,Bad,Above-7,50<x<75,0<x<24,0<x<24,1<x<25,1
F,Tunis,Jordan,HighSchool,G-07,C,Quran,F,Father,Yes,Bad,Above-7,25<x<50,24<x<49,0<x<24,1<x<25,2
F,venzuela,Iraq,MiddleSchool,G-09,C,French,F,Mum,No,Bad,Under-7,0<x<25,24<x<49,0<x<24,50<x<74,2
M,Morocco,Palestine,MiddleSchool,G-04,B,Arabic,S,Mum,Yes,Bad,Above-7,25<x<50,49<x<74,24<x<49,50<x<74,2
F,Jordan,Palestine,HighSchool,G-08,A,Math,S,Mum,Yes,Bad,Above-7,50<x<75,x>74,24<x<49,50<x<74,2
F,lebanon,Syria,lowerlevel,G-06,A,Spanish,S,Mum,Yes,Bad,Above-7,25<x<50,0<x<24,0<x<24,x>74,2
F,venzuela,KuwaIT,MiddleSchool,G-06,B,History,S,Mum,No,Bad,Above-7,x>75,x>74,x>73,50<x<74,2
M,Palestine,lebanon,MiddleSchool,G-08,B,Quran,S,Father,No,Good,Under-7,0<x<25,x>74,0<x<24,25<x<50,2
F,Syria,KuwaIT,MiddleSchool,G-04,B,French,S,Mum,Yes,Bad,Above-7,50<x<75,24<x<49,x>73,50<x<74,2
F,Syria,lebanon,MiddleSchool,G-10,C,French,F,Mum,No,Bad,Above-7,0<x<25,24<x<49,24<x<49,25<x<50,1
M,SaudiArabia,Jordan,lowerlevel,G-11,A,English,F,Father,No,Good,Under-7,50<x<75,24<x<49,49<x<73,x>74,2
F,Jordan,Jordan,MiddleSchool,G-07,A,Science,S,Mum,Yes,Bad,Under-7,x>75,x>74,0<x<24,25<x<50,0
F,SaudiArabia,lebanon,MiddleSchool,G-09,C,English,S,Mum,Yes,Bad,Above-7,0<x<25,24<x<49,24<x<49,25<x<50,2
M,Palestine,Morocco,MiddleSchool,G-08,C,Arabic,S,Father,Yes,Bad,Under-7,50<x<75,0<x<24,49<x<73,25<x<50,2
M,Tunis,Palestine,lowerlevel,G-08,B,Math,S,Father,Yes,Bad,Above-7,0<x<25,0<x<24,x>73,25<x<50,1
F,Iran,Lybia,HighSchool,G-02,A,IT,F,Father,Yes,Bad,Under-7,0<x<25,0<x<24,x>73,x>74,2
M,USA,SaudiArabia,HighSchool,G-02,A,Arabic,S,Father,Yes,Bad,Under-7,25<x<50,24<x<49,0<x<24,x>74,2
F,SaudiArabia,KuwaIT,lowerlevel,G-08,A,Chemistry,S,Mum,No,Good,Above-7,0<x<25,49<x<74,49<x<73,1<x<25,1
F,Morocco,Lybia,HighSchool,G-06,B,Chemistry,F,Mum,Yes,Bad,Under-7,25<x<50,0<x<24,0<x<24,1<x<25,0
M,USA,venzuela,HighSchool,G-12,C,Arabic,S,Father,No,Bad,Under-7,25<x<50,0<x<24,24<x<49,1<x<25,2
M,Egypt,Syria,MiddleSchool,G-04,B,Arabic,S,Father,Yes,Bad,Under-7,50<x<75,0<x<24,49<x<73,x>74,2
F,SaudiArabia,Morocco,lowerlevel,G-11,C,Quran,S,Mum,No,Good,Above-7,25<x<50,0<x<24,49<x<73,50<x<74,2
F,USA,Tunis,HighSchool,G-09,C,Geology,F,Mum,Yes,Bad,Under-7,x>75,24<x<49,49<x<73,1<x<25,0
M,Tunis,KuwaIT,HighSchool,G-10,A,Arabic,S,Father,No,Bad,Under-7,25<x<50,49<x<74,x<0,x>74,2
F,KW,KuwaIT,lowerlevel,G-05,B,IT,F,Father,Yes,Good,Above-7,0<x<25,0<x<24,0<x<24,1<x<25,1
F,Palestine,Jordan,lowerlevel,G-08,A,Spanish,S,Father,No,Bad,Above-7,25<x<50,49<x<74,49<x<73,50<x<74,2
M,KW,Jordan,HighSchool,G-09,A,Quran,F,Father,No,Good,Under-7,25<x<50,x<0,49<x<73,x>74,2
F,lebanon,Jordan,MiddleSchool,G-04,A,French,S,Mum,No,Good,Under-7,0<x<25,49<x<74,0<x<24,1<x<25,2
M,Iran,Morocco,HighSchool,G-10,A,IT,F,Father,Yes,Good,Under-7,0<x<25,49<x<74,x>73,25<x<50,2
M,Iran,venzuela,MiddleSchool,G-05,C,Geology,S,Mum,No,Bad,Under-7,x>75,x>74,x>73,x>74,2
M,SaudiArabia,Egypt,MiddleSchool,G-12,C,Quran,S,Father,No,Good,Under-7,50<x<75,0<x<24,49<x<73,50<x<74,2
M,Morocco,USA,MiddleSchool,G-10,B,French,F,Father,No,Good,Under-7,50<x<75,0<x<24,24<x<49,1<x<25,2
F,Tunis,Egypt,MiddleSchool,G-04,C,Chemistry,F,Mum,No,Good,Above-7,x>75,49<x<74,0<x<24,x>74,1
F,Lybia,venzuela,HighSchool,G-02,C,Science,S,Father,No,Bad,Above-7,0<x<25,24<x<49,24<x<49,1<x<25,1
M,Morocco,Jordan,lowerlevel,G-10,A,Biology,S,Mum,Yes,Good,Above-7,25<x<50,49<x<74,24<x<49,50<x<74,2
M,Iran,Iraq,lowerlevel,G-11,C,Math,S,Mum,Yes,Bad,Above-7,x>75,x>74,0<x<24,50<x<74,2
F,Syria,Syria,HighSchool,G-05,B,Arabic,F,Mum,No,Bad,Under-7,0<x<25,0<x<24,0<x<24,1<x<25,2
F,Iran,Egypt,lowerlevel,G-11,B,Geology,F,Father,Yes,Bad,Under-7,50<x<75,0<x<24,x>73,1<x<25,2
F,Tunis,Egypt,lowerlevel,G-08,A,IT,S,Mum,Yes,Bad,Above-7,25<x<50,0<x<24,49<x<73,1<x<25,2
M,Palestine,Lybia,MiddleSchool,G-04,B,Math,F,Father,No,Bad,Under-7,25<x<50,x>74,49<x<73,1<x<25,2
M,Iraq,Jordan,lowerlevel,G-05,C,Science,F,Mum,Yes,Bad,Under-7,0<x<25,x>74,0<x<24,x>74,2
M,USA,lebanon,lowerlevel,G-09,B,IT,S,Father,Yes,Bad,Under-7,0<x<25,x>74,49<x<73,1<x<25,2
M,Lybia,Tunis,HighSchool,G-12,C,French,S,Mum,Yes,Bad,Above-7,50<x<75,x>74,49<x<73,x>74,2
F,Tunis,SaudiArabia,MiddleSchool,G-06,C,Biology,F,Father,Yes,Good,Above-7,50<x<75,x>74,24<x<49,x>74,2
M,SaudiArabia,lebanon,lowerlevel,G-06,C,Chemistry,S,Mum,No,Good,Under-7,0<x<25,x>74,x>73,50<x<74,2
F,KW,Tunis,HighSchool,G-10,A,History,F,Mum,No,Good,Above-7,x>75,24<x<49,24<x<49,25<x<50,2
M,SaudiArabia,Egypt,lowerlevel,G-08,C,French,F,Father,No,Bad,Above-7,50<x<75,x>74,24<x<49,x>74,2
M,Palestine,lebanon,HighSchool,G-08,A,Chemistry,S,Mum,No,Good,Under-7,50<x<75,0<x<24,24<x<49,1<x<25,2
F,Iraq,Tunis,lowerlevel,G-11,A,Geology,S,Mum,No,Good,Above-7,25<x<50,49<x<74,0<x<24,25<x<50,1
F,venzuela,Palestine,HighSchool,G-07,B,Arabic,S,Mum,Yes,Good,Under-7,25<x<50,24<x<49,49<x<73,x>74,0
F,Lybia,lebanon,lowerlevel,G-11,B,Biology,F,Father,No,Good,Under-7,50<x<75,49<x<74,24<x<49,x>74,2
F,Palestine,Iran,MiddleSchool,G-10,C,Science,F,Father,Yes,Good,Under-7,x>75,24<x<49,49<x<73,x>74,2
M,Palestine,Syria,HighSchool,G-02,C,Arabic,S,Mum,No,Good,Above-7,25<x<50,24<x<49,24<x<49,50<x<74,2
M,Egypt,Egypt,HighSchool,G-08,B,French,F,Father,No,Bad,Under-7,0<x<25,0<x<24,24<x<49,25<x<50,2
M,Iraq,Lybia,MiddleSchool,G-08,A,English,S,Father,Yes,Good,Under-7,0<x<25,x>74,x>73,x>74,2
M,Egypt,Jordan,HighSchool,G-08,B,French,S,Father,No,Bad,Under-7,x>75,x>74,x>73,50<x<74,2
M,Tunis,Tunis,MiddleSchool,G-07,C,IT,S,Mum,Yes,Bad,Under-7,x>75,49<x<74,0<x<24,x>74,0
M,lebanon,Morocco,lowerlevel,G-09,B,English,S,Father,Yes,Good,Above-7,0<x<25,49<x<74,0<x<24,50<x<74,1
M,KW,Egypt,MiddleSchool,G-11,C,English,F,Father,No,Good,Above-7,0<x<25,0<x<24,0<x<24,1<x<25,1
F,Lybia,Egypt,MiddleSchool,G-02,C,Biology,S,Father,No,Bad,Above-7,50<x<75,0<x<24,24<x<49,1<x<25,1
M,Iraq,lebanon,lowerlevel,G-10,C,French,F,Mum,No,Bad,Under-7,x>75,0<x<24,24<x<49,50<x<74,2
F,USA,Iraq,HighSchool,G-05,A,Geology,F,Father,Yes,Bad,Above-7,50<x<75,x>74,24<x<49,1<x<25,2
F,Egypt,USA,lowerlevel,G-08,B,Geology,F,Mum,No,Bad,Above-7,25<x<50,49<x<74,x>73,1<x<25,2
F,venzuela,Jordan,MiddleSchool,G-10,A,Math,F,Mum,No,Bad,Under-7,x>75,x>74,0<x<24,50<x<74,0
F,Tunis,Lybia,HighSchool,G-11,B,Geology,F,Mum,Yes,Bad,Above-7,x>75,49<x<74,24<x<49,1<x<25,2
F,Iran,venzuela,HighSchool,G-12,A,French,F,Mum,No,Good,Above-7,50<x<75,49<x<74,24<x<49,50<x<74,2
M,Lybia,KuwaIT,lowerlevel,G-07,B,English,S,Mum,Yes,Bad,Above-7,0<x<25,24<x<49,24<x<49,1<x<25,2
M,SaudiArabia,KuwaIT,MiddleSchool,G-07,A,Science,S,Mum,Yes,Bad,Under-7,0<x<25,24<x<49,24<x<49,1<x<25,2
M,Morocco,Tunis,lowerlevel,G-02,B,Biology,F,Father,No,Bad,Above-7,0<x<25,49<x<74,x>73,25<x<50,1
M,Iraq,SaudiArabia,HighSchool,G-05,C,Chemistry,F,Mum,Yes,Good,Under-7,0<x<25,49<x<74,x>73,50<x<74,0
F,Jordan,SaudiArabia,HighSchool,G-06,C,IT,S,Mum,Yes,Bad,Under-7,50<x<75,24<x<49,x>73,x>74,0
F,Lybia,lebanon,lowerlevel,G-08,C,History,S,Mum,No,Bad,Under-7,25<x<50,49<x<74,0<x<24,25<x<50,2
F,Morocco,Lybia,lowerlevel,G-11,B,French,S,Father,No,Bad,Above-7,0<x<25,0<x<24,x>73,1<x<25,1
M,venzuela,Jordan,MiddleSchool,G-09,B,IT,S,Father,No,Bad,Above-7,25<x<50,24<x<49,49<x<73,x>74,2
M,Iraq,lebanon,lowerlevel,G-02,A,Arabic,F,Father,No,Bad,Above-7,0<x<25,x>74,0<x<24,1<x<25,2
F,Tunis,venzuela,HighSchool,G-09,C,History,F,Father,Yes,Bad,Under-7,0<x<25,0<x<24,49<x<73,25<x<50,2
M,Tunis,Jordan,HighSchool,G-09,B,French,S,Mum,No,Good,Under-7,50<x<75,24<x<49,x>73,25<x<50,2
F,lebanon,Iran,HighSchool,G-11,C,Biology,F,Mum,Yes,Bad,Above-7,0<x<25,x>74,24<x<49,x>74,2
M,Iraq,USA,MiddleSchool,G-07,C,French,F,Father,No,Good,Under-7,50<x<75,x>74,x>73,x>74,2
M,Palestine,Morocco,HighSchool,G-05,B,Arabic,F,Mum,Yes,Bad,Above-7,x<0,49<x<74,49<x<73,25<x<50,2
M,Jordan,Iran,lowerlevel,G-10,A,Geology,F,Mum,No,Bad,Under-7,x>75,24<x<49,24<x<49,1<x<25,2
M,Tunis,venzuela,lowerlevel,G-04,A,History,F,Father,Yes,Good,Under-7,50<x<75,x>74,49<x<73,50<x<74,0
M,Syria,Egypt,MiddleSchool,G-05,A,Science,F,Father,No,Good,Above-7,25<x<50,x>74,x>73,50<x<74,2
F,Morocco,Lybia,HighSchool,G-02,A,Arabic,F,Father,No,Bad,Above-7,x>75,49<x<74,0<x<24,x>74,2
F,Palestine,lebanon,lowerlevel,G-06,A,Spanish,F,Mum,No,Good,Under-7,50<x<75,x>74,0<x<24,1<x<25,2
M,SaudiArabia,Egypt,lowerlevel,G-05,C,Quran,S,Mum,Yes,Good,Above-7,50<x<75,24<x<49,x>73,1<x<25,2
F,Jordan,Iraq,MiddleSchool,G-08,A,Science,F,Mum,No,Good,Under-7,50<x<75,49<x<74,x>73,x>74,0
F,Lybia,Syria,HighSchool,G-08,C,Science,S,Mum,No,Good,Under-7,0<x<25,x>74,x>73,25<x<50,2
F,Tunis,SaudiArabia,HighSchool,G-04,A,Spanish,F,Mum,No,Good,Above-7,0<x<25,0<x<24,49<x<73,x>74,1
M,Palestine,KuwaIT,lowerlevel,G-04,A,Geology,S,Mum,Yes,Bad,Under-7,x>75,x>74,0<x<24,50<x<74,0
F,Iraq,Morocco,MiddleSchool,G-05,B,Math,F,Mum,Yes,Bad,Under-7,50<x<75,49<x<74,x>73,x>74,0
F,KW,USA,HighSchool,G-05,C,Biology,S,Father,No,Good,Under-7,50<x<75,0<x<24,49<x<73,25<x<50,2
F,Egypt,Syria,lowerlevel,G-04,C,Science,F,Mum,No,Good,Under-7,x>75,x>74,24<x<49,x>74,0
F,Syria,lebanon,HighSchool,G-09,C,History,F,Mum,Yes,Bad,Above-7,0<x<25,0<x<24,0<x<24,25<x<50,1
M,Iraq,KuwaIT,HighSchool,G-02,B,Chemistry,S,Mum,Yes,Bad,Above-7,25<x<50,x>74,49<x<73,1<x<25,2
F,Egypt,Lybia,HighSchool,G-07,C,IT,F,Mum,No,Bad,Under-7,50<x<75,24<x<49,0<x<24,1<x<25,2
F,Lybia,Syria,HighSchool,G-02,B,English,F,Father,Yes,Good,Under-7,0<x<25,49<x<74,0<x<24,x>74,2
M,Syria,Palestine,lowerlevel,G-07,C,English,S,Mum,No,Bad,Above-7,0<x<25,x>74,24<x<49,25<x<50,2
F,Morocco,Egypt,lowerlevel,G-07,B,Math,S,Mum,Yes,Good,Under-7,25<x<50,0<x<24,24<x<49,25<x<50,0
M,USA,SaudiArabia,MiddleSchool,G-06,B,Chemistry,S,Mum,Yes,Bad,Above-7,25<x<50,x>74,0<x<24,25<x<50,2
F,Morocco,Jordan,lowerlevel,G-11,B,Quran,S,Mum,Yes,Bad,Above-7,0<x<25,x>74,0<x<24,25<x<50,2
M,USA,Syria,HighSchool,G-06,C,English,S,Mum,No,Good,Under-7,0<x<25,0<x<24,0<x<24,x>74,2
M,Palestine,Lybia,HighSchool,G-09,A,Math,F,Mum,No,Good,Under-7,x>75,24<x<49,x>73,25<x<50,2
M,lebanon,Jordan,HighSchool,G-12,C,Chemistry,S,Mum,No,Good,Under-7,0<x<25,49<x<74,24<x<49,x>74,2
M,KW,Egypt,lowerlevel,G-08,A,Geology,S,Father,No,Good,Under-7,x>75,0<x<24,0<x<24,25<x<50,2
M,KW,Tunis,HighSchool,G-04,B,History,F,Mum,No,Good,Under-7,x>75,49<x<74,0<x<24,1<x<25,2
M,Iraq,Palestine,MiddleSchool,G-05,C,IT,F,Father,No,Bad,Under-7,50<x<75,49<x<74,49<x<73,x>74,2
F,Iraq,Lybia,HighSchool,G-08,A,Chemistry,S,Father,No,Bad,Under-7,50<x<75,x>74,x>73,25<x<50,2
F,KW,Lybia,MiddleSchool,G-06,A,Geology,F,Father,No,Bad,Above-7,50<x<75,0<x<24,24<x<49,50<x<74,2
F,Tunis,Iraq,HighSchool,G-10,C,French,S,Mum,Yes,Bad,Above-7,50<x<75,24<x<49,24<x<49,25<x<50,2
M,Egypt,Egypt,lowerlevel,G-04,A,IT,F,Mum,No,Bad,Above-7,x>75,x>74,24<x<49,1<x<25,2
M,Jordan,Iran,HighSchool,G-07,C,Geology,S,Mum,Yes,Good,Under-7,50<x<75,x>74,24<x<49,1<x<25,0
F,Iraq,Lybia,HighSchool,G-04,A,Science,F,Father,No,Bad,Under-7,0<x<25,0<x<24,0<x<24,25<x<50,2
F,SaudiArabia,lebanon,lowerlevel,G-06,B,IT,F,Mum,No,Bad,Under-7,25<x<50,x>74,24<x<49,1<x<25,2
M,Egypt,Lybia,MiddleSchool,G-11,A,Arabic,F,Father,No,Good,Under-7,0<x<25,0<x<24,x>73,1<x<25,2
F,Iraq,venzuela,HighSchool,G-11,C,Spanish,S,Father,No,Good,Above-7,25<x<50,x>74,49<x<73,1<x<25,2
F,Iraq,Morocco,MiddleSchool,G-08,A,Chemistry,S,Father,Yes,Bad,Under-7,0<x<25,0<x<24,x>73,25<x<50,2
F,Morocco,KuwaIT,HighSchool,G-06,A,Chemistry,F,Mum,Yes,Bad,Under-7,25<x<50,0<x<24,49<x<73,x>74,0
M,Jordan,Iran,HighSchool,G-05,B,Quran,S,Father,No,Bad,Above-7,25<x<50,49<x<74,0<x<24,x<1,1
M,Iraq,SaudiArabia,MiddleSchool,G-02,A,Arabic,F,Father,No,Bad,Above-7,50<x<75,0<x<24,x>73,x>74,1
F,Egypt,Iran,lowerlevel,G-12,C,Quran,S,Father,Yes,Good,Under-7,x>75,0<x<24,x>73,50<x<74,2
F,Egypt,SaudiArabia,MiddleSchool,G-04,C,Quran,S,Mum,Yes,Bad,Under-7,0<x<25,24<x<49,0<x<24,1<x<25,2
M,Jordan,Egypt,HighSchool,G-06,B,French,S,Father,Yes,Bad,Above-7,0<x<25,0<x<24,0<x<24,50<x<74,1
F,Iraq,KuwaIT,HighSchool,G-04,A,Chemistry,F,Father,Yes,Good,Above-7,50<x<75,49<x<74,24<x<49,50<x<74,2
M,lebanon,Lybia,lowerlevel,G-09,A,Math,F,Father,Yes,Good,Above-7,0<x<25,x>74,0<x<24,50<x<74,2
F,Syria,Syria,lowerlevel,G-06,A,Science,S,Mum,No,Bad,Above-7,x>75,0<x<24,49<x<73,1<x<25,1
F,lebanon,Lybia,lowerlevel,G-05,C,Quran,F,Father,Yes,Good,Above-7,x>75,x>74,49<x<73,1<x<25,2
M,lebanon,Syria,lowerlevel,G-12,C,Arabic,F,Father,No,Bad,Under-7,x>75,0<x<24,0<x<24,x>74,2
F,KW,Syria,lowerlevel,G-05,B,Math,F,Father,No,Good,Above-7,x>75,x>74,24<x<49,x>74,2
M,Palestine,Lybia,MiddleSchool,G-07,B,Biology,S,Mum,No,Bad,Above-7,50<x<75,0<x<24,x>73,25<x<50,2
F,Syria,KuwaIT,MiddleSchool,G-08,A,Quran,S,Mum,Yes,Good,Under-7,25<x<50,24<x<49,0<x<24,50<x<74,0
F,Morocco,Iraq,MiddleSchool,G-04,B,Arabic,F,Mum,Yes,Bad,Above-7,25<x<50,0<x<24,x>73,x>74,1
M,USA,USA,lowerlevel,G-09,B,Quran,S,Father,No,Bad,Above-7,x>75,0<x<24,0<x<24,x>74,2
M,USA,Tunis,MiddleSchool,G-06,B,Biology,F,Father,Yes,Good,Above-7,0<x<25,0<x<24,24<x<49,25<x<50,2
F,Jordan,Iraq,HighSchool,G-10,B,Science,F,Mum,No,Good,Above-7,25<x<50,24<x<49,x>73,25<x<50,2
M,venzuela,Tunis,lowerlevel,G-04,B,Math,S,Mum,Yes,Good,Above-7,0<x<25,0<x<24,x>73,50<x<74,1
M,Egypt,Palestine,lowerlevel,G-04,A,Math,F,Mum,Yes,Bad,Under-7,50<x<75,x>74,24<x<49,50<x<74,0
F,SaudiArabia,Egypt,MiddleSchool,G-05,C,Science,F,Mum,Yes,Good,Under-7,x>75,49<x<74,24<x<49,x>74,0
M,venzuela,SaudiArabia,lowerlevel,G-12,B,French,S,Father,No,Bad,Under-7,0<x<25,49<x<74,49<x<73,1<x<25,2
M,lebanon,SaudiArabia,HighSchool,G-07,A,Biology,S,Mum,Yes,Good,Under-7,25<x<50,49<x<74,0<x<24,50<x<74,0
M,SaudiArabia,Iraq,HighSchool,G-07,B,Geology,S,Father,No,Good,Above-7,25<x<50,49<x<74,0<x<24,1<x<25,1
F,Syria,SaudiArabia,HighSchool,G-08,A,Geology,F,Father,No,Good,Above-7,25<x<50,49<x<74,49<x<73,x>74,2
F,Syria,Iraq,HighSchool,G-08,B,Science,F,Father,No,Good,Under-7,x>75,49<x<74,24<x<49,25<x<50,2
F,Morocco,Lybia,MiddleSchool,G-02,A,History,S,Mum,No,Bad,Under-7,x>75,0<x<24,x>73,50<x<74,0
F,lebanon,USA,HighSchool,G-12,C,Math,S,Father,Yes,Bad,Above-7,50<x<75,24<x<49,49<x<73,1<x<25,2
M,Morocco,Morocco,lowerlevel,G-07,C,Math,F,Father,Yes,Bad,Under-7,x>75,x>74,0<x<24,50<x<74,2
