,age,workcla,fnlwgt,education,education_num,relationship,race,sex,hours_per_week,native_country,class
988,35<x<53, State_gov,21174<x<274186, Doctorate,x>12, Wife, White, Female,25<x<50, United_States,HIGH
989,x<17, Private,21174<x<274186, 11th,4<x<8, Own_child, White, Male,1<x<25, United_States,LOW
990,17<x<35, Self_emp_not_inc,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,1<x<25, United_States,LOW
991,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, Black, Female,25<x<50, United_States,LOW
992,17<x<35, Private,21174<x<274186, Bachelors,x>12, Own_child, Asian_Pac_Islander, Male,25<x<50, Taiwan,LOW
993,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
994,35<x<53, State_gov,21174<x<274186, Assoc_voc,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
995,35<x<53, Private,21174<x<274186, Bachelors,x>12, Unmarried, White, Female,25<x<50, United_States,LOW
996,17<x<35, Local_gov,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
997,53<x<71, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
998,35<x<53, Local_gov,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
999,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
1000,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
1001,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
1002,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
1003,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,50<x<74, United_States,HIGH
1004,35<x<53, Private,274186<x<527198, HS_grad,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
1005,35<x<53, Federal_gov,21174<x<274186, Assoc_acdm,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
1006,35<x<53, Self_emp_not_inc,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,HIGH
1007,17<x<35, Private,21174<x<274186, Doctorate,x>12, Not_in_family, Asian_Pac_Islander, Male,50<x<74, China,LOW
1008,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
1009,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
1010,17<x<35, Self_emp_not_inc,274186<x<527198, Bachelors,x>12, Own_child, Asian_Pac_Islander, Male,1<x<25, India,LOW
1011,53<x<71, Private,21174<x<274186, 10th,4<x<8, Husband, White, Male,25<x<50, United_States,LOW
1012,17<x<35, Self_emp_inc,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,1<x<25, United_States,HIGH
1013,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
1014,35<x<53, Self_emp_inc,21174<x<274186, Bachelors,x>12, Husband, White, Male,50<x<74, United_States,HIGH
1015,35<x<53, Self_emp_inc,21174<x<274186, 9th,4<x<8, Husband, White, Male,25<x<50, Mexico,LOW
1016,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, Black, Male,25<x<50, United_States,LOW
1017,17<x<35, Self_emp_not_inc,21174<x<274186, Assoc_acdm,8<x<12, Wife, White, Female,1<x<25, United_States,HIGH
1018,17<x<35, Local_gov,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
1019,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
1020,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,1<x<25, United_States,LOW
1021,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
1022,35<x<53, Private,274186<x<527198, Assoc_voc,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
1023,17<x<35, Self_emp_inc,274186<x<527198, Masters,x>12, Husband, White, Male,25<x<50, Mexico,HIGH
1024,17<x<35, Private,21174<x<274186, Bachelors,x>12, Wife, White, Female,25<x<50, United_States,HIGH
1025,35<x<53, State_gov,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
1026,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,LOW
1027,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Own_child, White, Female,25<x<50, United_States,LOW
1028,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
1029,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
1030,53<x<71, Local_gov,21174<x<274186, Bachelors,x>12, Wife, White, Female,25<x<50, United_States,HIGH
1031,35<x<53, Private,274186<x<527198, Bachelors,x>12, Husband, Asian_Pac_Islander, Male,25<x<50, Japan,LOW
1032,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
1033,35<x<53, Federal_gov,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
1034,17<x<35, State_gov,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
1035,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,LOW
1036,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
1037,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Own_child, White, Female,25<x<50, United_States,LOW
1038,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
1039,53<x<71, Federal_gov,21174<x<274186, HS_grad,8<x<12, Not_in_family, Black, Male,25<x<50, United_States,LOW
1040,35<x<53, Self_emp_not_inc,21174<x<274186, Some_college,8<x<12, Unmarried, White, Male,25<x<50, United_States,LOW
