RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,class
0.02355508,54,0,0.466629119,3550,8,0,2,0,0,NO
0.890043982,58,0,0.074574021,4518,6,0,0,0,0,NO
0.007909158,89,0,0.000774144,5166,2,0,0,0,0,NO
0.414240261,61,0,0.136463194,10500,14,0,2,0,0,NO
0.255829447,22,0,0.004005827,2745,2,0,0,0,0,NO
0.032128341,55,0,0.018325698,2400,5,0,0,0,0,NO
0.674434501,63,0,0.505485087,5833,13,0,0,0,0,NO
0.875140106,38,1,0.824559867,11416,8,0,3,0,1,NO
0.049999219,45,0,0.24047578,5800,12,0,2,0,3,NO
0.571642103,41,0,0.315460567,8000,7,0,0,0,2,NO
0.547268708,46,1,0.286611147,7804,9,0,1,0,2,NO
0.05097687,49,0,0.175073233,21847,13,0,1,0,0,NO
0.083189108,46,0,0.2223968,7000,6,0,1,0,3,NO
0.003799905,59,0,0.398802203,18700,9,0,3,0,2,NO
0.540729635,25,1,0.055347259,5600,3,0,0,0,1,NO
0.677295454,49,0,0.149475738,4100,4,0,0,0,0,NO
0.428439507,59,0,0.434346035,7767,12,0,2,0,0,NO
0.027700831,66,0,0.635515265,7500,10,0,2,0,1,NO
0.06137026,72,0,0.275938947,5830,6,0,1,0,1,NO
0.009860883,87,0,0.103343465,6250,7,0,0,0,0,NO
0.9999999,46,0,0.441378143,11812,5,0,2,0,0,NO
0.546226887,26,0,0.071192375,5140,3,2,0,2,1,NO
0,60,0,0.18893146,11744,13,0,2,0,0,NO
0.250713314,48,0,0.340207672,6933,7,0,1,0,1,NO
0.9999999,47,0,0.384359401,1201,3,0,0,0,0,NO
0.946352367,30,3,886,0,9,0,0,0,1,NO
0.030785947,32,0,0.561170696,5500,9,0,2,0,0,NO
0.708590351,48,0,0.277909927,12611,11,0,2,0,3,NO
0.67083045,49,0,0.425211966,6250,7,0,1,0,3,NO
0.877076412,51,4,0.81300813,4550,15,0,1,0,2,YES
0.007560791,65,0,0.57787377,4166,14,0,2,0,0,NO
0.023907646,65,0,0.309335963,9125,14,0,2,0,0,NO
0.403427913,64,0,0.737295909,5450,9,0,3,0,0,NO
1.042978511,25,1,0.176490865,2900,9,0,0,0,0,NO
0.431177706,65,0,0.304904717,3200,3,0,0,0,0,NO
0.9999999,63,0,0,2390,1,0,0,0,1,NO
0,43,1,0.260749173,13000,15,0,2,0,2,NO
1.166079873,42,0,2.323169208,4000,16,0,6,0,2,NO
0.638198235,55,0,0.376462354,10000,12,0,2,0,0,NO
0.113085143,87,0,0.051716769,7018,6,0,0,0,0,NO
0.107365293,35,0,0.066993301,10000,5,0,0,1,0,NO
0.178084094,38,0,0.836036436,4500,13,0,2,0,2,NO
0.055594441,62,0,0.323684586,14025,5,0,2,0,1,NO
0.065245571,78,0,0.180116959,2564,11,0,1,0,0,NO
0.189053083,33,1,0.173565287,5000,10,0,0,0,0,NO
0.460986829,51,0,0.346860465,17199,6,0,1,0,1,NO
0.346881093,34,0,0.846374544,3833,13,0,1,0,1,NO
0.026800767,56,0,0.250074993,10000,7,0,2,0,1,NO
0,52,0,0.263558516,5254,14,0,2,0,0,NO
0.184182617,73,0,0.355906118,5197,6,0,1,0,0,NO
0.420629115,26,0,0.062189055,803,3,0,0,0,0,NO
0.141188966,37,0,0.596839219,6200,22,0,2,0,1,NO
0.016066131,85,0,0.135431062,9406,10,0,0,0,0,NO
0.041681196,47,0,0.051726629,6920,5,0,0,0,2,NO
0.108687628,70,0,0.33674189,2835,7,0,1,0,0,NO
0.694684314,62,0,0.55068124,6678,12,0,2,0,0,NO
0.051976021,79,0,0.164437136,22500,22,0,1,0,1,NO
0.659006779,50,0,0.564160685,7940,10,0,3,0,2,NO
0.032604458,66,0,0.641991925,5200,9,0,0,0,0,NO
0,67,0,0.195850519,8000,5,0,1,0,0,NO
0.019760608,48,1,0.410928038,7100,25,0,2,0,0,NO
0.038045505,56,0,0.240268552,14000,8,0,2,0,1,NO
0.002115303,62,0,0.377098661,5300,4,0,1,0,1,NO
0.444183921,59,0,0.715381932,8600,22,0,3,0,2,NO
0.102657816,75,0,0.40029985,2000,10,0,1,0,0,NO
0.035763475,69,0,0.200508998,5500,9,0,0,0,1,NO
0.749625037,61,1,0.233524355,5583,7,0,1,0,1,NO
0.9999999,35,1,0,4650,0,0,0,0,0,NO
0.891824326,45,0,0.473099828,9906,12,0,2,2,0,NO
0.944044764,27,0,0.14089422,4584,7,0,0,0,1,NO
0.117133186,31,0,0.263956007,6000,6,0,1,0,1,NO
0.287482032,27,0,0.07881584,2600,2,0,0,0,0,NO
0,45,0,0.403704026,11500,6,0,1,0,2,NO
0.691869991,50,0,1.082024842,4266,14,0,3,0,0,NO
0.9999999,54,1,0.147386461,3500,1,0,0,0,1,NO
0.018401824,43,0,0.482294264,4009,7,0,1,0,0,NO
0.93549709,55,0,0.4502933,6477,10,0,2,0,0,YES
0.741505663,43,2,0.182833217,5731,11,0,0,1,1,YES
0.9999999,35,0,0.293916024,3500,6,0,0,0,0,NO
1.388611389,27,0,0.036021023,7800,3,0,0,1,0,YES
0,64,0,0.6257497,2500,3,0,2,0,0,NO
0.001873829,44,0,0.02212687,55000,6,0,1,0,3,NO
0.979246733,33,3,0.113866325,7016,8,0,0,0,2,NO
0.045323859,57,0,0.709835788,5906,13,0,3,0,3,NO
0.756949537,39,0,0.755688176,2680,6,0,1,0,1,NO
0.737737639,34,0,0.363659085,4000,13,0,0,0,3,NO
0.9999999,26,0,0,2000,0,0,0,0,0,NO
0.017845625,54,0,0.511686144,2395,12,0,0,0,0,NO
0.013332445,93,0,0.00244798,2450,1,0,0,0,0,NO
0.417502012,53,0,0.415656243,4700,9,0,2,1,1,NO
0.346073079,33,0,1.477128143,3300,10,0,3,0,0,NO
0.074767296,47,0,0.20913047,12178,16,0,1,0,3,NO
0.080634898,48,0,0.131345763,10833,5,0,2,0,4,NO
0.9999999,31,0,0.725854829,3333,2,0,2,0,0,NO
0.225189112,46,0,0.406138107,11729,9,0,3,0,3,NO
0.000263155,59,0,0.237585688,5980,11,0,2,0,1,NO
0.027906891,76,0,0.006427653,7000,4,0,0,0,0,NO
0.415229239,55,1,0.236357659,3041,5,0,0,0,0,NO
0.141228518,62,0,0.406338427,5300,13,0,2,0,1,NO
0.099386576,59,0,0.531929282,10350,5,0,1,0,1,NO
0.759562316,54,0,0.479469885,8450,7,0,2,0,2,NO
0.006046879,60,0,0.008248969,5333,5,0,0,0,1,NO
0.072247682,58,0,0.361514127,9166,9,0,1,0,0,NO
0.012689563,83,1,0.010689354,4583,23,0,0,0,0,NO
0.495520162,55,1,0.701377099,5300,12,0,1,1,2,YES
0,26,0,0.219129193,1400,4,0,0,0,1,YES
0,47,0,0.263133605,13000,8,0,1,0,0,NO
0.720190134,37,0,0.73364486,5563,6,0,1,0,2,NO
0.016814976,43,1,0.029509816,8098,6,0,0,1,0,YES
0.938460288,35,0,0.344655345,1000,3,0,0,0,0,NO
0.829268293,28,0,0.186750428,1750,3,0,0,0,0,NO
0.094884325,68,0,0.644670051,2166,13,0,2,0,0,NO
0.098532359,46,0,0.091918883,9812,6,0,0,0,0,YES
0,62,0,0.589041096,2700,6,0,1,0,0,NO
0,25,1,0,820,2,0,0,0,0,NO
0.000583899,46,0,0.409908909,4500,4,0,0,0,0,NO
0.9999999,47,0,0.031665458,4136,1,0,0,0,3,NO
0.000416655,80,0,0,6500,2,0,0,0,0,NO
0.9999999,52,0,0.740286299,4400,3,1,1,0,0,NO
6324,59,0,0.136672851,11318,4,0,1,0,1,NO
0.213039604,54,1,0.241675832,10000,17,0,2,0,0,NO
0.037915017,40,0,1.579545455,1583,14,0,3,0,0,NO
0.9999999,48,4,1.195921631,2500,5,1,3,1,0,YES
0.222099822,53,0,0.213196701,4000,4,0,1,0,0,NO
0.105642895,71,0,0.220465601,11511,8,0,1,0,0,NO
0.331931595,33,0,0.448183042,5200,7,0,2,0,0,YES
0.090761837,32,0,0.095968011,3000,8,0,0,0,0,NO
0,83,0,0.008377246,7400,7,0,0,0,0,NO
0.21756487,24,0,0.001363017,2200,1,0,0,1,0,NO
0,44,0,0.51697563,4800,11,0,2,0,0,NO
0.389167582,53,0,0.697629415,4133,11,0,2,0,0,NO
0.060837205,69,0,219,1,14,0,0,0,0,NO
0.058720891,28,0,0.074308564,3000,3,0,0,0,0,NO
0.48166997,48,2,0.467359341,5100,13,0,0,1,0,NO
0.156709144,60,0,0.047498516,32000,15,0,1,0,2,NO
0.996667111,36,0,0.096717468,3411,3,0,0,0,2,NO
0.005333172,91,0,0.000301495,16583,3,0,0,0,0,NO
0.032188754,72,0,0.004176225,17000,4,0,0,0,1,NO
0.798608056,62,0,0.434237258,11320,7,0,2,0,0,NO
0.276986151,45,0,0.759673094,7830,8,0,3,0,0,NO
0.002086775,80,0,0,3925,3,0,0,0,1,NO
0.000307164,93,0,0.150462384,4000,11,0,1,0,0,NO
0.185087574,57,0,0.35906303,15325,20,0,4,0,2,NO
0,69,0,0.284428893,4000,9,0,1,0,1,NO
0.695345414,61,0,0.536807899,8000,11,0,1,0,1,NO
0.9999999,23,0,0.188784009,1800,2,0,0,0,0,NO
0.006702442,53,0,0.004881025,4916,6,0,0,0,0,NO
0.788092262,50,0,0.764426536,6948,9,0,3,0,2,NO
0.231796267,76,0,0.38652351,2700,8,0,2,0,1,NO
0.393875435,65,0,0.329797446,20833,15,0,6,0,3,NO
0.9999999,45,1,1.094979352,4600,3,4,0,0,1,NO
0.9999999,89,0,0,6000,2,0,0,0,0,NO
0.198122641,58,0,0.598523304,4333,8,0,1,0,0,NO
0.385384551,38,0,1.053037608,1036,4,0,1,0,0,NO
0.023681718,62,0,0.451478551,2400,7,0,3,0,0,NO
0.9999999,85,0,0.011247188,4000,5,0,0,0,0,NO
0.166184038,50,0,0.203518593,2500,5,0,0,0,0,NO
0.013204878,66,0,0.716822654,4166,23,0,3,0,0,NO
0.068726999,59,2,0.339263276,15120,16,0,1,0,4,NO
1.042754026,59,6,0.22847208,14666,7,4,2,0,0,NO
0,58,0,0.132574778,11600,10,0,3,0,1,NO
0.241148359,54,0,0.222254307,10388,8,0,1,0,3,NO
0.921179803,44,1,0.253757126,5788,5,1,0,0,2,NO
0.87678673,59,0,1.438875306,1635,8,0,1,0,3,NO
0,42,0,0.573151007,6800,10,0,2,0,3,NO
0.268475704,51,3,1.693792384,1916,11,0,1,1,1,NO
0.003690934,52,0,0.285994648,5604,9,0,1,0,2,NO
0.771024905,50,1,0.350720659,8741,14,0,2,0,5,NO
0.962037962,38,1,0.182575272,1560,3,0,0,0,0,NO
0.232223932,69,0,0.504614675,4333,15,0,1,0,0,NO
0.224555089,44,0,0.172716066,7300,3,0,1,0,3,NO
0.005775151,61,0,0.281690141,5750,8,0,1,0,0,NO
0.012361669,74,2,0.010582011,1700,7,0,0,0,0,NO
0.173592,41,0,0.452241195,3747,9,0,2,0,0,NO
0.138716898,29,2,0.03276419,4333,3,0,0,0,0,NO
0.007946455,69,0,0.267782427,3584,7,0,1,0,0,NO
0.371375862,64,0,3107,0,6,0,1,0,0,NO
0.11493527,35,1,0.101624323,2400,3,0,0,0,0,NO
0.154398948,51,0,1.035995501,2666,13,0,2,0,0,NO
0.728787735,38,1,0.353819491,7500,6,3,1,2,0,NO
0.162947552,39,0,0.150896982,16666,13,0,1,0,0,NO
0.076955976,49,0,0.465322965,6300,8,0,3,0,2,NO
0.9999999,32,0,0.014133058,2900,0,0,0,0,0,NO
0.995313964,30,1,0.154133002,3217,6,0,0,0,1,NO
0.972881909,46,3,0.769292283,2500,8,0,0,4,3,NO
0.049761737,27,0,0.217188062,2780,7,0,0,0,0,YES
0.745927332,46,0,0.242652507,8097,5,0,2,0,2,NO
0.910789327,44,1,0.456254375,10000,9,1,3,0,2,NO
0.754010532,41,0,0.332891749,5283,10,0,0,0,1,NO
0.568293455,45,0,1.001619579,5556,9,0,1,0,2,NO
0.655633909,65,0,0.472856019,5083,13,0,1,0,0,NO
0.011326794,82,0,0.004624045,4973,21,0,0,0,0,NO
0.18326583,53,0,0.330495246,7046,13,0,1,0,0,NO
0.017705623,33,0,0.319053619,7142,7,0,1,0,0,NO
0.358803987,37,0,0.06332278,6000,3,0,1,0,4,NO
0.23063852,58,0,0.1968002,16000,9,0,3,0,3,NO
1.305389222,63,1,0.182890855,1355,3,0,0,1,0,YES
0.08678719,41,1,0.015623373,9600,5,0,0,0,3,NO
0,84,0,0.188712522,1700,5,0,0,0,0,NO
0.266556876,65,1,0.720079977,3500,9,0,2,0,0,NO
0.724220984,52,0,0.093442906,17400,4,0,0,0,2,NO
0.9999999,56,0,0.228380986,5700,2,0,1,0,0,NO
2.837806547,64,2,0.411417144,11000,8,0,2,0,2,NO
0.92358804,39,1,0.180880975,3200,3,0,0,0,0,YES
0.059077637,33,0,0.828213052,5500,6,0,2,0,0,NO
0.05924195,51,0,0.358914427,7700,6,0,2,0,2,NO
0,38,0,0.427381283,3600,4,0,1,0,3,NO
0.139086091,42,0,0.162415784,8311,5,0,2,0,1,NO
0.9999999,40,0,0.024168236,3185,1,3,0,0,2,YES
0.036158699,46,0,0.261712095,4695,6,0,1,0,0,NO
0.146344333,31,0,0.173706573,4000,8,0,0,0,0,NO
0.001101664,58,0,0.396172522,3500,6,0,2,0,0,NO
0.951598654,55,0,0.554855251,9360,27,0,2,0,0,NO
0.105844684,45,4,0.377848317,8820,25,0,2,0,1,NO
0.060803457,62,0,0.449477352,6600,7,0,1,0,0,NO
0.25389671,58,0,1.008893579,6633,30,0,5,0,0,NO
0.389219882,43,0,1.118220445,4000,20,0,2,0,0,NO
0.12052884,59,0,0.341663692,2800,11,0,0,0,0,NO
0.311908921,57,0,0.038740315,4000,1,0,0,0,1,NO
0.275536858,47,0,0.192701825,4000,3,0,0,0,2,NO
0.125656665,68,0,0.354175468,7100,14,0,1,0,0,NO
0.353155374,45,0,1435,1,13,0,2,0,2,NO
0.059341539,72,0,0.391578588,11731,15,0,2,0,1,NO
0.663605086,62,0,0.572717024,6208,13,0,1,0,1,NO
0.302227225,64,0,0.189887119,6466,13,0,0,0,1,NO
0.265081365,32,0,0.207063377,6200,6,0,0,0,3,NO
0.198076765,37,1,0.725284981,15000,12,0,4,0,0,NO
0.819311085,51,0,0.508774298,7407,14,0,2,0,0,NO
0.117703076,51,2,0.107120353,4760,9,0,0,1,0,YES
0.021353518,70,0,0.612516175,8500,19,0,4,0,0,NO
0.444033966,57,0,0.366860773,11333,18,0,2,0,0,NO
0.002197706,81,0,0.078437404,3250,6,0,0,0,1,NO
0.951575711,29,0,0.873503384,1920,9,0,1,2,0,NO
0.075129641,38,0,0.617751115,6500,14,0,2,0,1,NO
0.9999999,46,1,0.673163418,2000,5,3,0,2,0,YES
0.864257488,42,3,0.326148547,18000,15,0,2,0,5,NO
0.043752272,69,0,0.218931584,5334,5,0,1,0,0,NO
0.986295215,50,3,0.170919325,5329,6,0,2,1,1,YES
0.025079156,64,0,0.010381862,8379,12,0,0,0,0,NO
0,40,0,0.265091864,5333,5,0,1,0,1,NO
0.04559544,65,0,0.294095454,5300,3,0,1,0,0,NO
0.085942705,59,0,0.510359027,7770,13,0,4,0,2,NO
0.677963523,65,1,0.938905859,3600,14,0,1,0,1,NO
0.831128732,47,0,0.46374635,11984,16,0,2,0,0,NO
0.9999999,33,1,0.101789821,10000,6,0,0,0,0,NO
0,31,0,0.033655448,3000,10,0,0,0,0,NO
0.353554882,56,0,0.284202933,8317,4,0,1,0,0,NO
0.409889289,38,0,0.782426778,2150,8,0,1,0,1,NO
0.258262875,40,1,0.718093969,3000,5,3,2,0,1,YES
0.201199201,23,0,0.003746878,2401,1,0,0,0,0,NO
0.092003582,55,0,0.396001111,3600,4,0,1,0,0,NO
0.039799276,50,0,0.177809902,8300,8,0,1,0,3,NO
0.882164926,60,0,0.426229508,2500,8,0,0,0,0,NO
0.451376082,48,0,2.51196093,12080,29,0,17,0,2,YES
0.936191982,31,4,0.060705974,5155,6,0,0,0,1,NO
0.416194602,22,0,0.014993753,2400,2,0,0,0,0,NO
0.000866638,83,0,0,0,5,0,0,0,0,NO
0.146229201,51,0,1.471404775,1800,18,0,1,0,0,NO
0.767510197,46,0,0.410051107,5869,10,0,2,0,3,NO
0.124987583,57,0,0.115903155,14166,13,0,1,0,2,NO
0.018660989,54,0,0.194950912,12833,5,0,1,0,0,NO
0.108642811,48,0,0.283612429,10330,7,0,2,0,2,NO
0.041193578,81,0,0.009128386,3395,4,0,0,0,0,NO
0.028823545,54,0,0.458181241,6300,8,0,1,0,1,NO
0.957418172,46,0,0.805379045,6766,14,0,2,0,1,NO
0.347676394,78,0,0.897422409,1900,8,0,1,0,1,NO
0.9999999,45,0,0,4116,4,0,0,0,0,NO
0.012797706,81,0,0.226171962,4500,6,0,1,0,0,NO
0.444712481,74,0,0.333703621,4500,13,0,0,0,0,NO
0.276726657,34,0,0.263849384,7382,8,0,1,0,5,NO
0.855349926,23,1,0.146163216,820,4,0,0,1,0,NO
0.190258151,48,0,0.402248595,1600,8,0,0,0,0,NO
0.306986638,67,0,0.38263478,12000,12,0,2,0,0,NO
0.313519451,52,0,1759,0,14,0,2,0,0,NO
0.533884028,38,0,0.50764847,6667,10,0,2,0,2,NO
0.008407096,45,0,0.335255671,2600,7,0,1,0,0,NO
0.005561378,45,0,0.269341332,8000,13,0,1,0,0,NO
0.723053227,47,1,4.340182648,875,11,1,1,0,4,NO
0.353357583,40,0,0.691030897,10000,10,0,4,0,6,NO
0.401704653,52,0,0.892573901,4160,9,0,2,0,0,NO
0,78,0,0.748603352,3400,2,0,1,0,0,NO
0.48585301,58,0,0.315384615,7149,9,0,1,0,0,NO
0.650168985,61,0,0.783073131,6084,22,0,1,0,1,NO
0.033369849,57,0,0.413894505,5440,9,0,2,0,2,NO
0.213011391,57,1,0.250010706,23350,14,0,2,0,1,NO
0.9999999,51,1,0.181613649,16000,5,0,1,0,2,NO
0.042531087,62,0,0.003961804,9843,6,0,0,0,2,NO
0.337388426,39,0,0.333611065,6000,6,0,2,0,0,NO
0.331223896,33,0,0.133743274,1300,4,0,0,0,0,NO
0.663486051,37,0,0.023032939,37250,10,0,0,0,0,NO
0,77,0,0.000240096,8329,5,0,0,0,0,NO
0,42,0,11.92105263,151,12,0,2,0,3,NO
0.01099945,63,0,0.006928406,865,5,0,0,0,0,NO
0.478925816,50,0,0.380642618,5072,7,0,1,0,2,NO
0.436672236,54,0,0.374108612,14583,6,0,2,0,0,NO
0.095965505,52,3,0.189097104,13500,11,0,2,0,1,NO
0.259772812,68,0,0.391440175,3200,7,0,1,0,0,NO
0.163462649,30,0,0.235238988,3200,12,0,0,0,0,NO
0.487814634,65,0,0.494951167,6040,14,0,1,0,0,NO
0.423639586,39,0,0.15797684,33333,10,0,2,0,2,NO
0.982225514,52,0,0.804941482,3075,8,0,2,0,1,NO
0.972037284,53,2,0.178454842,3675,9,1,0,1,0,YES
0.84293979,39,0,0.312537493,5000,8,0,1,0,1,NO
0.352010842,73,0,0.20723589,10364,13,0,1,0,0,NO
0.320599996,56,0,0.260669262,28000,26,0,2,0,2,NO
0.020658285,58,0,0.185027648,11754,13,0,1,0,1,NO
0.095994811,32,0,0.205958808,5000,5,0,1,0,3,NO
0.046057815,69,0,0.002749656,8000,10,0,0,0,0,NO
0.9999999,36,0,1.018654231,1500,3,1,1,1,0,YES
0.493802479,28,1,0.55064194,700,9,0,0,0,0,YES
0.896034846,59,0,0.603015899,6100,10,0,1,0,0,NO
0.9999999,23,0,0,820,1,0,0,0,0,NO
0.96289138,61,4,0.509008389,7270,12,0,2,0,0,NO
0.106091621,49,0,1.013997201,5000,11,0,3,0,2,NO
0.003503268,41,0,0.552093899,6900,17,0,3,0,2,NO
0.083322224,44,1,0.249968754,8000,5,0,2,0,2,NO
0.309359655,48,0,0.27257345,6500,8,0,0,0,2,NO
0,62,0,0.491100593,15000,12,0,5,0,2,NO
0.737377104,37,0,0.879567915,4350,9,0,2,0,3,NO
0.028544314,60,0,0.365289722,7092,15,0,3,0,0,NO
2.760956175,65,0,0.470273484,1681,3,4,0,0,0,YES
0.035718571,53,0,0.399009618,10500,10,0,2,0,1,NO
0.450885201,49,0,0.65042216,6750,7,0,1,0,2,NO
0,42,3,0.367098625,10108,6,2,2,0,2,NO
0,79,0,0.087346025,4464,8,0,0,0,0,NO
0.17741692,56,0,0.099590041,10000,14,1,1,0,2,NO
0.009831088,74,0,0.00359928,3333,6,0,0,0,0,NO
0.191521991,62,0,0.261806189,14250,16,0,2,0,2,NO
0.976080019,37,1,0.484675805,6492,22,0,0,0,1,NO
0.029883804,63,0,0.246119734,3156,12,0,1,0,1,NO
0.048013049,49,0,0.060882124,9000,4,0,0,0,0,NO
0.057661862,57,1,0.373539868,3937,3,0,1,0,0,NO
0.686017929,39,0,0.287622313,14000,19,0,1,0,0,NO
0.109183287,50,0,0.228628562,6000,6,0,1,0,2,NO
0.026572577,78,0,0.440578903,3592,31,0,2,0,0,NO
0.750260362,59,0,0.212889356,20000,6,0,2,0,0,NO
0.378589923,30,0,0.171514282,7666,9,0,0,0,0,NO
0,62,0,0.419201786,3582,8,0,2,0,0,NO
0.000200799,26,0,0,2300,7,0,0,0,0,NO
0.373565661,78,0,0.171856978,2600,8,0,0,0,0,NO
0.207467322,60,0,0.643568841,2207,9,0,1,0,0,NO
0.18083131,57,0,0.222768316,8748,8,0,2,0,2,NO
0.248501348,66,0,0.829827916,4183,17,0,3,0,0,NO
0.9999999,56,0,0.443389153,4000,6,0,1,0,2,NO
0.207941876,63,2,0.313303063,10350,24,0,2,0,0,NO
0.017927435,53,0,0.20097129,7000,10,0,0,0,3,NO
0.709651614,49,1,0.678601166,1200,3,0,0,0,0,NO
0.811471019,56,1,0.257806491,6500,13,0,0,0,0,NO
0,35,0,0.295863593,3166,5,0,0,2,2,NO
0.434400225,39,0,0.387204265,3000,9,0,1,0,0,NO
0.236951515,60,0,0.178065755,8333,10,0,0,0,0,NO
0.019462905,67,0,0.303270725,6175,17,0,2,0,1,NO
0.129652994,49,0,0.489956641,11300,12,0,2,0,6,NO
0.0057842,51,0,0.489627593,4000,7,0,2,0,3,NO
0.125242868,63,0,0.698325419,4000,9,0,1,0,0,NO
0.012887966,70,0,0.141314491,7500,14,0,1,0,0,NO
0,24,0,0.643118149,820,4,0,0,0,0,NO
0.012285363,75,0,0.501666162,3300,13,0,2,0,0,NO
0.054869339,40,0,1.608695652,620,4,0,1,0,0,NO
0.160898806,36,0,2.512269939,325,11,0,1,0,0,NO
0.246594198,45,0,0.245255651,8272,8,0,2,0,1,NO
0.018796023,58,0,0.108778244,5000,4,0,0,0,0,NO
0.106363121,45,0,0.287671233,10000,5,0,2,0,5,NO
0.030132005,36,0,0.575217886,7916,7,0,2,0,0,NO
0.039096506,61,0,28,0,4,0,0,0,0,NO
0.191115056,56,0,0.919826448,5300,30,0,2,0,2,NO
0.9999999,32,0,5.791044776,200,4,0,2,0,4,NO
0.224252667,48,5,0.46662153,7384,11,0,2,0,1,NO
0.010199592,39,0,0.500545256,2750,4,0,2,0,0,NO
0.9999999,33,0,0.456089277,2060,5,0,1,0,0,NO
0.9999999,31,0,0.147570486,5000,2,0,0,0,0,NO
0.9999999,33,0,0.014069264,3695,1,0,0,0,1,NO
0.429820482,43,1,0.139293461,6453,7,0,0,0,2,NO
0.986504614,35,0,0.645189958,4500,11,0,1,0,1,NO
0.986280549,45,0,0.744842233,3295,8,0,2,0,0,NO
0.02321838,35,0,0.400518403,9644,4,0,1,0,0,NO
0.038822972,76,0,0.671046993,7000,12,0,5,0,0,NO
0.122276134,57,0,0.203054878,12700,8,0,3,0,1,NO
0.429903654,44,0,0.411311054,3500,9,0,1,0,0,NO
0.141670459,64,0,0.418121994,3950,16,0,2,0,1,NO
0,57,0,0,8500,3,0,0,0,3,NO
0.062886246,37,0,0.878877888,3029,6,0,2,0,0,NO
0.072856988,54,0,0.150583245,6600,6,0,1,0,1,NO
0.57489301,50,0,0.057683967,6916,8,0,0,0,0,NO
0.009757985,64,0,0.043604071,10021,7,0,0,0,0,NO
0.084351118,81,0,0.01343785,6250,2,0,0,0,0,NO
0.179413254,59,0,0.273821267,10137,10,0,1,0,0,NO
0.057418626,75,1,0.341776371,6000,9,0,1,0,1,NO
0.188116791,54,0,0.460296772,9973,30,0,2,0,0,NO
0.027882592,45,0,2196,0,11,0,2,0,2,NO
0.010916837,42,0,0.055185284,3750,8,0,0,0,0,NO
0.000933292,47,1,0.759585388,9936,9,0,5,0,3,NO
0.158624144,64,0,0.300579961,15000,10,0,2,0,0,NO
0.20542621,52,0,0.306886703,3150,12,0,1,0,2,NO
0.9999999,40,3,0.710764938,4300,4,0,1,1,1,NO
0.071202487,68,0,0.934950847,4780,7,0,1,0,0,NO
0.800148282,41,0,0.235855487,4400,12,0,0,0,3,NO
0.243426286,51,0,0.584371052,11081,7,0,2,0,2,NO
0.120733881,67,0,0.22622108,3500,5,0,1,0,0,NO
0.003555358,70,0,0.18566124,3500,13,0,1,0,1,NO
0.001394065,50,1,0.281088189,12166,13,0,1,0,3,NO
0.868221661,41,1,0.643547189,4036,9,3,0,4,1,NO
0.089290836,64,0,0.277920594,3500,14,0,1,0,0,NO
0.41835095,39,0,0.285777113,11368,10,0,1,0,4,NO
0.9999999,24,0,0.098901099,1000,3,1,0,0,0,YES
0.117651179,36,1,1.504998001,2500,10,0,2,0,1,NO
0.897153598,44,4,4.025527192,900,14,1,1,0,2,NO
0.466997893,71,0,0.362135177,7811,9,0,1,0,0,NO
0.9999999,43,0,0.094525478,5278,1,0,1,0,0,NO
0.012989074,54,1,0.530156614,3000,12,0,1,0,5,NO
0.463684544,52,0,0.129979368,6300,3,0,0,0,0,NO
0.632279534,41,2,0.034482759,5625,4,1,0,1,2,NO
0.558410262,45,0,0.116188381,10000,4,0,1,0,0,NO
0.604052535,57,0,0.463719766,7193,14,0,2,0,0,NO
0,61,0,0.160493827,1700,7,0,0,0,0,NO
0.028124498,68,0,0.281110661,4933,12,0,4,0,0,NO
0.073441724,45,0,0.006320977,9333,3,0,0,0,2,NO
0.512038648,46,1,0.321495069,14500,9,0,2,1,2,NO
0.9999999,34,0,0.691921005,2784,7,0,2,0,3,NO
0,59,0,0.408073991,8000,13,0,2,0,0,NO
0.16635649,54,0,0.044488878,4000,7,0,0,0,1,NO
0.333304126,57,0,0.5569381,6348,18,0,2,0,1,NO
0.9999999,34,0,0.16950693,4400,1,0,0,0,0,NO
1.094433952,40,4,0.315929793,4500,7,0,0,0,2,YES
0.579427572,27,0,0.370253165,3475,17,0,0,0,0,NO
0.026920986,50,0,0.217365623,11850,18,0,1,0,3,NO
0.049796097,67,0,94,0,4,0,0,0,0,NO
0.9999999,62,1,0.363481644,4112,5,0,1,1,1,YES
0.050802925,74,0,0.005395463,16309,6,0,0,0,0,NO
0,30,0,0.685703551,5322,9,0,2,0,1,NO
1,23,1,0.566037736,900,4,0,0,0,0,NO
0.160558857,38,0,0.300956799,6897,6,0,1,0,0,NO
0.761406354,60,0,0.411380811,8733,14,0,2,0,0,NO
0.164283572,71,0,0.00959808,5000,2,0,0,0,0,NO
0.015856388,74,0,0.009059669,3200,9,0,0,0,0,NO
0.045585854,39,0,0.514534013,3336,7,0,1,0,0,NO
0.533255896,54,0,0.218573046,4414,5,0,0,0,0,NO
0.955579771,51,0,0.530306186,4800,7,0,2,0,3,NO
1.823920266,38,0,0.015783935,2850,1,2,0,0,1,NO
0.683035218,42,0,0.048154933,3820,3,0,0,0,2,NO
